"","accepted_name","phylo.tip","input_name","name_class","ncbi_id","GenBank_taxonomy","ITS","trnTLF","rbcL","matK","atpB"
"968","Rhododendron_ferrugineum","Rhododendron_ferrugineum","Rhododendron_ferrugineum","scientific name",49622,"Rhododendron_ferrugineum","24430475","27436161","354726118","3089312","NA"
"969","Ribes_alpinum","Ribes_alpinum","Ribes_alpinum","scientific name",134913,"Ribes_alpinum","9798593","555685572","685847485","315140769","NA"
"970","Ribes_uva-crispa","Ribes_uva_crispa","Ribes_uva_crispa","scientific name",135518,"Ribes_uva-crispa","319659317","NA","733452114","733451870","NA"
"971","Rorippa_amphibia","Rorippa_amphibia","Rorippa_amphibia","scientific name",65951,"Rorippa_amphibia","NA","620596527","2443770","12002858","NA"
"972","Rorippa_islandica","Rorippa_islandica","Rorippa_islandica","scientific name",157092,"Rorippa_islandica","90025006","260080310","379034021","111074703","NA"
"973","Rorippa_sylvestris","Rorippa_sylvestris","Rorippa_sylvestris","scientific name",65952,"Rorippa_sylvestris","NA","620596533","2443772","379039638","NA"
"974","Rosa_agrestis","Rosa_agrestis","Rosa_agrestis","scientific name",267229,"Rosa_agrestis","58577425","752822201","379033741","379039636","NA"
"975","Rosa_caesia","Rosa_caesia","Rosa_caesia","scientific name",267233,"Rosa_caesia","830002340","752822213","379035810","379041110","NA"
"976","Rosa_canina","Rosa_canina","Rosa_canina","scientific name",74635,"Rosa_canina","830002351","752822214","379035804","3551086","NA"
"977","Rosa_dumalis","Rosa_dumalis","Rosa_dumalis","scientific name",291166,"Rosa_dumalis","158198596","NA","NA","NA","NA"
"978","Rosa_eglanteria","Rosa_eglanteria","Rosa_rubiginosa","synonym",74636,"Rosa_eglanteria","158198593","752822273","379036326","3551088","NA"
"979","Rosa_elliptica","Rosa_elliptica","Rosa_elliptica","scientific name",323240,"Rosa_elliptica","830002388","752822228","NA","NA","NA"
"980","Rosa_micrantha","Rosa_micrantha","Rosa_micrantha","scientific name",267241,"Rosa_micrantha","58577400","752822254","379035802","379039634","NA"
"981","Rosa_montana","Rosa_montana","Rosa_montana","scientific name",267243,"Rosa_montana","830002451","752822255","NA","NA","NA"
"982","Rosa_pendulina","Rosa_pendulina","Rosa_pendulina","scientific name",74642,"Rosa_pendulina","830002479","752822265","NA","3551100","NA"
"983","Rosa_spinosissima","Rosa_spinosissima","Rosa_spinosissima","scientific name",74630,"Rosa_spinosissima","830002481","752822267","379036318","13358701","NA"
"984","Rosa_villosa","Rosa_villosa","Rosa_villosa","scientific name",267261,"Rosa_villosa","58577385","752822299","NA","NA","NA"
"985","Rubus_caesius","Rubus_caesius","Rubus_caesius","scientific name",75065,"Rubus_caesius","3043983","555685554","379035902","686984333","NA"
"986","Rubus_fruticosus","Rubus_fruticosus","Rubus_fruticosus","scientific name",211815,"Rubus_fruticosus","686984985","686984464","379035960","372490692","NA"
"987","Rubus_idaeus","Rubus_idaeus","Rubus_idaeus","scientific name",32247,"Rubus_idaeus","15208629","NA","533065","686984347","NA"
"988","Rubus_idaeus","Rubus_idaeus","Rubus_idaeus","scientific name",32247,"Rubus_idaeus_subsp__strigosus","NA","124265028","NA","NA","NA"
"989","Rubus_saxatilis","Rubus_saxatilis","Rubus_saxatilis","scientific name",75091,"Rubus_saxatilis","3043954","124265023","379032216","NA","NA"
"990","Rubus_ulmifolius","Rubus_ulmifolius","Rubus_ulmifolius","scientific name",75099,"Rubus_ulmifolius","686985115","555685555","291201208","686984303","NA"
"991","Rumex_acetosa","Rumex_acetosa","Rumex_acetosa","scientific name",41241,"Rumex_acetosa","397880855","111380129","545899265","379041788","NA"
"992","Rumex_acetosella","Rumex_acetosella","Rumex_acetosella","scientific name",61450,"Rumex_acetosella","6164901","260080321","379036572","379037840","NA"
"993","Rumex_alpestris","Rumex_alpestris","Rumex_alpestris","scientific name",565439,"Rumex_alpestris","NA","NA","545899277","545899317","NA"
"994","Rumex_crispus","Rumex_crispus","Rumex_crispus","scientific name",174649,"Rumex_crispus","342356524","376373225","379036148","315140795","NA"
"995","Rumex_obtusifolius","Rumex_obtusifolius","Rumex_obtusifolius","scientific name",3619,"Rumex_obtusifolius","284811173","726966093","NA","379041022","NA"
"996","Rumex_obtusifolius","Rumex_obtusifolius","Rumex_obtusifolius","scientific name",3619,"Rumex_obtusifolius_subsp__obtusifolius","NA","NA","404244067","NA","NA"
"997","Rumex_scutatus","Rumex_scutatus","Rumex_scutatus","scientific name",242528,"Rumex_scutatus","NA","73475941","NA","NA","NA"
"998","Sagina_procumbens","Sagina_procumbens","Sagina_procumbens","scientific name",230724,"Sagina_procumbens","62870719","550826571","379036248","340512863","NA"
"999","Sagina_saginoides","Sagina_saginoides","Sagina_saginoides","scientific name",669803,"Sagina_saginoides","598699098","260080332","409976929","407909857","NA"
"1000","Salix_alba","Salix_alba","Salix_alba","scientific name",75704,"Salix_alba","555235778","118918092","4586643","194271161","NA"
"1001","Salix_aurita","Salix_aurita","Salix_aurita","scientific name",470270,"Salix_aurita","NA","NA","379034269","379037728","NA"
"1002","Salix_caprea","Salix_caprea","Salix_caprea","scientific name",172267,"Salix_caprea","NA","15991353","379034257","607345148","NA"
"1003","Salix_cinerea","Salix_cinerea","Salix_cinerea","scientific name",470278,"Salix_cinerea","NA","571273236","379035968","379039928","NA"
"1004","Salix_daphnoides","Salix_daphnoides","Salix_daphnoides","scientific name",470274,"Salix_daphnoides","NA","NA","359811748","NA","NA"
"1005","Salix_elaeagnos","Salix_elaeagnos","Salix_eleagnos","synonym",386449,"Salix_elaeagnos","NA","NA","667487458","667485726","NA"
"1006","Salix_hastata","Salix_hastata","Salix_hastata","scientific name",75710,"Salix_hastata","NA","260080347","4586655","459930526","NA"
"1007","Salix_herbacea","Salix_herbacea","Salix_herbacea","scientific name",77064,"Salix_herbacea","126140505","260080348","557836475","194271149","NA"
"1008","Salix_myrsinifolia","Salix_myrsinifolia","Salix_myrsinifolia","scientific name",339964,"Salix_myrsinifolia","NA","NA","289541087","290563792","NA"
"1009","Salix_pentandra","Salix_pentandra","Salix_pentandra","scientific name",75715,"Salix_pentandra","555235816","118918095","4586665","194271174","NA"
"1010","Salix_purpurea","Salix_purpurea","Salix_purpurea","scientific name",77065,"Salix_purpurea","290874570","118918097","379033364","50345555","NA"
"1011","Salix_repens","Salix_repens","Salix_repens","scientific name",467613,"Salix_repens","NA","NA","379036570","379041700","NA"
"1012","Salix_reticulata","Salix_reticulata","Salix_reticulata","scientific name",75717,"Salix_reticulata","126140511","111380135","4586669","194271151","8452771"
"1013","Salix_retusa","Salix_retusa","Salix_retusa","scientific name",77066,"Salix_retusa","5912382","NA","557836477","NA","NA"
"1014","Salix_serpyllifolia","Salix_serpyllifolia","Salix_serpyllifolia","scientific name",77067,"Salix_serpyllifolia","5912383","NA","NA","NA","NA"
"1015","Salix_triandra","Salix_triandra","Salix_triandra","scientific name",77069,"Salix_triandra","555235828","675583631","359815497","194271178","NA"
"1016","Salvia_nubicola","Salvia_nubicola","Salvia_nubicola","scientific name",268919,"Salvia_nubicola","NA","NA","46326357","NA","NA"
"1017","Salvia_pratensis","Salvia_pratensis","Salvia_pratensis","scientific name",49216,"Salvia_pratensis","666671149","376373226","1419257","379040092","NA"
"1018","Sambucus_ebulus","Sambucus_ebulus","Sambucus_ebulus","scientific name",28503,"Sambucus_ebulus_subsp__africana","1850565","NA","NA","NA","NA"
"1019","Sambucus_ebulus","Sambucus_ebulus","Sambucus_ebulus","scientific name",28503,"Sambucus_ebulus","NA","109137817","379037348","379042244","NA"
"1020","Sambucus_nigra","Sambucus_nigra","Sambucus_nigra","scientific name",4202,"Sambucus_nigra","99028984","109137814","507914149","242801051","8452744"
"1021","Sambucus_racemosa","Sambucus_racemosa","Sambucus_racemosa","scientific name",4203,"Sambucus_racemosa","339780615","17980582","642989787","20530881","NA"
"1022","Sanguisorba_minor","Sanguisorba_minor","Sanguisorba_minor","scientific name",137456,"Sanguisorba_minor","49037124","49175451","379034569","20373002","NA"
"1023","Sanguisorba_officinalis","Sanguisorba_officinalis","Sanguisorba_officinalis","scientific name",137457,"Sanguisorba_officinalis","49037127","49175452","41056437","20373006","NA"
"1024","Sanicula_europaea","Sanicula_europaea","Sanicula_europaea","scientific name",71982,"Sanicula_europaea","3075427","305672460","75758098","379039872","NA"
"1025","Saponaria_ocymoides","Saponaria_ocymoides","Saponaria_ocymoides","scientific name",42033,"Saponaria_ocymoides","62870754","239837521","NA","240266124","NA"
"1026","Saponaria_officinalis","Saponaria_officinalis","Saponaria_officinalis","scientific name",3572,"Saponaria_officinalis","62870755","NA","817992316","340512867","NA"
"1027","Satureja_montana","Satureja_montana","Satureja_montana","scientific name",49988,"Satureja_montana","294999901","62002140","1480410","58045291","NA"
"1028","Saussurea_alpina","Saussurea_alpina","Saussurea_alpina","scientific name",143208,"Saussurea_alpina","42821363","500050176","500049852","501418481","NA"
"1029","Saussurea_discolor","Saussurea_discolor","Saussurea_discolor","scientific name",143209,"Saussurea_discolor","356649933","40204741","500049855","501418483","NA"
"1030","Saxifraga_aizoides","Saxifraga_aizoides","Saxifraga_aizoides","scientific name",102714,"Saxifraga_aizoides","30315224","14248857","459995824","459930642","NA"
"1031","Saxifraga_androsacea","Saxifraga_androsacea","Saxifraga_androsacea","scientific name",134767,"Saxifraga_androsacea","9971838","NA","NA","NA","NA"
"1032","Saxifraga_biflora","Saxifraga_biflora","Saxifraga_biflora","scientific name",192742,"Saxifraga_biflora","30315223","NA","NA","NA","NA"
"1033","Saxifraga_cuneifolia","Saxifraga_cuneifolia","Saxifraga_cuneifolia","scientific name",102722,"Saxifraga_cuneifolia","NA","NA","495021309","NA","NA"
"1034","Saxifraga_granulata","Saxifraga_granulata","Saxifraga_granulata","scientific name",83409,"Saxifraga_granulata","25991941","NA","379034655","NA","NA"
"1035","Saxifraga_moschata","Saxifraga_moschata","Saxifraga_moschata","scientific name",134788,"Saxifraga_moschata","9971863","NA","557836467","NA","NA"
"1036","Saxifraga_oppositifolia","Saxifraga_oppositifolia","Saxifraga_oppositifolia","scientific name",29771,"Saxifraga_oppositifolia","NA","14248852","459086","459930718","NA"
"1037","Saxifraga_oppositifolia","Saxifraga_oppositifolia","Saxifraga_oppositifolia","scientific name",29771,"Saxifraga_oppositifolia_subsp__smalliana","30315221","NA","NA","NA","NA"
"1038","Saxifraga_paniculata","Saxifraga_paniculata","Saxifraga_paniculata","scientific name",102734,"Saxifraga_paniculata","5814061","260080414","459995956","459930722","NA"
"1039","Saxifraga_rotundifolia","Saxifraga_rotundifolia","Saxifraga_rotundifolia","scientific name",23265,"Saxifraga_rotundifolia","5814043","14248853","541049854","NA","NA"
"1040","Scabiosa_columbaria","Scabiosa_columbaria","Scabiosa_columbaria","scientific name",180561,"Scabiosa_columbaria","33299990","225055691","379033102","20530901","305671616"
"1041","Scabiosa_lucida","Scabiosa_lucida","Scabiosa_lucida","scientific name",467601,"Scabiosa_lucida","380855964","NA","557836318","NA","NA"
"1042","Scabiosa_triandra","Scabiosa_triandra","Scabiosa_triandra","scientific name",467602,"Scabiosa_triandra","380855960","380508567","404244089","406034692","NA"
"1043","Schoenus_nigricans","Schoenus_nigricans","Schoenus_nigricans","scientific name",76506,"Schoenus_nigricans","537392274","70795161","379037476","379042342","NA"
"1044","Scirpus_sylvaticus","Scirpus_sylvaticus","Scirpus_sylvaticus","scientific name",434052,"Scirpus_sylvaticus","NA","NA","379037472","675440429","NA"
"1045","Scirpus_sylvaticus","Scirpus_sylvaticus","Scirpus_sylvaticus","scientific name",434052,"Scirpus_sylvaticus_var__maximowiczii","NA","343131504","NA","NA","NA"
"1046","Scleranthus_annuus","Scleranthus_annuus","Scleranthus_annuus","scientific name",230712,"Scleranthus_annuus","566077798","239837525","379035748","82400495","NA"
"1047","Scleranthus_perennis","Scleranthus_perennis","Scleranthus_perennis","scientific name",230711,"Scleranthus_perennis","62870764","239837527","379035744","47498919","NA"
"1048","Scorzonera_austriaca","Scorzonera_austriaca","Scorzonera_austriaca","scientific name",261619,"Scorzonera_austriaca","514218638","514218782","290585973","910279378","NA"
"1049","Scorzonera_hispanica","Scorzonera_hispanica","Scorzonera_hispanica","scientific name",114289,"Scorzonera_hispanica_subsp__crispatula","NA","NA","NA","54021660","NA"
"1050","Scorzonera_hispanica","Scorzonera_hispanica","Scorzonera_hispanica","scientific name",114289,"Scorzonera_hispanica","41323282","6958287","NA","NA","NA"
"1051","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Leontodon_autumnalis","synonym",212686,"Scorzoneroides_autumnalis_subsp__borealis","259122076","NA","NA","NA","NA"
"1052","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Leontodon_autumnalis","synonym",212686,"Scorzoneroides_autumnalis","NA","29423249","379033681","379039172","NA"
"1053","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","scientific name",212686,"Scorzoneroides_autumnalis_subsp__borealis","259122076","NA","NA","NA","NA"
"1054","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","scientific name",212686,"Scorzoneroides_autumnalis","NA","29423249","379033681","379039172","NA"
"1055","Scorzoneroides_pyrenaica","Scorzoneroides_pyrenaica","Leontodon_pyrenaicus","synonym",379629,"Scorzoneroides_pyrenaica","259122087","NA","NA","99078869","NA"
"1056","Scrophularia_canina","Scrophularia_canina","Scrophularia_canina","scientific name",258519,"Scrophularia_canina","NA","41323418","NA","156712573","NA"
"1057","Scrophularia_canina","Scrophularia_canina","Scrophularia_canina","scientific name",258519,"Scrophularia_canina_subsp__canina","550849120","NA","404244093","NA","NA"
"1058","Scrophularia_nodosa","Scrophularia_nodosa","Scrophularia_nodosa","scientific name",90363,"Scrophularia_nodosa","317016105","524852715","379034003","379042394","NA"
"1059","Scrophularia_peregrina","Scrophularia_peregrina","Scrophularia_peregrina","scientific name",160383,"Scrophularia_peregrina","20339367","524852725","NA","20339406","NA"
"1060","Securigera_varia","Securigera_varia","Securigera_varia","scientific name",53861,"Securigera_varia","7341153","667668278","2342933","23477677","NA"
"1061","Sedum_acre","Sedum_acre","Sedum_acre","scientific name",23028,"Sedum_acre","NA","311430","379036422","NA","NA"
"1062","Sedum_album","Sedum_album","Sedum_album","scientific name",23029,"Sedum_album","NA","311431","379032888","607345156","NA"
"1063","Sedum_dasyphyllum","Sedum_dasyphyllum","Sedum_dasyphyllum","scientific name",91129,"Sedum_dasyphyllum","NA","NA","NA","13568570","NA"
"1064","Sedum_maximum","Sedum_maximum","Sedum_maximum","scientific name",1211475,"Sedum_maximum","NA","NA","667668138","NA","NA"
"1065","Sedum_maximum","Sedum_maximum","Sedum_maximum","scientific name",1211475,"Sedum_maximum_subsp__maximum","NA","NA","NA","406034366","NA"
"1066","Sedum_rupestre","Sedum_rupestre","Sedum_rupestre","scientific name",91145,"Sedum_rupestre","697355760","667668323","607344892","607345158","NA"
"1067","Sedum_sediforme","Sedum_sediforme","Sedum_sediforme","scientific name",28519,"Sedum_sediforme","NA","396287","NA","13568546","NA"
"1068","Sedum_sexangulare","Sedum_sexangulare","Sedum_sexangulare","scientific name",91147,"Sedum_sexangulare","255761560","667668326","607344894","607345160","NA"
"1069","Sempervivum_tectorum","Sempervivum_tectorum","Sempervivum_tectorum","scientific name",91155,"Sempervivum_tectorum","697355943","NA","733452187","13568589","NA"
"1070","Senecio_doria","Senecio_doria","Senecio_doria","scientific name",189237,"Senecio_doria","429489106","429842225","NA","21425815","NA"
"1071","Senecio_doronicum","Senecio_doronicum","Senecio_doronicum","scientific name",462523,"Senecio_doronicum","429489295","429842246","557836266","429842071","NA"
"1072","Senecio_squalidus","Senecio_squalidus","Senecio_squalidus","scientific name",121554,"Senecio_squalidus","910278988","366985705","NA","910279370","NA"
"1073","Senecio_viscosus","Senecio_viscosus","Senecio_viscosus","scientific name",85882,"Senecio_viscosus","7636216","124001966","NA","23323481","NA"
"1074","Serratula_tinctoria","Serratula_tinctoria","Serratula_tinctoria","scientific name",65004,"Serratula_tinctoria","17932613","NA","379036458","379038898","NA"
"1075","Sesleria_caerulea","Sesleria_caerulea","Sesleria_caerulea","scientific name",58931,"Sesleria_caerulea","146772328","119553741","144583555","110916045","110915697"
"1076","Setaria_viridis","Setaria_viridis","Setaria_viridis","scientific name",4556,"Setaria_viridis_subsp__pachystachys","341872756","NA","NA","NA","NA"
"1077","Setaria_viridis","Setaria_viridis","Setaria_viridis","scientific name",4556,"Setaria_viridis","NA","376373227","452029901","831441798","NA"
"1078","Sibbaldia_procumbens","Sibbaldia_procumbens","Sibbaldia_procumbens","scientific name",57947,"Sibbaldia_procumbens","158515056","27529059","459996005","459930756","NA"
"1079","Silaum_silaus","Silaum_silaus","Silaum_silaus","scientific name",460609,"Silaum_silaus","155970339","NA","379037488","379038904","NA"
"1080","Silene_acaulis","Silene_acaulis","Silene_acaulis","scientific name",39862,"Silene_acaulis","22656310","239837528","379033973","156125845","NA"
"1081","Silene_armeria","Silene_armeria","Silene_armeria","scientific name",39866,"Silene_armeria","1403630","NA","255755671","NA","NA"
"1082","Silene_baccifera","Silene_baccifera","Cucubalus_baccifer","synonym",54818,"Silene_baccifera","343406952","NA","817991862","351588581","NA"
"1083","Silene_dioica","Silene_dioica","Silene_dioica","scientific name",39879,"Silene_dioica","703623985","157411861","379036544","533052479","NA"
"1084","Silene_flos-cuculi","Silene_flos_cuculi","Silene_flos_cuculi","scientific name",42036,"Silene_flos-cuculi","703623993","312182247","379036868","379041908","NA"
"1085","Silene_flos-jovis","Silene_flos_jovis","Silene_flos_jovis","scientific name",39858,"Silene_flos-jovis","62870744","NA","NA","62870826","NA"
"1086","Silene_italica","Silene_italica","Silene_italica","scientific name",42037,"Silene_italica","62870741","71841818","NA","62870824","NA"
"1087","Silene_latifolia","Silene_latifolia","Silene_latifolia","scientific name",37657,"Silene_latifolia","211954097","NA","NA","62149314","NA"
"1088","Silene_latifolia","Silene_latifolia","Silene_latifolia","scientific name",37657,"Silene_latifolia_subsp__alba","NA","703624002","67079059","NA","NA"
"1089","Silene_nutans","Silene_nutans","Silene_nutans","scientific name",42038,"Silene_nutans","NA","71841832","NA","33332544","8517660"
"1090","Silene_nutans","Silene_nutans","Silene_nutans","scientific name",42038,"Silene_nutans_var__brachypoda","70913014","NA","NA","NA","NA"
"1091","Silene_nutans","Silene_nutans","Silene_nutans","scientific name",42038,"Silene_nutans_subsp__nutans","NA","NA","404244127","NA","NA"
"1092","Silene_otites","Silene_otites","Silene_otites","scientific name",42039,"Silene_otites","117935859","667668356","733451972","533052485","NA"
"1093","Silene_saxifraga","Silene_saxifraga","Silene_saxifraga","scientific name",39912,"Silene_saxifraga","117935860","NA","NA","533052489","NA"
"1094","Silene_vulgaris","Silene_vulgaris","Silene_vulgaris","scientific name",42043,"Silene_vulgaris_subsp__angustifolia","NA","313720600","NA","NA","NA"
"1095","Silene_vulgaris","Silene_vulgaris","Silene_vulgaris","scientific name",42043,"Silene_vulgaris_subsp__vulgaris","NA","NA","404244133","NA","NA"
"1096","Silene_vulgaris","Silene_vulgaris","Silene_vulgaris","scientific name",42043,"Silene_vulgaris","703623996","NA","NA","156125865","NA"
"1097","Sinapis_alba","Sinapis_alba","Sinapis_alba","scientific name",3728,"Sinapis_alba","223036842","21616614","340510945","886848659","NA"
"1098","Sinapis_arvensis","Sinapis_arvensis","Sinapis_arvensis","scientific name",29728,"Sinapis_arvensis","82791944","58760687","379037510","379041170","NA"
"1099","Sisymbrium_austriacum","Sisymbrium_austriacum","Sisymbrium_austriacum","scientific name",203569,"Sisymbrium_austriacum","22266821","NA","NA","NA","NA"
"1100","Solanum_dulcamara","Solanum_dulcamara","Solanum_dulcamara","scientific name",45834,"Solanum_dulcamara","7533162","298362987","817992352","242801112","NA"
"1101","Soldanella_alpina","Soldanella_alpina","Soldanella_alpina","scientific name",66308,"Soldanella_alpina","NA","12054816","557836561","87197594","NA"
"1102","Solidago_gigantea","Solidago_gigantea","Solidago_gigantea","scientific name",330183,"Solidago_gigantea","326417521","326417376","313664506","315140851","NA"
"1103","Solidago_virgaurea","Solidago_virgaurea","Solidago_virgaurea","scientific name",462879,"Solidago_virgaurea","157410893","312182282","379036404","379041566","NA"
"1104","Sonchus_arvensis","Sonchus_arvensis","Sonchus_arvensis","scientific name",50192,"Sonchus_arvensis","61620674","NA","379036402","109657594","NA"
"1105","Sonchus_oleraceus","Sonchus_oleraceus","Sonchus_oleraceus","scientific name",50207,"Sonchus_oleraceus","910278976","574453800","817992358","111379053","NA"
"1106","Sorbus_aria","Sorbus_aria","Sorbus_aria","scientific name",186520,"Sorbus_aria_var__salicifolia","269101257","NA","NA","NA","NA"
"1107","Sorbus_aria","Sorbus_aria","Sorbus_aria","scientific name",186520,"Sorbus_aria","NA","555685544","379034671","379040298","NA"
"1108","Sorbus_aucuparia","Sorbus_aucuparia","Sorbus_aucuparia","scientific name",36599,"Sorbus_aucuparia","262654251","15991352","379037332","379042232","NA"
"1109","Sorbus_chamaemespilus","Sorbus_chamaemespilus","Sorbus_chamaemespilus","scientific name",1000427,"Sorbus_chamaemespilus","555685600","555685558","NA","NA","NA"
"1110","Sparganium_angustifolium","Sparganium_angustifolium","Sparganium_angustifolium","scientific name",669838,"Sparganium_angustifolium","551699663","551699694","379037088","379040216","NA"
"1111","Sparganium_emersum","Sparganium_emersum","Sparganium_emersum","scientific name",361423,"Sparganium_emersum","551699684","343424219","313664512","315140861","NA"
"1112","Sparganium_erectum","Sparganium_erectum","Sparganium_erectum","scientific name",767568,"Sparganium_erectum","NA","343424216","379036310","386430658","NA"
"1113","Stachys_recta","Stachys_recta","Stachys_recta","scientific name",53174,"Stachys_recta_subsp__recta","NA","NA","NA","357241487","NA"
"1114","Stachys_recta","Stachys_recta","Stachys_recta","scientific name",53174,"Stachys_recta","537368688","280984886","3355849","NA","NA"
"1115","Stachys_sylvatica","Stachys_sylvatica","Stachys_sylvatica","scientific name",53175,"Stachys_sylvatica","537368701","21070162","3355851","242801084","NA"
"1116","Staehelina_dubia","Staehelina_dubia","Staehelina_dubia","scientific name",313545,"Staehelina_dubia","60614844","60202445","500049866","59894663","NA"
"1117","Stellaria_alsine","Stellaria_alsine","Stellaria_alsine","scientific name",254021,"Stellaria_alsine","374350765","209448188","379036886","340512855","NA"
"1118","Stellaria_graminea","Stellaria_graminea","Stellaria_graminea","scientific name",271541,"Stellaria_graminea","374350720","374351377","817992376","374350987","NA"
"1119","Stellaria_holostea","Stellaria_holostea","Stellaria_holostea","scientific name",581250,"Stellaria_holostea","451768455","374351354","379036008","374350947","NA"
"1120","Stellaria_media","Stellaria_media","Stellaria_media","scientific name",13274,"Stellaria_media","NA","NA","310549","374350950","14718231"
"1121","Stellaria_nemorum","Stellaria_nemorum","Stellaria_nemorum","scientific name",325516,"Stellaria_nemorum","62870729","260080479","379036876","62870796","NA"
"1122","Stipa_capillata","Stipa_capillata","Stipa_capillata","scientific name",665498,"Stipa_capillata","358423334","358423378","NA","358423482","NA"
"1123","Stipa_pennata","Stipa_pennata","Stipa_pennata","scientific name",399722,"Stipa_pennata_subsp__eriocaulis","323280691","323280531","NA","133917497","NA"
"1124","Streptopus_amplexifolius","Streptopus_amplexifolius","Streptopus_amplexifolius","scientific name",134860,"Streptopus_amplexifolius","NA","22797646","20809150","399572077","NA"
"1125","Succisa_pratensis","Succisa_pratensis","Succisa_pratensis","scientific name",105906,"Succisa_pratensis","594615199","34485882","379033963","379041916","NA"
"1126","Swertia_perennis","Swertia_perennis","Swertia_perennis","scientific name",39379,"Swertia_perennis","NA","633257944","NA","4456842","NA"
"1127","Symphyotrichum_novi-belgii","Symphyotrichum_novi_belgii","Symphyotrichum_novi_belgii","scientific name",199233,"Symphyotrichum_novi-belgii","209165157","390431505","733452018","NA","NA"
"1128","Symphytum_officinale","Symphytum_officinale","Symphytum_officinale","scientific name",278672,"Symphytum_officinale","NA","376373231","379037182","379042138","NA"
"1129","Symphytum_tuberosum","Symphytum_tuberosum","Symphytum_tuberosum","scientific name",256504,"Symphytum_tuberosum","601105945","601106034","544196857","601101289","NA"
"1130","Tanacetum_corymbosum","Tanacetum_corymbosum","Tanacetum_corymbosum","scientific name",127994,"Tanacetum_corymbosum","11558509","667668303","667668126","667667952","NA"
"1131","Taraxacum_alpinum","Taraxacum_alpinum","Taraxacum_alpinum","scientific name",268103,"Taraxacum_alpinum","NA","NA","557836280","54021440","NA"
"1132","Taraxacum_erythrospermum","Taraxacum_erythrospermum","Taraxacum_erythrospermum","scientific name",268104,"Taraxacum_erythrospermum","672942289","528898166","NA","54021438","NA"
"1133","Taraxacum_officinale","Taraxacum_officinale","Taraxacum_officinale","scientific name",50225,"Taraxacum_officinale","910278951","19032329","424949786","242800835","NA"
"1134","Taxus_baccata","Taxus_baccata","Taxus_baccata","scientific name",25629,"Taxus_baccata","NA","151301950","21360797","403239873","8517665"
"1135","Telephium_imperati","Telephium_imperati","Telephium_imperati","scientific name",645216,"Telephium_imperati","374350782","374351432","323461161","323461126","NA"
"1136","Teucrium_chamaedrys","Teucrium_chamaedrys","Teucrium_chamaedrys","scientific name",53176,"Teucrium_chamaedrys","395484407","395863784","3355853","607345168","NA"
"1137","Teucrium_scordium","Teucrium_scordium","Teucrium_scordium","scientific name",1132410,"Teucrium_scordium","395484462","395863840","379036022","379040048","NA"
"1138","Teucrium_scorodonia","Teucrium_scorodonia","Teucrium_scorodonia","scientific name",53178,"Teucrium_scorodonia_subsp__baeticum","395484454","NA","NA","NA","NA"
"1139","Teucrium_scorodonia","Teucrium_scorodonia","Teucrium_scorodonia","scientific name",53178,"Teucrium_scorodonia","NA","395863841","3355859","379042242","NA"
"1140","Thalictrum_aquilegiifolium","Thalictrum_aquilegiifolium","Thalictrum_aquilegiifolium","scientific name",619227,"Thalictrum_aquilegiifolium","440546857","440553296","817992400","NA","NA"
"1141","Thalictrum_foetidum","Thalictrum_foetidum","Thalictrum_foetidum","scientific name",1084670,"Thalictrum_foetidum","507144485","440553319","440356813","NA","NA"
"1142","Thalictrum_minus","Thalictrum_minus","Thalictrum_minus","scientific name",476039,"Thalictrum_minus","NA","NA","NA","379040862","158602292"
"1143","Thalictrum_minus","Thalictrum_minus","Thalictrum_minus","scientific name",476039,"Thalictrum_minus_var__hypoleucum","440546896","429888449","440356839","NA","NA"
"1144","Thalictrum_simplex","Thalictrum_simplex","Thalictrum_simplex","scientific name",495765,"Thalictrum_simplex","NA","NA","241992474","NA","NA"
"1145","Thalictrum_simplex","Thalictrum_simplex","Thalictrum_simplex","scientific name",495765,"Thalictrum_simplex_var__brevipes","440546928","440553360","NA","NA","NA"
"1146","Thesium_alpinum","Thesium_alpinum","Thesium_alpinum","scientific name",705353,"Thesium_alpinum","289064383","294459088","557836366","NA","NA"
"1147","Thesium_humifusum","Thesium_humifusum","Thesium_humifusum","scientific name",705376,"Thesium_humifusum","289064386","294459093","379034127","379039910","NA"
"1148","Thinopyrum_intermedium","Thinopyrum_intermedium","Elytrigia_intermedia","synonym",85679,"Thinopyrum_intermedium","343198361","114803729","568404598","545693705","NA"
"1149","Thlaspi_arvense","Thlaspi_arvense","Thlaspi_arvense","scientific name",13288,"Thlaspi_arvense","646281389","27461496","817992404","12002394","NA"
"1150","Thlaspi_perfoliatum","Thlaspi_perfoliatum","Microthlaspi_perfoliatum","synonym",126278,"Thlaspi_perfoliatum","525672662","37195442","NA","12002398","NA"
"1151","Thymus_praecox","Thymus_praecox","Thymus_praecox","scientific name",347388,"Thymus_praecox_subsp__polytrichus","NA","NA","817992406","507104859","NA"
"1152","Thymus_pulegioides","Thymus_pulegioides","Thymus_pulegioides","scientific name",751873,"Thymus_pulegioides","385720804","295000093","379034579","295000391","NA"
