"Species,C,254","TAXREF,N,10,0","NUMCBNA,N,10,0","G_SP_SUBSP,C,150","Valid_LIB,C,150"
Linaria_alpina,106144,0,Linaria alpina,Linaria_alpina
Linaria_angustissima,106148,0,Linaria angustissima,Linaria_angustissima
Linaria_repens,106213,0,Linaria repens,Linaria_repens
Linaria_simplex,106220,0,Linaria simplex,Linaria_simplex
Linum_alpinum,106275,0,Linum alpinum,Linum_alpinum
Linum_catharticum,106288,0,Linum catharticum,Linum_catharticum
Linum_suffruticosum,106344,0,Linum suffruticosum,Linum_suffruticosum
Linum_tenuifolium,137388,0,Linum tenuifolium,Linum_usitatissimum_subsp._angustifolium
Listera_nidus_avis,0,0,Listera nidus avis,
Listera_ovata,109507,0,Listera ovata,Neottia_ovata
Lithospermum_officinale,106396,0,Lithospermum officinale,Lithospermum_officinale
Lloydia_serotina,99202,0,Lloydia serotina,Gagea_serotina
Lolium_perenne,106499,0,Lolium perenne,Lolium_perenne
Lomelosia_graminifolia,106534,0,Lomelosia graminifolia,Lomelosia_graminifolia
Lonicera_caerulea,106555,0,Lonicera caerulea,Lonicera_caerulea
Lonicera_etrusca,106565,0,Lonicera etrusca,Lonicera_etrusca
Lonicera_nigra,106574,0,Lonicera nigra,Lonicera_nigra
Lonicera_webbiana,0,0,Lonicera webbiana,
Lonicera_xylosteum,106595,0,Lonicera xylosteum,Lonicera_xylosteum
Loroglossum_anthropophorum,110801,0,Loroglossum anthropophorum,Orchis_anthropophora
Lotus_alpinus,137438,0,Lotus alpinus,Lotus_corniculatus_subsp._alpinus
Lotus_corniculatus,106653,0,Lotus corniculatus,Lotus_corniculatus
Lotus_delortii,137441,0,Lotus delortii,Lotus_corniculatus_subsp._delortii
Lunaria_annua,106754,0,Lunaria annua,Lunaria_annua
Lunaria_rediviva,106761,0,Lunaria rediviva,Lunaria_rediviva
Luzula_alpinopilosa,106813,0,Luzula alpinopilosa,Luzula_alpinopilosa
Luzula_campestris,106818,0,Luzula campestris,Luzula_campestris
Luzula_lutea,106838,0,Luzula lutea,Luzula_lutea
Luzula_luzulina,106839,0,Luzula luzulina,Luzula_luzulina
Luzula_maxima,106863,0,Luzula maxima,Luzula_sylvatica
Luzula_multiflora,106842,0,Luzula multiflora,Luzula_multiflora
Luzula_nivea,106846,0,Luzula nivea,Luzula_nivea
Luzula_nutans,106853,0,Luzula nutans,Luzula_pediformis
Luzula_spicata,106859,0,Luzula spicata,Luzula_spicata
Luzula_sudetica,106861,0,Luzula sudetica,Luzula_sudetica
Luzula_sylvatica,106863,0,Luzula sylvatica,Luzula_sylvatica
Lycopus_europaeus,107038,0,Lycopus europaeus,Lycopus_europaeus
Lysimachia_arvensis,610909,0,Lysimachia arvensis,Lysimachia_arvensis
Lysimachia_vulgaris,107090,0,Lysimachia vulgaris,Lysimachia_vulgaris
Lythrum_salicaria,107117,0,Lythrum salicaria,Lythrum_salicaria
Macrosyringion_glutinosum,107132,0,Macrosyringion glutinosum,Macrosyringion_glutinosum
Maianthemum_bifolium,107158,0,Maianthemum bifolium,Maianthemum_bifolium
Malus_domestica,107207,0,Malus domestica,Malus_domestica
Malus_sylvestris,107217,0,Malus sylvestris,Malus_sylvestris
Malva_alcea,107224,0,Malva alcea,Malva_alcea
Malva_moschata,107282,0,Malva moschata,Malva_moschata
Matricaria_matricarioides,107446,0,Matricaria matricarioides,Matricaria_discoidea
Medicago_lupulina,107649,0,Medicago lupulina,Medicago_lupulina
Medicago_minima,107658,0,Medicago minima,Medicago_minima
Medicago_sativa,107711,0,Medicago sativa,Medicago_sativa
Melampyrum,194542,0,Melampyrum,Melampyrum
Melampyrum_sylvaticum,107800,0,Melampyrum sylvaticum,Melampyrum_sylvaticum
Melica_ciliata,107851,0,Melica ciliata,Melica_ciliata
Melica_nutans,107871,0,Melica nutans,Melica_nutans
Melica_uniflora,107880,0,Melica uniflora,Melica_uniflora
Melilotus_albus,107886,0,Melilotus albus,Melilotus_albus
Melilotus_officinalis,788839,0,Melilotus officinalis,Trigonella_officinalis
Melittis_melissophyllum,108003,0,Melittis melissophyllum,Melittis_melissophyllum
Mentha_aquatica,108027,0,Mentha aquatica,Mentha_aquatica
Mentha_arvensis,108029,0,Mentha arvensis,Mentha_arvensis
Mentha_longifolia,108103,0,Mentha longifolia,Mentha_longifolia
Merendera_verna,92132,0,Merendera verna,Colchicum_bulbocodium
Meum_athamanticum,108454,0,Meum athamanticum,Meum_athamanticum
Micranthes_stellaris,717310,0,Micranthes stellaris,Micranthes_stellaris
Microthlaspi_perfoliatum,108522,0,Microthlaspi perfoliatum,Microthlaspi_perfoliatum
Milium_effusum,108537,0,Milium effusum,Milium_effusum
Minuartia_laricifolia,108602,0,Minuartia laricifolia,Minuartia_laricifolia
Minuartia_oreina,0,0,Minuartia oreina,
Minuartia_rostrata,108613,0,Minuartia rostrata,Minuartia_rostrata
Minuartia_rupestris,108615,0,Minuartia rupestris,Minuartia_rupestris
Minuartia_sedoides,108616,0,Minuartia sedoides,Minuartia_sedoides
Minuartia_verna,108621,0,Minuartia verna,Minuartia_verna
Minuartia_villarii,108622,0,Minuartia villarii,Minuartia_villarii
Moehringia_muscosa,119780,0,Moehringia muscosa,Sagina_apetala
Moehringia_trinervia,108698,0,Moehringia trinervia,Moehringia_trinervia
Molinia_caerulea,108718,0,Molinia caerulea,Molinia_caerulea
Moneses_uniflora,108755,0,Moneses uniflora,Moneses_uniflora
Monotropa_hypopitys,108770,0,Monotropa hypopitys,Monotropa_hypopitys
Murbeckiella_pinnatifida,108863,0,Murbeckiella pinnatifida,Murbeckiella_pinnatifida
Muscari_comosum,108874,0,Muscari comosum,Muscari_comosum
Muscari_neglectum,108898,0,Muscari neglectum,Muscari_neglectum
Mutellina_adonidifolia,610917,0,Mutellina adonidifolia,Mutellina_adonidifolia
Myosotis_alpestris,109104,0,Myosotis alpestris,Myosotis_sylvatica
Myosotis_arvensis,108996,0,Myosotis arvensis,Myosotis_arvensis
Myosotis_corsicana,109013,0,Myosotis corsicana,Myosotis_corsicana
Myosotis_decumbens,109015,0,Myosotis decumbens,Myosotis_decumbens
Myosotis,195001,0,Myosotis,Myosotis
Myosotis_ramosissima,109084,0,Myosotis ramosissima,Myosotis_ramosissima
Myosotis_stricta,109102,0,Myosotis stricta,Myosotis_stricta
Myricaria_germanica,109135,0,Myricaria germanica,Myricaria_germanica
Narcissus_poeticus,109291,0,Narcissus poeticus,Narcissus_poeticus
Nardus_stricta,109366,0,Nardus stricta,Nardus_stricta
Nasturtium_officinale,109422,0,Nasturtium officinale,Nasturtium_officinale
Neotinea_ustulata,109501,0,Neotinea ustulata,Neotinea_ustulata
Nepeta_nuda,109534,0,Nepeta nuda,Nepeta_nuda
Noccaea_caerulescens,109671,0,Noccaea caerulescens,Noccaea_caerulescens
Noccaea_rotundifolia,109680,0,Noccaea rotundifolia,Noccaea_rotundifolia
Odontites,195360,0,Odontites,Odontites
Omalotheca,192858,0,Omalotheca,Gnaphalium
Onobrychis_saxatilis,110129,0,Onobrychis saxatilis,Onobrychis_saxatilis
Onobrychis_viciifolia,110139,0,Onobrychis viciifolia,Onobrychis_viciifolia
Ononis_arvensis,110165,0,Ononis arvensis,Ononis_arvensis
Ononis_cristata,110181,0,Ononis cristata,Ononis_cristata
Ononis_fruticosa,110190,0,Ononis fruticosa,Ononis_fruticosa
Ononis_natrix,110211,0,Ononis natrix,Ononis_natrix
Ononis_pusilla,110221,0,Ononis pusilla,Ononis_pusilla
Ononis_rotundifolia,110230,0,Ononis rotundifolia,Ononis_rotundifolia
Ophioglossum_vulgatum,110313,0,Ophioglossum vulgatum,Ophioglossum_vulgatum
Ophrys_fuciflora,110392,0,Ophrys fuciflora,Ophrys_fuciflora
Ophrys_insectifera,110410,0,Ophrys insectifera,Ophrys_insectifera
Ophrys_sphegodes,110335,0,Ophrys sphegodes,Ophrys_apifera
Orchis_mascula,110914,0,Orchis mascula,Orchis_mascula
Orchis_militaris,110920,0,Orchis militaris,Orchis_militaris
Orchis_purpurea,110966,0,Orchis purpurea,Orchis_purpurea
Orchites_globosa,127117,0,Orchites globosa,Traunsteinera_globosa
Oreoselinum_nigrum,111250,0,Oreoselinum nigrum,Oreoselinum_nigrum
Origanum_vulgare,111289,0,Origanum vulgare,Origanum_vulgare
Orlaya_grandiflora,111297,0,Orlaya grandiflora,Orlaya_grandiflora
Ornithogalum_umbellatum,111391,0,Ornithogalum umbellatum,Ornithogalum_umbellatum
Orobanche_caryophyllacea,111494,0,Orobanche caryophyllacea,Orobanche_caryophyllacea
Orobanche_laserpitii,0,0,Orobanche laserpitii,
Orobanche_major,111532,0,Orobanche major,Orobanche_elatior
Orobanche,195540,0,Orobanche,Orobanche
Orobanche_purpurea,113099,0,Orobanche purpurea,Phelipanche_purpurea
Orobanche_teucrii,111686,0,Orobanche teucrii,Orobanche_teucrii
Orthantha_lutea,109838,0,Orthantha lutea,Odontites_luteus
Orthilia_secunda,111771,0,Orthilia secunda,Orthilia_secunda
Oxalis_acetosella,111859,0,Oxalis acetosella,Oxalis_acetosella
Oxalis_fontana,111886,0,Oxalis fontana,Oxalis_fontana
Oxyria_digyna,111960,0,Oxyria digyna,Oxyria_digyna
Oxytropis_campestris,111974,0,Oxytropis campestris,Oxytropis_campestris
Oxytropis_fetida,111976,0,Oxytropis fetida,Oxytropis_fetida
Oxytropis_helvetica,111981,0,Oxytropis helvetica,Oxytropis_helvetica
Oxytropis_jacquini,111986,0,Oxytropis jacquini,Oxytropis_jacquinii
Oxytropis_lapponica,111987,0,Oxytropis lapponica,Oxytropis_lapponica
Oxytropis,195631,0,Oxytropis,Oxytropis
Oxytropis_pilosa,111996,0,Oxytropis pilosa,Oxytropis_pilosa
Pachypleurum,195660,0,Pachypleurum,Pachypleurum
Padus_avium,116109,0,Padus avium,Prunus_padus
Paeonia_officinalis,112042,0,Paeonia officinalis,Paeonia_officinalis
Papaver_alpinum,112276,0,Papaver alpinum,Papaver_alpinum
Papaver_aurantiacum,718744,0,Papaver aurantiacum,Papaver_alpinum_var._aurantiacum
Papaver_dubium,112303,0,Papaver dubium,Papaver_dubium
Parageum_montanum,100208,0,Parageum montanum,Geum_montanum
Paris_quadrifolia,112421,0,Paris quadrifolia,Paris_quadrifolia
Parnassia_palustris,112426,0,Parnassia palustris,Parnassia_palustris
Paronychia_kapela,112447,0,Paronychia kapela,Paronychia_kapela
Paronychia_polygonifolia,112453,0,Paronychia polygonifolia,Paronychia_polygonifolia
Pastinaca_sativa,112550,0,Pastinaca sativa,Pastinaca_sativa
Patzkea_paniculata,717369,0,Patzkea paniculata,Patzkea_paniculata
Pedicularis_comosa,112574,0,Pedicularis comosa,Pedicularis_comosa
Pedicularis_foliosa,112577,0,Pedicularis foliosa,Pedicularis_foliosa
Pedicularis_gyroflexa,112579,0,Pedicularis gyroflexa,Pedicularis_gyroflexa
Pedicularis_kerneri,112584,0,Pedicularis kerneri,Pedicularis_kerneri
Pedicularis,195895,0,Pedicularis,Pedicularis
Pedicularis_rostratospicata,155066,0,Pedicularis rostratospicata,Pedicularis_rostratospicata_subsp._helvetica
Pedicularis_tuberosa,112602,0,Pedicularis tuberosa,Pedicularis_tuberosa
Pedicularis_verticillata,112604,0,Pedicularis verticillata,Pedicularis_verticillata
Persicaria_amphibia,112727,0,Persicaria amphibia,Persicaria_amphibia
Persicaria_lapathifolia,112741,0,Persicaria lapathifolia,Persicaria_lapathifolia
Persicaria_maculosa,112745,0,Persicaria maculosa,Persicaria_maculosa
Persicaria_mitis,112747,0,Persicaria mitis,Persicaria_mitis
Petasites_albus,112778,0,Petasites albus,Petasites_albus
Petasites_hybridus,112783,0,Petasites hybridus,Petasites_hybridus
Petasites_paradoxus,112788,0,Petasites paradoxus,Petasites_paradoxus
Petrorhagia_prolifera,112808,0,Petrorhagia prolifera,Petrorhagia_prolifera
Petrorhagia_saxifraga,112809,0,Petrorhagia saxifraga,Petrorhagia_saxifraga
Phaca_hypoglottis,0,0,Phaca hypoglottis,
Phegopteris_connectilis,113079,0,Phegopteris connectilis,Phegopteris_connectilis
Phleum_alpinum,113175,0,Phleum alpinum,Phleum_alpinum
Phleum_phleoides,113219,0,Phleum phleoides,Phleum_phleoides
Phleum_pratense,113221,0,Phleum pratense,Phleum_pratense
Phragmites_australis,113260,0,Phragmites australis,Phragmites_australis
Phyteuma_michelii,113386,0,Phyteuma michelii,Phyteuma_michelii
Phyteuma_ovatum,113392,0,Phyteuma ovatum,Phyteuma_ovatum
Phyteuma_scheuchzeri,113402,0,Phyteuma scheuchzeri,Phyteuma_scheuchzeri
Phyteuma_scorzonerifolium,113403,0,Phyteuma scorzonerifolium,Phyteuma_scorzonerifolium
Phyteuma_spicatum,113407,0,Phyteuma spicatum,Phyteuma_spicatum
Picea_abies,113432,0,Picea abies,Picea_abies
Picris_hieracioides,113474,0,Picris hieracioides,Picris_hieracioides
Pilosella_peleteriana,113527,0,Pilosella peleteriana,Pilosella_peleteriana
Pimpinella_major,113579,0,Pimpinella major,Pimpinella_major
Pimpinella_saxifraga,113596,0,Pimpinella saxifraga,Pimpinella_saxifraga
Pinguicula_alpina,113609,0,Pinguicula alpina,Pinguicula_alpina
Pinguicula_vulgaris,113639,0,Pinguicula vulgaris,Pinguicula_vulgaris
Pinus_mugo,113682,0,Pinus mugo,Pinus_mugo
Pinus_nigra,113683,0,Pinus nigra,Pinus_nigra
Pinus_sylvestris,113703,0,Pinus sylvestris,Pinus_sylvestris
Pisum_heterophyllum,105199,0,Pisum heterophyllum,Lathyrus_heterophyllus
Plantago_atrata,113815,0,Plantago atrata,Plantago_atrata
Plantago_holosteum,113874,0,Plantago holosteum,Plantago_holosteum
Plantago_lanceolata,113893,0,Plantago lanceolata,Plantago_lanceolata
Plantago_major,113904,0,Plantago major,Plantago_major
Plantago_maritima,113905,0,Plantago maritima,Plantago_maritima
Plantago_media,113906,0,Plantago media,Plantago_media
Plantago_neumannii,0,0,Plantago neumannii,
Plantago_sempervirens,113957,0,Plantago sempervirens,Plantago_sempervirens
Platanthera_chlorantha,114012,0,Platanthera chlorantha,Platanthera_chlorantha
Pleisolirion_liliastrum,112391,0,Pleisolirion liliastrum,Paradisea_liliastrum
Pleurospermum_austriacum,114062,0,Pleurospermum austriacum,Pleurospermum_austriacum
Poa_alpina,114136,0,Poa alpina,Poa_bulbosa
Poa_annua,114114,0,Poa annua,Poa_annua
Poa_badensis,114124,0,Poa badensis,Poa_badensis
Poa_bulbosa,114136,0,Poa bulbosa,Poa_bulbosa
Poa_cenisia,114151,0,Poa cenisia,Poa_cenisia
Poa_chaixii,114153,0,Poa chaixii,Poa_chaixii
Poa_glauca,149728,0,Poa glauca,Poa_nemoralis_var._glauca
Poa_laxa,114262,0,Poa laxa,Poa_laxa
Poa_nemoralis,114297,0,Poa nemoralis,Poa_nemoralis
Poa_perconcinna,114321,0,Poa perconcinna,Poa_perconcinna
Poa_pratensis,114332,0,Poa pratensis,Poa_pratensis
Poa_supina,114398,0,Poa supina,Poa_supina
Poa_trivialis,114416,0,Poa trivialis,Poa_trivialis
Polichia_galeobdolon,104876,0,Polichia galeobdolon,Lamium_galeobdolon
Polycnemum_majus,114520,0,Polycnemum majus,Polycnemum_majus
Polygala_alpestris,114522,0,Polygala alpestris,Polygala_alpestris
Polygala_alpina,114523,0,Polygala alpina,Polygala_alpina
Polygala_amarella,114526,0,Polygala amarella,Polygala_amarella
Polygala_calcarea,114539,0,Polygala calcarea,Polygala_calcarea
Polygala_chamaebuxus,114542,0,Polygala chamaebuxus,Polygala_chamaebuxus
Polygala_comosa,114545,0,Polygala comosa,Polygala_comosa
Polygala_vulgaris,114595,0,Polygala vulgaris,Polygala_vulgaris
Polygonatum_odoratum,114612,0,Polygonatum odoratum,Polygonatum_odoratum
Polygonatum_verticillatum,114616,0,Polygonatum verticillatum,Polygonatum_verticillatum
Polygonum_alpinum,717718,0,Polygonum alpinum,Aconogonum_alpinum
Polygonum_aviculare,114658,0,Polygonum aviculare,Polygonum_aviculare
Polygonum_viviparum,86082,0,Polygonum viviparum,Bistorta_vivipara
Polypodium_interjectum,114972,0,Polypodium interjectum,Polypodium_interjectum
Polypodium_vulgare,115016,0,Polypodium vulgare,Polypodium_vulgare
Polystichum_aculeatum,115076,0,Polystichum aculeatum,Polystichum_setiferum
Polystichum_lonchitis,115061,0,Polystichum lonchitis,Polystichum_lonchitis
Populus_alba,115110,0,Populus alba,Populus_alba
Populus_nigra,115145,0,Populus nigra,Populus_nigra
Populus_tremula,115156,0,Populus tremula,Populus_tremula
Porrum_sphaerocephaluon,0,0,Porrum sphaerocephaluon,
Potamogeton_alpinus,115228,0,Potamogeton alpinus,Potamogeton_alpinus
Potentilla_argentea,115407,0,Potentilla argentea,Potentilla_argentea
Potentilla_aurea,115414,0,Potentilla aurea,Potentilla_aurea
Potentilla_caulescens,115431,0,Potentilla caulescens,Potentilla_caulescens
Potentilla_chrysantha,115678,0,Potentilla chrysantha,Potentilla_thuringiaca
Potentilla_cinerea,115437,0,Potentilla cinerea,Potentilla_cinerea
Potentilla_crantzii,115449,0,Potentilla crantzii,Potentilla_crantzii
Potentilla_erecta,115470,0,Potentilla erecta,Potentilla_erecta
Potentilla_frigida,115486,0,Potentilla frigida,Potentilla_frigida
Potentilla_grandiflora,115498,0,Potentilla grandiflora,Potentilla_grandiflora
Potentilla_hirta,115515,0,Potentilla hirta,Potentilla_hirta
Potentilla_inclinata,115526,0,Potentilla inclinata,Potentilla_inclinata
Potentilla,196618,0,Potentilla,Potentilla
Potentilla_neumanniana,115694,0,Potentilla neumanniana,Potentilla_verna
Potentilla_nivalis,115573,0,Potentilla nivalis,Potentilla_nivalis
Potentilla_reptans,115624,0,Potentilla reptans,Potentilla_reptans
Potentilla_rupestris,95462,0,Potentilla rupestris,Drymocallis_rupestris
Prenanthes_purpurea,115813,0,Prenanthes purpurea,Prenanthes_purpurea
Primula_elatior,115865,0,Primula elatior,Primula_elatior
Primula_farinosa,139366,0,Primula farinosa,Primula_farinosa_subsp._alpigena
Primula_hirsuta,115875,0,Primula hirsuta,Primula_hirsuta
Primula_latifolia,115888,0,Primula latifolia,Primula_latifolia
Primula_pedemontana,115903,0,Primula pedemontana,Primula_pedemontana
Primula_veris,115918,0,Primula veris,Primula_veris
Primula_vulgaris,115925,0,Primula vulgaris,Primula_vulgaris
Prunella_grandiflora,115993,0,Prunella grandiflora,Prunella_grandiflora
Prunella_laciniata,115998,0,Prunella laciniata,Prunella_laciniata
Prunella_vulgaris,116012,0,Prunella vulgaris,Prunella_vulgaris
Prunus_domestica,116067,0,Prunus domestica,Prunus_domestica
Prunus_mahaleb,116096,0,Prunus mahaleb,Prunus_mahaleb
Prunus_spinosa,116142,0,Prunus spinosa,Prunus_spinosa
Pseudorchis_albida,116206,0,Pseudorchis albida,Pseudorchis_albida
Pseudoturritis_turrita,717438,0,Pseudoturritis turrita,Pseudoturritis_turrita
Ptarmica_macrophylla,79905,0,Ptarmica macrophylla,Achillea_macrophylla
Ptarmica_nana,79913,0,Ptarmica nana,Achillea_nana
Pteridium_aquilinum,116265,0,Pteridium aquilinum,Pteridium_aquilinum
Pteroselinum_austriacum,116297,0,Pteroselinum austriacum,Pteroselinum_austriacum
Ptychotis_saxifraga,116339,0,Ptychotis saxifraga,Ptychotis_saxifraga
Pulmonaria_angustifolia,116411,0,Pulmonaria angustifolia,Pulmonaria_angustifolia
Pulmonaria_longifolia,116416,0,Pulmonaria longifolia,Pulmonaria_longifolia
Pulmonaria_montana,116419,0,Pulmonaria montana,Pulmonaria_montana
Pulmonaria_saccharata,116426,0,Pulmonaria saccharata,Pulmonaria_saccharata
Pulsatilla_alpina,82596,0,Pulsatilla alpina,Anemone_alpina
Pulsatilla_halleri,82619,0,Pulsatilla halleri,Anemone_halleri
Pulsatilla_montana,82632,0,Pulsatilla montana,Anemone_montana
Pulsatilla_vernalis,82671,0,Pulsatilla vernalis,Anemone_vernalis
Pyrola_chlorantha,116531,0,Pyrola chlorantha,Pyrola_chlorantha
Pyrola_media,116542,0,Pyrola media,Pyrola_media
Pyrola_minor,116543,0,Pyrola minor,Pyrola_minor
Pyrola_rotundifolia,116547,0,Pyrola rotundifolia,Pyrola_rotundifolia
Pyrus_pyraster,139545,0,Pyrus pyraster,Pyrus_communis_subsp._pyraster
Pythius_dulcis,0,0,Pythius dulcis,
Quercus_petraea,116744,0,Quercus petraea,Quercus_petraea
Quercus_pubescens,116754,0,Quercus pubescens,Quercus_pyrenaica
Quercus_robur,116759,0,Quercus robur,Quercus_robur
Ranunculus_aconitifolius,116902,0,Ranunculus aconitifolius,Ranunculus_aconitifolius
Ranunculus_acris,116903,0,Ranunculus acris,Ranunculus_acris
Ranunculus_aduncus,116907,0,Ranunculus aduncus,Ranunculus_aduncus
Ranunculus_arvensis,116932,0,Ranunculus arvensis,Ranunculus_arvensis
Ranunculus_auricomus,116936,0,Ranunculus auricomus,Ranunculus_auricomus
Ranunculus_bulbosus,116952,0,Ranunculus bulbosus,Ranunculus_bulbosus
Ranunculus_glacialis,117043,0,Ranunculus glacialis,Ranunculus_glacialis
Ranunculus_gramineus,117049,0,Ranunculus gramineus,Ranunculus_gramineus
Ranunculus_grenierianus,117054,0,Ranunculus grenierianus,Ranunculus_grenierianus
Ranunculus_kuepferi,117081,0,Ranunculus kuepferi,Ranunculus_kuepferi
Ranunculus_lanuginosus,139608,0,Ranunculus lanuginosus,Ranunculus_acris_subsp._friesianus
Ranunculus_montanus,117125,0,Ranunculus montanus,Ranunculus_montanus
Ranunculus_parnassifolius,117155,0,Ranunculus parnassifolius,Ranunculus_parnassifolius
Ranunculus_platanifolius,117174,0,Ranunculus platanifolius,Ranunculus_platanifolius
Ranunculus_polyanthemos,117177,0,Ranunculus polyanthemos,Ranunculus_polyanthemos
Ranunculus_pyrenaeus,117047,0,Ranunculus pyrenaeus,Ranunculus_gouanii
Ranunculus_repens,117201,0,Ranunculus repens,Ranunculus_repens
Ranunculus_seguieri,117228,0,Ranunculus seguieri,Ranunculus_seguieri
Ranunculus_trichophyllus,117255,0,Ranunculus trichophyllus,Ranunculus_trichophyllus
Ranunculus_tuberosus,117262,0,Ranunculus tuberosus,Ranunculus_tuberosus
Rapunculus_hemisphaericus,113381,0,Rapunculus hemisphaericus,Phyteuma_hemisphaericum
Rapunculus_orbicularis,138764,0,Rapunculus orbicularis,Phyteuma_orbiculare_subsp._orbiculare
Rapunculus_spicatus,113407,0,Rapunculus spicatus,Phyteuma_spicatum
Reseda_lutea,117458,0,Reseda lutea,Reseda_lutea
Reseda_phyteuma,117469,0,Reseda phyteuma,Reseda_phyteuma
Rhamnus_alpina,117528,0,Rhamnus alpina,Rhamnus_alpina
Rhamnus_cathartica,117530,0,Rhamnus cathartica,Rhamnus_cathartica
Rhamnus_pumila,117548,0,Rhamnus pumila,Rhamnus_pumila
Rhamnus_saxatilis,117551,0,Rhamnus saxatilis,Rhamnus_saxatilis
Rhaponticum,197122,0,Rhaponticum,Rhaponticum
Rhinanthus_alectorolophus,117587,0,Rhinanthus alectorolophus,Rhinanthus_alectorolophus
Rhinanthus_glacialis,117601,0,Rhinanthus glacialis,Rhinanthus_glacialis
Rhinanthus_minor,117616,0,Rhinanthus minor,Rhinanthus_minor
Rhinanthus,197131,0,Rhinanthus,Rhinanthus
Rhododendron_ferrugineum,117679,0,Rhododendron ferrugineum,Rhododendron_ferrugineum
Rhynchopera_paniculata,0,0,Rhynchopera paniculata,
Ribes_alpinum,117748,0,Ribes alpinum,Ribes_alpinum
Ribes_carpaticum,117771,0,Ribes carpaticum,Ribes_petraeum
Ribes_uva_crispa,117787,0,Ribes uva crispa,Ribes_uva-crispa
Rorippa_amphibia,117933,0,Rorippa amphibia,Rorippa_amphibia
Rorippa_islandica,117944,0,Rorippa islandica,Rorippa_palustris
Rorippa,197263,0,Rorippa,Rorippa
Rorippa_sylvestris,117951,0,Rorippa sylvestris,Rorippa_sylvestris
Rosa_agrestis,117986,0,Rosa agrestis,Rosa_agrestis
Rosa_caesia,118064,0,Rosa caesia,Rosa_caesia
Rosa_canina,118073,0,Rosa canina,Rosa_canina
Rosa_dumalis,118064,0,Rosa dumalis,Rosa_caesia
Rosa_elliptica,118158,0,Rosa elliptica,Rosa_elliptica
Rosa_ferruginea,118173,0,Rosa ferruginea,Rosa_ferruginea
Rosa_micrantha,118329,0,Rosa micrantha,Rosa_micrantha
Rosa_montana,118343,0,Rosa montana,Rosa_montana
Rosa,197264,0,Rosa,Rosa
Rosa_pendulina,118397,0,Rosa pendulina,Rosa_pendulina
Rosa_rubiginosa,118474,0,Rosa rubiginosa,Rosa_rubiginosa
Rosa_spinosissima,118521,0,Rosa spinosissima,Rosa_spinosissima
Rosa_villosa,118339,0,Rosa villosa,Rosa_mollis
Rubus_caesius,118993,0,Rubus caesius,Rubus_caesius
Rubus_fruticosus,119097,0,Rubus fruticosus,Rubus_fruticosus
Rubus_gremlii,119120,0,Rubus gremlii,Rubus_gremlii
Rubus_idaeus,119149,0,Rubus idaeus,Rubus_idaeus
Rubus_pruinosus,611499,0,Rubus pruinosus,Rubus_pruinosus
Rubus_saxatilis,119318,0,Rubus saxatilis,Rubus_saxatilis
Rubus_tomentosus,119003,0,Rubus tomentosus,Rubus_canescens
Rubus_ulmifolius,119373,0,Rubus ulmifolius,Rubus_ulmifolius
Rumex_acetosa,119418,0,Rumex acetosa,Rumex_acetosa
Rumex_acetosella,119419,0,Rumex acetosella,Rumex_acetosella
Rumex_alpestris,119450,0,Rumex alpestris,Rumex_arifolius
Rumex_alpinus,119435,0,Rumex alpinus,Rumex_alpinus
Rumex_crispus,119473,0,Rumex crispus,Rumex_crispus
Rumex_obtusifolius,119550,0,Rumex obtusifolius,Rumex_obtusifolius
Rumex_scutatus,119587,0,Rumex scutatus,Rumex_scutatus
Ruyschiana_austriaca,0,0,Ruyschiana austriaca,
Sagina_glabra,119798,0,Sagina glabra,Sagina_glabra
Sagina_procumbens,119818,0,Sagina procumbens,Sagina_procumbens
Sagina_saginoides,119827,0,Sagina saginoides,Sagina_saginoides
Salix_alba,119915,0,Salix alba,Salix_alba
Salix_appendiculata,119933,0,Salix appendiculata,Salix_appendiculata
Salix_aurita,119952,0,Salix aurita,Salix_aurita
Salix_breviserrata,119968,0,Salix breviserrata,Salix_breviserrata
Salix_caprea,119977,0,Salix caprea,Salix_caprea
Salix_cinerea,119991,0,Salix cinerea,Salix_cinerea
Salix_daphnoides,120009,0,Salix daphnoides,Salix_daphnoides
Salix_eleagnos,120029,0,Salix eleagnos,Salix_eleagnos
Salix_foetida,120037,0,Salix foetida,Salix_foetida
Salix_glaucosericea,120048,0,Salix glaucosericea,Salix_glaucosericea
Salix_hastata,120052,0,Salix hastata,Salix_hastata
Salix_herbacea,120057,0,Salix herbacea,Salix_herbacea
Salix_laggeri,120085,0,Salix laggeri,Salix_laggeri
Salix_myrsinifolia,120135,0,Salix myrsinifolia,Salix_myrsinifolia
Salix,197334,0,Salix,Salix
Salix_pentandra,120163,0,Salix pentandra,Salix_pentandra
Salix_purpurea,120189,0,Salix purpurea,Salix_purpurea
Salix_repens,120192,0,Salix repens,Salix_repens
Salix_reticulata,120193,0,Salix reticulata,Salix_reticulata
Salix_retusa,120195,0,Salix retusa,Salix_retusa
Salix_serpyllifolia,120219,0,Salix serpyllifolia,Salix_serpyllifolia
Salix_triandra,120246,0,Salix triandra,Salix_triandra
Salvia_nubicola,120643,0,Salvia nubicola,Salvia_glutinosa
Salvia_pratensis,120685,0,Salvia pratensis,Salvia_pratensis
Sambucus_ebulus,120712,0,Sambucus ebulus,Sambucus_ebulus
Sambucus_nigra,120717,0,Sambucus nigra,Sambucus_nigra
