"","pezalps.TNRS$phy$tip.label","rep(1, length(pezalps.TNRS$phy$tip.label))","Valid_LIB.C.150","endemic.TNRS","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"323","Descurainia_tanacetifolia",1,"Descurainia_tanacetifolia","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Dianthus_carthusianorum",1,"Dianthus_carthusianorum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Dianthus_caryophyllus",1,"Dianthus_caryophyllus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Dianthus_deltoides",1,"Dianthus_deltoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Dianthus_hyssopifolius",1,"Dianthus_hyssopifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Dianthus_pavonius",1,"Dianthus_pavonius","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Digitalis_grandiflora",1,"Digitalis_grandiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Digitalis_lutea",1,"Digitalis_lutea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Dioscorea_communis",1,"Dioscorea_communis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Doronicum_grandiflorum",1,"Doronicum_grandiflorum","0",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"333","Doronicum_pardalianches",1,"Doronicum_pardalianches","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Dorycnium_pentaphyllum",1,"Dorycnium_pentaphyllum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Draba_aizoides",1,"Draba_aizoides","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"336","Draba_dubia",1,"Draba_dubia","0",1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"337","Draba_fladnizensis",1,"Draba_fladnizensis","0",1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"338","Draba_siliquosa",1,"Draba_siliquosa","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"339","Draba_verna",1,"Draba_verna","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Dracocephalum_ruyschiana",1,"Dracocephalum_ruyschiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Drosera_rotundifolia",1,"Drosera_rotundifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Dryas_octopetala",1,"Dryas_octopetala","0",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"343","Echinops_ritro",1,"Echinops_ritro","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Echinops_sphaerocephalus",1,"Echinops_sphaerocephalus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Echium_vulgare",1,"Echium_vulgare","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Eleocharis_macrostachya",1,"Eleocharis_palustris_subsp._palustris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Eleocharis_mamillata",1,"Eleocharis_mamillata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Eleocharis_quinqueflora",1,"Eleocharis_quinqueflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Eleocharis_uniglumis",1,"Eleocharis_uniglumis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Elymus_caninus",1,"Elymus_caninus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Elymus_repens",1,"Elytrigia_repens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Elytrigia_intermedia",1,"Elytrigia_intermedia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Empetrum_nigrum",1,"Empetrum_nigrum","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"354","Epilobium_alsinifolium",1,"Epilobium_alsinifolium","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"355","Epilobium_anagallidifolium",1,"Epilobium_anagallidifolium","0",1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"356","Epilobium_angustifolium",1,"Epilobium_angustifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","Epilobium_hirsutum",1,"Epilobium_hirsutum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Epilobium_palustre",1,"Epilobium_palustre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Epilobium_parviflorum",1,"Epilobium_parviflorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Epipactis_atrorubens",1,"Epipactis_atrorubens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Epipactis_helleborine",1,"Epipactis_helleborine","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Epipactis_palustris",1,"Epipactis_palustris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Epipogium_aphyllum",1,"Epipogium_aphyllum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Erigeron_acris",1,"Erigeron_acris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Erigeron_annuus",1,"Erigeron_annuus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Erigeron_uniflorus",1,"Erigeron_uniflorus","0",1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"367","Erinus_alpinus",1,"Erinus_alpinus","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"368","Eriophorum_angustifolium",1,"Eriophorum_angustifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Eriophorum_latifolium",1,"Eriophorum_latifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Eriophorum_scheuchzeri",1,"Eriophorum_scheuchzeri","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"371","Eritrichium_nanum",1,"Eritrichium_nanum","0",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
"372","Erodium_cicutarium",1,"Erodium_cicutarium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Erucastrum_nasturtiifolium",1,"Erucastrum_nasturtiifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Eryngium_alpinum",1,"Eryngium_alpinum","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"375","Eryngium_campestre",1,"Eryngium_campestre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Erysimum_rhaeticum",1,"Erysimum_rhaeticum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Euonymus_europaeus",1,"Euonymus_europaeus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Euonymus_latifolius",1,"Euonymus_latifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Eupatorium_cannabinum",1,"Eupatorium_cannabinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Euphorbia_cyparissias",1,"Euphorbia_cyparissias","0",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"381","Euphorbia_exigua",1,"Euphorbia_exigua","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Euphorbia_helioscopia",1,"Euphorbia_helioscopia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Euphrasia_alpina",1,"Euphrasia_alpina","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"384","Euphrasia_hirtella",1,"Euphrasia_hirtella","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Euphrasia_kerneri",1,"Euphrasia_picta_subsp._kerneri","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","Euphrasia_minima",1,"Euphrasia_minima","0",1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
"387","Euphrasia_pectinata",1,"Euphrasia_pectinata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Euphrasia_salisburgensis",1,"Euphrasia_salisburgensis","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"389","Euphrasia_stricta",1,"Euphrasia_stricta","0",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"390","Fagus_sylvatica",1,"Fagus_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Fallopia_convolvulus",1,"Fallopia_convolvulus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","Fallopia_japonica",1,"Reynoutria_japonica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Festuca_altissima",1,"Drymochloa_sylvatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Festuca_arundinacea",1,"Schedonorus_arundinaceus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Festuca_gigantea",1,"Schedonorus_giganteus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Festuca_halleri",1,"Festuca_halleri","1",1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
"397","Festuca_heterophylla",1,"Festuca_heterophylla","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Festuca_laevigata",1,"Festuca_laevigata_subsp._laevigata","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"399","Festuca_melanopsis",1,"Festuca_melanopsis","1",1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"400","Festuca_ovina",1,"Festuca_ovina","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"401","Festuca_pratensis",1,"Schedonorus_pratensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Festuca_rubra",1,"Festuca_rubra","0",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"403","Festuca_valesiaca",1,"Festuca_valesiaca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Filago_arvensis",1,"Filago_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Filipendula_ulmaria",1,"Filipendula_ulmaria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Filipendula_vulgaris",1,"Filipendula_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Fourraea_alpina",1,"Fourraea_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Fragaria_vesca",1,"Fragaria_vesca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Fraxinus_excelsior",1,"Fraxinus_excelsior","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Fumana_procumbens",1,"Fumana_procumbens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Gagea_liotardii",1,"Gagea_fragifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Gagea_nakaiana",1,"","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Galeopsis_ladanum",1,"Galeopsis_ladanum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Galeopsis_tetrahit",1,"Galeopsis_tetrahit","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Galium_aparine",1,"Galium_aparine","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Galium_boreale",1,"Galium_boreale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Galium_corrudifolium",1,"Galium_corrudifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Galium_lucidum",1,"Galium_lucidum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Galium_mollugo",1,"Galium_mollugo","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Galium_odoratum",1,"Galium_odoratum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Galium_palustre",1,"Galium_palustre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Galium_pumilum",1,"Galium_pumilum","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"423","Galium_rotundifolium",1,"Galium_rotundifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Galium_sylvaticum",1,"Galium_sylvaticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Galium_verum",1,"Galium_verum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","Genista_cinerea",1,"Genista_cinerea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Genista_pilosa",1,"Genista_pilosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Gentiana_acaulis",1,"Gentiana_acaulis","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"429","Gentiana_cruciata",1,"Gentiana_cruciata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Gentiana_nivalis",1,"Gentiana_nivalis","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"431","Gentiana_pneumonanthe",1,"Gentiana_pneumonanthe","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Gentiana_verna",1,"Gentiana_verna","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"433","Gentianella_campestris",1,"Gentianella_campestris","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"434","Gentianella_tenella",1,"Comastoma_tenellum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Geranium_argenteum",1,"Geranium_argenteum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Geranium_columbinum",1,"Geranium_columbinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Geranium_lucidum",1,"Geranium_lucidum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Geranium_molle",1,"Geranium_pusillum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Geranium_nodosum",1,"Geranium_nodosum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Geranium_phaeum",1,"Geranium_phaeum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Geranium_pyrenaicum",1,"Geranium_pyrenaicum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Geranium_robertianum",1,"Geranium_robertianum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Geranium_rotundifolium",1,"Geranium_rotundifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Geranium_sanguineum",1,"Geranium_sanguineum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Geranium_sylvaticum",1,"Geranium_sylvaticum","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"446","Geum_reptans",1,"Geum_reptans","0",1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
"447","Geum_rivale",1,"Geum_rivale","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Geum_urbanum",1,"Geum_urbanum","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"449","Glechoma_hederacea",1,"Glechoma_hederacea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Globularia_cordifolia",1,"Globularia_cordifolia","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"451","Glyceria_fluitans",1,"Glyceria_fluitans","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Glyceria_notata",1,"Glyceria_notata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Gnaphalium_hoppeanum",1,"Gnaphalium_hoppeanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Gnaphalium_supinum",1,"Gnaphalium_supinum","0",1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
"455","Goodyera_repens",1,"Goodyera_repens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Gymnadenia_conopsea",1,"Gymnadenia_conopsea","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Gymnadenia_nigra",1,"Gymnadenia_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Gypsophila_repens",1,"Gypsophila_repens","0",1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"459","Hedera_helix",1,"Hedera_helix","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Hedysarum_hedysaroides",1,"Hedysarum_hedysaroides","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Helianthemum_apenninum",1,"Helianthemum_apenninum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Helianthemum_grandiflorum",1,"Helianthemum_grandiflorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Helianthemum_nummularium",1,"Helianthemum_nummularium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Helianthemum_oelandicum",1,"Helianthemum_italicum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Helictotrichon_pratense",1,"Helictochloa_pratensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Helictotrichon_pubescens",1,"Avenula_pubescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Helictotrichon_sedenense",1,"Helictotrichon_sedenense","0",1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
"468","Helictotrichon_sempervirens",1,"Helictotrichon_sempervirens","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Helictotrichon_versicolor",1,"Helictochloa_versicolor","0",1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"470","Helleborus_foetidus",1,"Helleborus_foetidus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Hepatica_nobilis",1,"Anemone_hepatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Heracleum_sphondylium",1,"Heracleum_sphondylium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Herniaria_hirsuta",1,"Herniaria_hirsuta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Hieracium_alpinum",1,"Hieracium_alpinum","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"475","Hieracium_antarcticum",1,"","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"476","Hieracium_aurantiacum",1,"Pilosella_aurantiaca","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Hieracium_bifidum",1,"Hieracium_bifidum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Hieracium_cymosum",1,"Pilosella_cymosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Hieracium_intybaceum",1,"Hieracium_intybaceum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Hieracium_lachenalii",1,"Hieracium_lachenalii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Hieracium_lactucella",1,"Pilosella_lactucella","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Hieracium_murorum",1,"Hieracium_murorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Hieracium_pilosella",1,"Pilosella_officinarum","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"484","Hieracium_piloselloides",1,"Pilosella_piloselloides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Hieracium_prenanthoides",1,"Hieracium_prenanthoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Hieracium_sabaudum",1,"Hieracium_sabaudum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Hieracium_umbellatum",1,"Hieracium_umbellatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Hieracium_villosum",1,"Hieracium_villosum","0",1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"489","Himantoglossum_hircinum",1,"Himantoglossum_hircinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Hippocrepis_comosa",1,"Hippocrepis_comosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Hippocrepis_emerus",1,"Hippocrepis_emerus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Hippophae_rhamnoides",1,"Hippophae_rhamnoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Holcus_lanatus",1,"Holcus_lanatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Holosteum_umbellatum",1,"Holosteum_umbellatum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Homogyne_alpina",1,"Homogyne_alpina","0",1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"496","Hordelymus_europaeus",1,"Hordelymus_europaeus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Hordeum_marinum",1,"Hordeum_marinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Hornungia_alpina",1,"Hornungia_alpina","1",1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"499","Humulus_lupulus",1,"Humulus_lupulus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Hylotelephium_telephium",1,"Hylotelephium_telephium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Hyoscyamus_niger",1,"Hyoscyamus_niger","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Hypericum_hirsutum",1,"Hypericum_hirsutum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Hypericum_maculatum",1,"Hypericum_maculatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Hypericum_montanum",1,"Hypericum_montanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Hypericum_perforatum",1,"Hypericum_perforatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","Hypericum_richeri",1,"Hypericum_richeri","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"507","Hypochaeris_maculata",1,"Hypochaeris_maculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","Hypochaeris_radicata",1,"Hypochaeris_radicata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Hyssopus_officinalis",1,"Hyssopus_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Ilex_aquifolium",1,"Ilex_aquifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","Impatiens_glandulifera",1,"Impatiens_glandulifera","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","Imperatoria_ostruthium",1,"Imperatoria_ostruthium","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"513","Inula_conyza",1,"Inula_conyza","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","Inula_montana",1,"Inula_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","Isatis_tinctoria",1,"Isatis_tinctoria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Jacobaea_incana",1,"Jacobaea_incana","0",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"517","Jasione_montana",1,"Jasione_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Juglans_nigra",1,"Juglans_nigra","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Juglans_regia",1,"Juglans_regia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Juncus_alpinoarticulatus",1,"Juncus_alpinoarticulatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Juncus_arcticus",1,"Juncus_arcticus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Juncus_articulatus",1,"Juncus_articulatus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Juncus_bufonius",1,"Juncus_bufonius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Juncus_compressus",1,"Juncus_compressus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
