"","X","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","summits","metric","clade","sig","pool"
"585",177,5,75.1210354,69.5876645755756,6.27160680173558,827.5,0.882289180325071,0.8275,999,"Muraillette","mpd","Lamiales",0,"Persistent LGM"
"586",178,4,72.1478128333333,69.3250788968969,8.28899438589029,576,0.340539974455931,0.576,999,"Occidentale Ailefroide","mpd","Lamiales",0,"Persistent LGM"
"587",179,6,71.9209547333333,69.5911195081081,4.91554609160627,652,0.473972816408664,0.652,999,"Olan","mpd","Lamiales",0,"Persistent LGM"
"588",180,1,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mpd","Lamiales",NA,"Persistent LGM"
"589",181,16,69.6565185083333,69.6565185083333,0,500.5,NA,0.5005,999,"Persistent","mpd","Lamiales",0,"Persistent LGM"
"590",182,2,81.03732,68.6502912722723,22.3079438447192,815,0.555274336978395,0.815,999,"Plat de la Selle","mpd","Lamiales",0,"Persistent LGM"
"591",183,7,75.8565621904762,69.6616136482196,4.02495485563088,951,1.53913491317545,0.951,999,"Rateau","mpd","Lamiales",1,"Persistent LGM"
"592",184,9,71.7283931111111,69.59160429663,2.69416463763606,731,0.793117385861028,0.731,999,"Rocher de la Selle","mpd","Lamiales",0,"Persistent LGM"
"593",185,5,77.3816062,69.2491277755756,6.72850271838148,926,1.20866094059938,0.926,999,"Rouies","mpd","Lamiales",0,"Persistent LGM"
"594",186,6,77.3924038,69.8049960417084,4.71241840923996,966.5,1.6100878783205,0.9665,999,"Sirac","mpd","Lamiales",1,"Persistent LGM"
"595",187,16,69.6565185083333,69.6565185083333,0,500.5,NA,0.5005,999,"Summits","mpd","Lamiales",0,"Persistent LGM"
"596",188,5,111.5488306,121.413944026226,25.0565990645941,282.5,-0.393713185129182,0.2825,999,"Barre des Ecrins","mpd","Caryophyllales",0,"Persistent LGM"
"597",189,2,75.163557,124.036667114114,56.0018090225262,185,-0.872705917311625,0.185,999,"Brevoort","mpd","Caryophyllales",0,"Persistent LGM"
"598",190,3,74.79305,119.416706417084,39.5027727362932,189.5,-1.12963352509394,0.1895,999,"Burlan","mpd","Caryophyllales",0,"Persistent LGM"
"599",191,2,75.163557,121.567288970971,57.8255127965083,206,-0.802478520757243,0.206,999,"Choisy","mpd","Caryophyllales",0,"Persistent LGM"
"600",192,5,111.226956,121.830921921522,25.4127496739301,302.5,-0.417269522486962,0.3025,999,"La Meije","mpd","Caryophyllales",0,"Persistent LGM"
"601",193,14,119.996458131868,121.948106517694,6.97754492583268,297,-0.279704166231861,0.297,999,"Lauvitel","mpd","Caryophyllales",0,"Persistent LGM"
"602",194,7,125.123518095238,122.48584616159,18.571020577511,504,0.142031609013566,0.504,999,"Muraillette","mpd","Caryophyllales",0,"Persistent LGM"
"603",195,4,148.035163166667,120.909113554054,30.4598627144188,823.5,0.890550619578857,0.8235,999,"Occidentale Ailefroide","mpd","Caryophyllales",0,"Persistent LGM"
"604",196,4,158.821235666667,120.439353445612,31.3343113054981,926.5,1.22491545599471,0.9265,999,"Olan","mpd","Caryophyllales",0,"Persistent LGM"
"605",197,1,NA,NA,NA,NA,NA,NA,999,"Pelvoux","mpd","Caryophyllales",NA,"Persistent LGM"
"606",198,17,121.797618117647,121.797618117647,0,500.5,NA,0.5005,999,"Persistent","mpd","Caryophyllales",0,"Persistent LGM"
"607",199,2,76.088446,122.798701831832,55.5320051822062,306.5,-0.841141170367803,0.3065,999,"Plat de la Selle","mpd","Caryophyllales",0,"Persistent LGM"
"608",200,5,145.842093,121.036192656256,27.2552156854643,852,0.910134068649957,0.852,999,"Rateau","mpd","Caryophyllales",0,"Persistent LGM"
"609",201,14,116.073679241758,121.548473108735,7.0744593957975,226,-0.773881587366111,0.226,999,"Rocher de la Selle","mpd","Caryophyllales",0,"Persistent LGM"
"610",202,4,127.351012666667,121.865915198365,29.7037331934941,511,0.184660205253359,0.511,999,"Rouies","mpd","Caryophyllales",0,"Persistent LGM"
"611",203,7,107.648644285714,121.70160583984,19.0985449016532,223,-0.735813206005506,0.223,999,"Sirac","mpd","Caryophyllales",0,"Persistent LGM"
"612",204,17,121.797618117647,121.797618117647,0,500.5,NA,0.5005,999,"Summits","mpd","Caryophyllales",0,"Persistent LGM"
