"","aiguille.du.plat.de.la.selle","barre.des.Ecrins","brèche.de.valsenestre","brèche.du.râteau","EcrinsNP","la.meije","le.râteau","le.sirac","les.rouies","l.olan","mont.pelvoux","occidentale.l.ailefroide","persistant","pic.du.clapier.du.peyron","pic.ouest..le.rateau.","pointe.brevoort","pointes.de.burlan","rocher.de.la.selle","signal.du.lauvitel","Summits","tête.de.la.muraillette","tour.choisy","underIce"
"mont.pelvoux",0.711977893858308,0.70816396938873,0.690675027061985,0.716181480301434,0.895017933468661,0.698143409956272,0.744499343455489,0.765136983098945,0.741041305846979,0.680364717762228,0,0.51477754337903,0.806192704219036,0.714695848929687,0.708847976205152,0.673298633151229,0.658873690574216,0.765048561912225,0.770614049576286,0.710681854244626,0.765210620883127,0.653969065235958,0.64066910148088
"occidentale.l.ailefroide",0.581508455132359,0.520878812965395,0.636181431738864,0.475864462057124,0.892807983724661,0.48718686479593,0.731919421673511,0.656478590067215,0.525678699332641,0.655564857214328,0.51477754337903,0,0.712441141145371,0.496918473134896,0.567218671450144,0.583195068402445,0.499095702300801,0.723092279341629,0.650413781686949,0.702248911338289,0.59098204704069,0.551709332033413,0.548788730528275
"persistant",0.697189251225527,0.576980772514213,0.786871754946293,0.70912509322122,0.730155890535085,0.678759270619095,0.394764295076572,0.328648546442332,0.543410012356423,0.37404887273474,0.806192704219036,0.712441141145371,0,0.61733428024093,0.660148768640031,0.798927065345879,0.656835838477589,0.247372980066819,0.274058677935086,0.248585930374781,0.460268682911538,0.758397438931881,0.423496322060787
"pic.du.clapier.du.peyron",0.537544002438864,0.385521110495273,0.62198092082729,0.351192458783593,0.896295292228444,0.315341829305067,0.680545033108581,0.616011661006259,0.394273750196502,0.571148966980055,0.714695848929687,0.496918473134896,0.61733428024093,0,0.541377146603855,0.480869339914774,0.382567580156922,0.633535138390503,0.539344788098278,0.712459594209774,0.399514461851169,0.411687543238491,0.624152853124222
"pic.ouest..le.rateau.",0.51530403109276,0.374532832038281,0.639430576197681,0.45780698628887,0.906119745152056,0.437699597931694,0.656828192924708,0.612176131096565,0.397377328834365,0.561019454994395,0.708847976205152,0.567218671450144,0.660148768640031,0.541377146603855,0,0.530984123390764,0.51046849259267,0.66871241978491,0.546598874115438,0.74127713281829,0.504744168650001,0.492241863431174,0.612753992197231
"pointe.brevoort",0.576615149635884,0.529209492177822,0.581516731131391,0.49910421562332,0.944922858799825,0.414802365852391,0.781165122278465,0.739636278863523,0.566646921343166,0.722087712776736,0.673298633151229,0.583195068402445,0.798927065345879,0.480869339914774,0.530984123390764,0,0.491643057177118,0.804871395560172,0.725962670070625,0.848213919843302,0.638245376391863,0.204344943389308,0.777544036706898
"pointes.de.burlan",0.543878186832916,0.418595003889042,0.622334567045128,0.39267205348363,0.905858031181295,0.395169471314807,0.681365700504258,0.591552269863982,0.48470610311291,0.613102710267091,0.658873690574216,0.499095702300801,0.656835838477589,0.382567580156922,0.51046849259267,0.491643057177118,0,0.680967147486843,0.588810156937643,0.740555880101128,0.449984969352949,0.440947217912474,0.60683901703699
"rocher.de.la.selle",0.715794527194346,0.592735538180339,0.794122292116814,0.715371315047179,0.720277585324614,0.691396104420598,0.390599591571702,0.390460447949404,0.571701309166613,0.341233132840011,0.765048561912225,0.723092279341629,0.247372980066819,0.633535138390503,0.66871241978491,0.804871395560172,0.680967147486843,0,0.340435600049758,0.22212286306027,0.517189106127394,0.766296599220339,0.394822272055606
"signal.du.lauvitel",0.64116440921171,0.465552104557272,0.732136667306867,0.628285198981232,0.801639079521821,0.596092219726151,0.382788630654401,0.272509940344944,0.430263786651983,0.333129520225808,0.770614049576286,0.650413781686949,0.274058677935086,0.539344788098278,0.546598874115438,0.725962670070625,0.588810156937643,0.340435600049758,0,0.451448837480554,0.382038170603276,0.684823097406893,0.429306226222485
"Summits",0.772463742937114,0.68131154518707,0.839852438032113,0.761186710983722,0.640542593820008,0.750588608293523,0.446370633696784,0.48824314730428,0.656911859234612,0.454250935413475,0.710681854244626,0.702248911338289,0.248585930374781,0.712459594209774,0.74127713281829,0.848213919843302,0.740555880101128,0.22212286306027,0.451448837480554,0,0.59443829452238,0.817735866769639,0.340107154215549
"tête.de.la.muraillette",0.558787864869251,0.323923207994956,0.71625318111475,0.525048015619464,0.853717802855708,0.479592386514983,0.550643125937033,0.467751819797161,0.384144192388711,0.457428018182125,0.765210620883127,0.59098204704069,0.460268682911538,0.399514461851169,0.504744168650001,0.638245376391863,0.449984969352949,0.517189106127394,0.382038170603276,0.59443829452238,0,0.581839369657269,0.488444454864878
"tour.choisy",0.478000880490658,0.465553456712292,0.624005799502272,0.397072630317683,0.933863583595461,0.339502155545493,0.751072245505533,0.71065411610248,0.493274329149665,0.666250700395354,0.653969065235958,0.551709332033413,0.758397438931881,0.411687543238491,0.492241863431174,0.204344943389308,0.440947217912474,0.766296599220339,0.684823097406893,0.817735866769639,0.581839369657269,0,0.732371355905991
"underIce",0.698328260952205,0.539670358060162,0.792918247144917,0.63810292755578,0.762062907875777,0.638108864579575,0.331897253770386,0.488526103132786,0.493433868222075,0.470882755719484,0.64066910148088,0.548788730528275,0.423496322060787,0.624152853124222,0.612753992197231,0.777544036706898,0.60683901703699,0.394822272055606,0.429306226222485,0.340107154215549,0.488444454864878,0.732371355905991,0
