"","L_AREA","L_DRYM","PL_H_flora_MAX","PLOIDY..VALUE.","SEEDM","SLA","PLOIDY","TAPROOT","VEG_DISP","WOODY","LIFESPAN","GROWTHF"
"Sinapis_alba",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Sinapis_arvensis",92.9066666666667,0.326701141876667,80,2,2.28587727272727,72.465,NA,"yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Sisymbrium_austriacum",NA,NA,60,2,0.259666666666667,NA,"diploid",NA,"basal lateral shoots","Herbaceous","biennial",NA
"Solanum_dulcamara",18.1748888885714,0.0823569254,130,2,39.0112701680714,31.497580195,"diploid","no","root shoots","Suffrutescent","pluriennial",NA
"Soldanella_alpina",1.527951389,0.0160759721666667,13,NA,0.245,9.58759497891667,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Solidago_gigantea",15.17,0.0837088697,130,NA,0.141766666666667,NA,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Solidago_virgaurea",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Sonchus_arvensis",121.92,0.549532790933333,120,NA,0.772138888888889,20.3,"hexaploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Sonchus_oleraceus",106.115,0.3411361911,80,NA,0.3291,39.69,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Sorbus_aria",45.4278125,0.30973,2000,NA,277.74741666625,14.7340307886667,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Sorbus_aucuparia",55.9242254901765,0.481525,1500,NA,82.6758363636364,16.14461812,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Sorbus_chamaemespilus",NA,NA,130,NA,457.95,NA,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Sorbus_mougeotii",NA,NA,1500,NA,NA,NA,"tetraploid",NA,"root shoots","Frutescent","pluriennial",NA
"Sparganium_angustifolium",NA,NA,25,NA,2.42202222222222,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Sparganium_emersum",28.43,0.1006118895,50,NA,10.2280909090909,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Sparganium_erectum",139.246666666667,0.9185615297,120,2,17.1268333333333,17.015,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Spiesia_halleri",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Stachys_annua",NA,NA,30,NA,1.026,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Stachys_pradica",NA,NA,45,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Stachys_recta",5.46455357142857,0.02412,45,NA,1.5138,22.71088122,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Stachys_sylvatica",21.395,0.059952340805,80,NA,1.39355555555556,53.795,"hexaploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Staehelina_dubia",NA,NA,50,2,3.22,NA,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Stellaria_alsine",NA,NA,30,NA,0.06,NA,"diploid",NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Stellaria_graminea",0.8225,0.00283787894025,40,NA,0.310859259222222,30,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Stellaria_holostea",2.16,0.007456753498,40,2,2.712975,31.84,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Stellaria_media",4.88,0.0087462351015,40,7,0.380881818181818,32.47,"tetraploid","yes","above-ground shoots","Herbaceous","annual",NA
"Stellaria_nemorum",10.19,0.02185,20,NA,0.239925,46.23,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Stipa_capillata",4.69,0.058115,80,NA,8.049,7.78,"tetraploid",NA,"tussocks, tufts","Herbaceous","pluriennial",NA
"Stipa_eriocaulis",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Streptopus_amplexifolius",NA,NA,70,NA,1.89253930033333,NA,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Strobus_cembra",NA,NA,1500,NA,256.425,NA,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Succisa_pratensis",48.9433333333333,0.277291096933333,70,2,1.33568666665,16.32,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Swertia_perennis",NA,NA,35,NA,0.35025,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Symphyotrichum_novi-belgii",NA,NA,110,NA,NA,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Symphytum_officinale",100.15,0.34217,80,NA,9.7247,24.87,"tetraploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Symphytum_tuberosum",29.27,0.08429,45,NA,6.23714285,29.63,"octoploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Synema_perenne",18.905,0.083870610815,40,8,7.44555555555556,NA,"decaploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Tanacetum_corymbosum",11.17,0.0611875,80,NA,0.436,17.515,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Taraxacum_alpinum",12.20588235,NA,8,NA,0.529375,35.6,"tetraploid","no","root shoots","Herbaceous","pluriennial","forbs"
"Taraxacum_erythrospermum",NA,NA,10,NA,0.376,NA,"diploid",NA,NA,"Herbaceous","pluriennial",NA
"Taraxacum_fulvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbaceous",NA,NA
"Taraxacum_montanum",5.71289166666667,0.0347166666666667,12,NA,NA,16.5576948708333,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Taraxacum_officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taxus_baccata",0.518719,NA,800,NA,81.3420210526316,9.92795,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Telephium_imperati",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Tetragonolobus_maritimus",NA,NA,12,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Teucrium_chamaedrys",1.37113269230769,0.00933769230769231,17,NA,1.19333333333333,15.784121556,"tetraploid",NA,"below-ground runners","Suffrutescent","pluriennial",NA
"Teucrium_scordium",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground shoots",NA,NA,NA
"Teucrium_scorodonia",9.39,0.08747340247,60,2,0.8182125,38.67,"diploid",NA,"below-ground runners","Suffrutescent","pluriennial",NA
"Thalictrum_aquilegiifolium",NA,NA,100,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Thalictrum_foetidum",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Thalictrum_minus",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Thalictrum_simplex",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Thelycrania_sanguinea",15.5920833325,NA,300,2,72.0864166666667,21.0305115366667,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Thesium_alpinum",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Thesium_humifusum",NA,NA,10,NA,2.932,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Thesium_linophyllon",0.4,0.00202,22,NA,6.6,17.67,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Thlaspi_arvense",12.1433333333333,0.0526975743133333,50,2,1.0306,24.69,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Thymus_oenipontanus",NA,NA,NA,NA,0.13,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Thymus_praecox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus_pulegioides",NA,NA,12,NA,0.157636666625,27.69,"diploid","yes","basal lateral shoots","Suffrutescent","pluriennial",NA
"Thymus_serpyllum",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Thymus_striatus",NA,NA,NA,NA,NA,NA,NA,NA,"creeping shoots or espaliers",NA,NA,NA
"Tilia_cordata",26.58,NA,2000,NA,45.28,28.7925,"diploid","yes","basal lateral shoots","Frutescent","pluriennial",NA
"Tilia_platyphyllos",63.685,0.16091,2000,NA,114.703333333333,30.0333333333333,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Tofieldia_calyculata",2.41,0.0156,30,NA,0.11716666675,17.07,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Tolpis_staticifolia",NA,NA,30,NA,0.1295,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Torilis_japonica",39.3666666666667,0.13895686189,80,2,1.74416666666667,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Tozzia_alpina",NA,NA,40,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Tragopogon_crocifolius",NA,NA,50,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Tragopogon_dubius",3.11,0.012,80,2,8.3385,25.3,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Tragopogon_porrifolius",NA,NA,NA,2,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Tragopogon_pratensis",15.075,0.082326555245,85,2,8.7442875,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Trasus_tomentosus",4.56,0.02563,30,NA,1.09433333333333,18.82,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Trichophorum_alpinum",NA,NA,22,NA,NA,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Trichophorum_cespitosum",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Trifolium_alpestre",7.495,0.0606025,30,NA,2.19,11.44,"diploid","yes","root shoots","Herbaceous","pluriennial",NA
"Trifolium_alpinum",1.575965665,NA,20,NA,4.60625,20.4,NA,"yes","basal lateral shoots","Herbaceous",NA,"legumes"
"Trifolium_arvense",2.0275,0.0119355379575,20,2,0.400717666666667,20.33,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Trifolium_aureum",4.07,0.01218875,25,2,0.316666666666667,37.945,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Trifolium_badium",4.31372549,NA,22.5,NA,0.9976,16,"diploid","yes","no vegetative dispersal parts","Herbaceous","biennial","legumes"
"Trifolium_campestre",1.80666666666667,0.00603144394166667,30,2,0.3302165,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Trifolium_medium",14.37,0.06574024296,40,10,1.83582,19.3,"duodecaploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Trifolium_ochroleucon",NA,NA,30,NA,2.2663,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Trifolium_pallescens",NA,NA,8,NA,0.733333333333333,NA,NA,"yes","basal lateral shoots","Herbaceous",NA,NA
"Trifolium_pratense",7.4675,0.03258394007,40,2,1.52677419354839,24.6642857142857,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Trifolium_repens",6.79071875,0.0224332702375,20,4,0.618640650390244,29.3769394025,"tetraploid","no","creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Trifolium_rubens",10.57,0.057665,60,NA,2.04125,16.64,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Trifolium_saxatile",NA,NA,15,NA,NA,NA,NA,"yes","no vegetative dispersal parts","Herbaceous",NA,NA
"Trifolium_spadiceum",16.57,0.09657,45,NA,0.8851875,20.03,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Trifolium_thalii",0.68627451,NA,5,NA,0.966666666666667,14,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial","legumes"
"Triglochin_palustre",NA,NA,40,NA,NA,NA,"tetraploid","no","bulbs","Herbaceous","pluriennial",NA
"Trigonella_monspeliaca",NA,NA,10,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Trimorpha_alpina",NA,NA,30,NA,0.215,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Trimorpha_attica",NA,NA,40,NA,0.238,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Trinia_glauca",6.095,0.046815,20,NA,1.69597777777778,13.68,"diploid","yes","no vegetative dispersal parts","Herbaceous","biennial",NA
"Trisetaria_distichophylla",0.644583333333333,0.00354583333333333,25,NA,NA,18.3524232341667,"octoploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Trisetum_flavescens",NA,NA,NA,NA,NA,NA,NA,NA,"creeping rhizome",NA,NA,NA
"Trisetum_spicatum",NA,NA,15,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Triticum_aestivum",28.84,0.1344,NA,NA,43.125,22.29,"hexaploid",NA,"no vegetative dispersal parts",NA,"annual",NA
"Triticum_durum",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Trollius_europaeus",53.4833333333333,0.290079134466667,65,NA,0.94494,25.63,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Tulipa_sylvestris",NA,NA,40,NA,8.821,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Turritis_glabra",NA,NA,70,2,0.0506,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Tussilago_farfara",489.975,1379158.4013272,20,2,0.26814,NA,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Typha_latifolia",177.946666666667,-175912.915208846,250,2,0.101563157894737,8.79,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Ulmus_glabra",37.4332698414286,0.1146725,2500,2,12.8511833333333,25.666283866,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Ulmus_minor",18.475,0.0647225,2000,NA,6.241,23.98,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Urtica_dioica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaccinium_myrtillus",0.784922222233333,0.00404454545454545,45,NA,48.265296,22.2464447166667,"diploid","no","below-ground runners","Frutescent","pluriennial",NA
"Vaccinium_uliginosum",NA,NA,NA,NA,NA,NA,"tetraploid","no","below-ground runners",NA,"pluriennial",NA
"Vaccinium_vitis-idaea",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Valeriana_dioica",7.99,0.0272713768666667,40,NA,0.7069875,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Valeriana_montana",NA,NA,35,NA,1.244,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Valeriana_officinalis",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Valeriana_saliunca",NA,NA,20,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Valeriana_tripteris",15.74,0.049995,60,NA,NA,30.58,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Valeriana_tuberosa",NA,NA,40,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Valerianella_dentata",1.725,0.0050575,50,NA,1,30.28,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Valerianella_locusta",1.52,0.004788672566,30,NA,1.19326666666667,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Veratrum_album",189.659625,0.970483333333333,150,NA,NA,19.868169895,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Veratrum_lobelianum",189.659625,0.970483333333333,150,NA,NA,19.868169895,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Verbascum_chaixii",NA,NA,80,NA,0.1,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Verbascum_lychnitis",196.26,-597169,120,NA,0.117104761857143,14.7,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","biennial",NA
"Verbascum_nigrum",286.32,1250592,90,NA,0.113914285714286,NA,"diploid","yes","basal lateral shoots","Herbaceous","biennial",NA
"Verbascum_pulverulentum",370.95,2392706,150,NA,0.167755555555556,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Verbascum_thapsus",216.283333333333,15108.5944801507,150,NA,0.0962260869565217,33.9,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","biennial",NA
"Verbena_officinalis",4.18,0.02692,60,NA,0.348818181818182,14.26,"diploid",NA,"basal lateral shoots","Herbaceous","annual",NA
"Veronica_agrestis",1.47,0.00266182708,9,4,0.395333333333333,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Veronica_allionii",1.241830065,NA,8,NA,0.111219512,9.7,NA,NA,"above-ground runners","Suffrutescent",NA,"forbs"
"Veronica_alpina",0.5362617405,0.00202166666666667,12,NA,0.0636181988461538,25.714,"diploid","no","below-ground runners","Herbaceous","pluriennial","forbs"
"Veronica_anagallis-aquatica",NA,NA,NA,NA,NA,NA,"diploid",NA,"above-ground shoots","Herbaceous","annual",NA
"Veronica_aphylla",NA,NA,8,NA,0.115,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Veronica_arvensis",1.21,0.0041472318365,20,2,0.118183333333333,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Veronica_austriaca",1.205,0.00438,25,NA,0.1855,22.655,"hexaploid",NA,"basal lateral shoots","Suffrutescent","pluriennial",NA
"Veronica_beccabunga",7.98666666666667,0.03447380872,25,NA,0.2960375,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Veronica_bellidioides",1.036819592,NA,50,4,0.114365555666667,8.2,"diploid",NA,"above-ground runners","Herbaceous","pluriennial","forbs"
"Veronica_chamaedrys",3.47333333333333,0.0158084799233333,25,4,0.203583333333333,29.676,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Veronica_fruticans",0.694903846153846,0.00481326923076923,20,NA,0.132766666666667,14.8477025384615,"diploid",NA,"below-ground runners","Suffrutescent","pluriennial",NA
"Veronica_fruticulosa",NA,NA,20,NA,0.245,NA,"diploid",NA,"below-ground runners","Suffrutescent","pluriennial",NA
"Veronica_hederifolia",NA,NA,NA,6,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Veronica_officinalis",0.54,0.0104751908395,15,NA,0.126214285714286,26.03,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Veronica_persica",4.95333333333333,0.013705448128,10,4,0.850090909090909,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Veronica_serpyllifolia",NA,NA,15,NA,0.0744488888888889,NA,"diploid","no","above-ground runners","Herbaceous","pluriennial",NA
"Veronica_spicata",5.05,0.0683,30,NA,0.167511111111111,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Veronica_triphyllos",0.39,0.00107,20,2,0.410236363636364,36.71,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Veronica_urticifolia",NA,NA,45,2,0.108,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Veronica_verna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viburnum_lantana",32.3124928571429,0.220509285714286,350,NA,40.4124,14.3533217083333,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Viburnum_opulus",29.3053333325,NA,350,2,94.3245076923077,18.436372445,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Vicia_cracca",14.26453125,0.05811125023875,95,3,15.5711866666667,24.91052269,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Vicia_hirsuta",3.05333333333333,0.01051095912,50,2,5.80012941176471,NA,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Vicia_hybrida",NA,NA,40,2,31.9,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Vicia_onobrychioides",16.1672916666667,0.0649083333333333,50,NA,NA,25.6802944591667,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Vicia_sativa",NA,NA,NA,2,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Vicia_sepium",12.42,0.02455676856,80,2,20.4978666666667,38.87,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Vicia_sylvatica",9,0.03512318029,80,2,21.9016666666667,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Vicia_tenuifolia",18.6533333333333,0.0670613093233333,80,4,28.26,26.63,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Vicia_tetrasperma",0.36,0.0018,40,2,3.77185714285714,26.19,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Vinca_minor",5.65,0.02185865895,20,NA,6.13,NA,"diploid",NA,"above-ground runners","Suffrutescent","pluriennial",NA
"Vincetoxicum_hirundinaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Viola_biflora",1.385,0.00288,20,NA,0.72,53.235,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Viola_calcarata",0.608683333333333,0.0030625,15,NA,NA,20.42832456,"tetraploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Viola_canina",NA,NA,NA,NA,NA,NA,NA,NA,"root shoots",NA,NA,NA
"Viola_hirta",34.36,0.16982454575,20,NA,3.25626666666667,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Viola_laricicola",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Viola_mirabilis",49.195,0.12032,25,NA,2.3,46.2033333333333,"diploid","no","root shoots","Herbaceous","pluriennial",NA
"Viola_NA",NA,NA,12.5,NA,NA,NA,NA,"yes","below-ground runners","Herbaceous",NA,NA
"Viola_odorata",19.755,0.08657567665,15,NA,2.89293333333333,NA,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Viola_palustris",18.13,0.0447306071066667,10,NA,0.734,39.27,"tetraploid","no","above-ground runners","Herbaceous","pluriennial",NA
"Viola_pyrenaica",NA,NA,15,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Viola_reichenbachiana",5.245,0.01752,25,NA,1.8211,29.785,"diploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Viola_riviniana",5.32,0.02896341463,25,4,1.32212,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Viola_rupestris",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Viola_suavis",NA,NA,15,NA,NA,NA,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Viola_tricolor",NA,NA,40,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Viscum_album",NA,NA,NA,2,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Vulpia_quadriflora",0.6,NA,25,NA,0.278,10.2,"diploid","no","tussocks, tufts","Herbaceous","pluriennial","graminoids"
"Woodsia_alpina",NA,NA,10,NA,NA,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Xeranthemum_inapertum",NA,NA,40,2,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
