"","L_AREA","L_DRYM","PL_H_flora_MAX","PLOIDY..VALUE.","SEEDM","SLA","PLOIDY","TAPROOT","VEG_DISP","WOODY","LIFESPAN","GROWTHF"
"Lycopus_europaeus",22.22,0.0294,80,NA,0.257933333333333,63.18,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Lysimachia_arvensis",1.04,0.0027625,8,4,0.495322222222222,NA,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Lysimachia_vulgaris",26.1466666666667,0.09508408684,80,NA,0.332,17.475,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Lythrum_salicaria",17.51,0.05107559052,120,NA,0.431636666666667,19.685,"duodecaploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Macrosyringion_glutinosum",NA,NA,25,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Maianthemum_bifolium",16.95,-35150.5,12,NA,28.8976,33.14,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Malus_sylvestris",25.6154074073333,0.20025424625,1000,NA,23.8995555555556,15.69161207,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Malva_alcea",13.43,0.04995,250,NA,3.2585,27.58,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Malva_moschata",30.9466666666667,0.17606483278,60,NA,2.2085,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Matricaria_matricarioides",NA,NA,15,2,0.1,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Medicago_lupulina",5.41666666666667,0.01727838062,27.5,2,1.6232311111,29.2066666666667,"diploid","yes","basal lateral shoots","Herbaceous","annual",NA
"Medicago_minima",NA,NA,25,NA,1.01570666666667,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Medicago_sativa",12.88,0.0291877923166667,70,3,2.28455172413793,NA,NA,"yes","below-ground runners","Herbaceous",NA,NA
"Melampyrum_NA",NA,NA,40,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Melampyrum_nemorosum",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Melampyrum_sylvaticum",4.47,0.008,20,NA,6.91184,41.4,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Melica_ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melica_nutans",4.02,0.012913034905,50,NA,2.40411111108333,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Melica_uniflora",NA,NA,60,NA,2.85544615384615,NA,NA,"no","basal lateral shoots","Herbaceous",NA,NA
"Melilotus_albus",NA,NA,120,NA,2.07176923076923,NA,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Melilotus_officinalis",NA,NA,100,2,2.67516666666667,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Melittis_melissophyllum",25.76,0.04522,40,NA,5.39,53.5,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Mentha_aquatica",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground runners",NA,NA,NA
"Mentha_arvensis",6.01,0.0142128571428571,35,NA,0.167012857142857,46.2375,"hexaploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Mentha_longifolia",18.935,0.061885,80,2,0.0529444444444444,29.515,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Merendera_verna",NA,NA,8,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Meum_athamanticum",NA,NA,47.5,NA,7.34085,13.22,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Micranthes_stellaris",NA,NA,15,NA,NA,NA,NA,NA,"above-ground runners","Herbaceous",NA,NA
"Milium_effusum",16.215,0.048941439835,120,4,1.107625,NA,"tetraploid","no","tussocks, tufts","Herbaceous","pluriennial",NA
"Minuartia_laricifolia",NA,NA,20,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Minuartia_oreina",NA,NA,NA,NA,NA,NA,NA,NA,"cushions",NA,NA,NA
"Minuartia_rostrata",NA,NA,15,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Minuartia_rupestris",NA,NA,4,NA,NA,NA,NA,NA,"creeping shoots or espaliers","Suffrutescent",NA,NA
"Minuartia_sedoides",0.03,NA,6,NA,0.240666666666667,10.7,"tetraploid","yes","cushions","Suffrutescent","pluriennial","forbs"
"Minuartia_verna",0.0466666666666667,0.000188,12,NA,0.0842083333125,19.5,"diploid","yes","basal lateral shoots","Suffrutescent","pluriennial","forbs"
"Minuartia_villarii",NA,NA,22,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Moehringia_muscosa",NA,NA,20,NA,NA,NA,"diploid",NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Moehringia_trinervia",0.813333333333333,0.002397892544,20,NA,0.23975,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Molinia_caerulea",NA,NA,NA,4,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Moneses_uniflora",3.19,0.01495,15,NA,0.002,19.895,"diploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Monotropa_hypopitys",NA,NA,25,NA,0.003,NA,"hexaploid","no","root shoots","Herbaceous","pluriennial",NA
"Murbeckiella_pinnatifida",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Muscari_comosum",NA,NA,35,2,5.68,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Muscari_neglectum",NA,NA,15,NA,3.5282,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Mutellina_adonidifolia",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Mycelis_muralis",NA,NA,80,2,0.3168,47.59,"diploid","no","basal lateral shoots","Herbaceous","biennial",NA
"Myosotis_alpestris",0.620915033,NA,18.5,NA,0.668864759363636,16.2,"diploid",NA,"above-ground shoots","Herbaceous","pluriennial","forbs"
"Myosotis_arvensis",7.595,0.02822270336,40,NA,0.414541666666667,NA,"tetraploid","no","no vegetative dispersal parts","Herbaceous","annual",NA
"Myosotis_decumbens",NA,NA,60,NA,NA,NA,"tetraploid","no","above-ground shoots","Herbaceous","pluriennial",NA
"Myosotis_ramosissima",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Myosotis_stricta",0.4,0.00133,15,NA,0.120943333333333,26.98,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Myricaria_germanica",NA,NA,200,NA,0.05208333325,NA,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Narcissus_poeticus",45.82,0.238984636,45,NA,NA,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Nardus_stricta",0.9475,0.01361826651,25,2,0.36742,9.19,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Nasturtium_officinale",14.35,0.02909564568,50,NA,0.183142857142857,NA,"tetraploid","no","creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Neotinea_ustulata",NA,NA,NA,NA,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Nepeta_nuda",NA,NA,120,NA,0.6055,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Nigritella_nigra",NA,NA,NA,NA,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Noccaea_caerulescens",NA,NA,50,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Noccaea_rotundifolia",NA,NA,8,NA,1.65,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Odontites_lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Odontites_NA",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Omalotheca_NA",NA,NA,10,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Onobrychis_montana",NA,NA,40,NA,14.17625,NA,NA,"yes","basal lateral shoots","Herbaceous",NA,NA
"Onobrychis_saxatilis",NA,NA,35,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Onobrychis_viciifolia",31.0725,0.164049656625,70,NA,19.8632133333333,19.47,"tetraploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Ononis_arvensis",NA,NA,40,NA,4.96288,29.75,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Ononis_cristata",NA,NA,6,NA,4.855,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Ononis_fruticosa",NA,NA,80,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Ononis_natrix",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Ononis_pusilla",NA,NA,15,NA,2.0795,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Ononis_rotundifolia",NA,NA,50,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Ophioglossum_vulgatum",14.87,0.060015712135,16,NA,NA,NA,"16-ploid","no","root shoots","Herbaceous","pluriennial",NA
"Ophrys_fuciflora",NA,NA,NA,NA,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Ophrys_insectifera",3.25,0.01154538341,45,NA,NA,NA,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Ophrys_sphegodes",NA,NA,40,NA,NA,NA,"diploid",NA,"bulbs","Herbaceous","pluriennial",NA
"Orchis_mascula",25.1366666666667,0.142260687476667,50,NA,NA,19.11,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Orchis_militaris",63.65,0.29282,50,NA,0.001,21.53,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Orchis_purpurea",84.96,0.293795,50,NA,NA,29.16,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Orchites_globosa",NA,NA,50,NA,NA,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Oreoselinum_nigrum",NA,NA,90,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Origanum_vulgare",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground runners",NA,NA,NA
"Orlaya_grandiflora",16.8,0.07613,50,NA,10.5115,22.64,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Ornithogalum_umbellatum",NA,NA,20.5,NA,NA,NA,"diploid",NA,"bulbs","Herbaceous","pluriennial",NA
"Orobanche_caryophyllacea",NA,NA,40,2,0.008075,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Orobanche_laserpitii",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Orobanche_major",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Orobanche_NA",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Orobanche_purpurea",NA,NA,25,NA,0.00943968,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Orobanche_teucrii",NA,NA,25,2,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Orthantha_lutea",NA,NA,55,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Orthilia_secunda",5.05253571428571,0.0349185714285714,18,NA,0.001,14.687903441875,"diploid","no","root shoots","Suffrutescent","pluriennial",NA
"Oxalis_acetosella",4.955,0.007689057145,15,2,1.21757142857143,61.33,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Oxalis_fontana",NA,NA,30,NA,0.2,NA,"tetraploid",NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Oxyria_digyna",NA,0.00865,25,NA,0.6713775,23.1166666666667,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Oxytropis_campestris",2.818627451,NA,15,NA,1.850275416625,14.465,NA,"yes","basal lateral shoots","Herbaceous",NA,"legumes"
"Oxytropis_fetida",NA,NA,20,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Oxytropis_helvetica",NA,NA,10,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Oxytropis_jacquini",NA,NA,10,NA,3.14,NA,NA,"yes","basal lateral shoots","Herbaceous",NA,NA
"Oxytropis_lapponica",2.818627451,NA,12,NA,1.532,14.1,NA,"yes","basal lateral shoots","Herbaceous",NA,"legumes"
"Oxytropis_NA",NA,NA,8,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Oxytropis_pilosa",NA,NA,40,NA,1.23,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Pachypleurum_NA",2.598039216,NA,12,NA,1.183333333,17.9,NA,NA,"basal lateral shoots","Herbaceous",NA,"forbs"
"Padus_avium",29.662,0.183141666666667,1200,NA,128.806666666667,21.418,"tetraploid",NA,"root shoots","Frutescent","pluriennial",NA
"Paeonia_officinalis",NA,NA,NA,4,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Papaver_alpinum",NA,NA,20,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Papaver_aurantiacum",NA,NA,20,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Papaver_dubium",46.27,0.2246422113475,70,3,0.1155,NA,"hexaploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Parageum_montanum",8.525984838,NA,15,NA,1.5315625,12.73,"hexaploid","no","basal lateral shoots","Herbaceous","pluriennial","forbs"
"Paris_quadrifolia",13.25,0.03785083333,40,NA,81.2445647058824,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Parnassia_palustris",4.88,0.02078059505125,30,NA,0.0366466666666667,26.795,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Paronychia_kapela",NA,NA,3,NA,NA,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Paronychia_polygonifolia",NA,NA,2,NA,NA,NA,NA,NA,"creeping shoots or espaliers","Herbaceous",NA,NA
"Pastinaca_sativa",149.145,0.38297528855,100,2,3.34373333333333,NA,"diploid","yes","no vegetative dispersal parts","Herbaceous","biennial",NA
"Patzkea_paniculata",NA,NA,90,NA,NA,NA,NA,NA,"tussocks, tufts","Herbaceous",NA,NA
"Pedicularis_foliosa",NA,NA,60,NA,1.66,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Pedicularis_gyroflexa",NA,NA,30,NA,0.99,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pedicularis_kerneri",NA,NA,12,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pedicularis_NA",NA,NA,25,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pedicularis_rostratospicata",NA,NA,40,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pedicularis_tuberosa",NA,NA,25,NA,0.7,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pedicularis_verticillata",NA,NA,25,NA,0.825,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Persicaria_amphibia",28.7075,0.16718927556,80,NA,4.1845,16.815,NA,"no","below-ground runners","Herbaceous",NA,NA
"Persicaria_lapathifolia",38.5875,0.1855057085,100,2,2.17153333333333,24.93,NA,"yes","no vegetative dispersal parts","Herbaceous",NA,NA
"Persicaria_maculosa",23.475,0.110341279985,100,4,1.98388888888889,21,NA,"yes","no vegetative dispersal parts","Herbaceous",NA,NA
"Persicaria_mitis",16.185,0.0113,60,NA,1.434,36.15,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Petasites_albus",136.03067,-22149.8701264706,20,NA,0.234,20.3308736753333,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Petasites_hybridus",NA,NA,NA,2,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Petasites_paradoxus",NA,NA,20,NA,NA,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Petrorhagia_prolifera",0.55,0.003345,40,NA,0.3383160714375,17.63,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Petrorhagia_saxifraga",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Phaca_hypoglottis",2.44,0.01126153846,27.5,NA,1.355,NA,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Phegopteris_connectilis",69.92,0.19106,35,NA,NA,38.675,"triploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Phleum_alpinum",NA,NA,40,NA,NA,NA,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Phleum_phleoides",3.01,0.01774,50,NA,0.15205,17.4,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Phleum_pratense",3.8,0.00990727713383333,90,6,0.419941176470588,22.1333333333333,"hexaploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Phragmites_australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyteuma_michelii",4.94833333333333,0.0169833333333333,70,NA,0.03925,30.025455735,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Phyteuma_ovatum",NA,NA,80,NA,0.15175,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Phyteuma_scheuchzeri",NA,NA,20,NA,0.04,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Phyteuma_scorzonerifolium",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Phyteuma_spicatum",17.41,0.03539,NA,NA,0.141,49.085,"diploid","yes","basal lateral shoots",NA,"pluriennial",NA
"Picea_abies",NA,NA,4000,NA,6.94966666666667,6.845,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Picris_hieracioides",22.736,0.07742508472,100,2,1.05816666666667,23.345,"diploid","no","root shoots","Herbaceous","biennial",NA
"Pilosella_peleteriana",3.63,0.01963125,12,NA,NA,18.8721076241667,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Pimpinella_major",93.34,0.32545095405,95,2,2.00675444441667,17.53,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Pimpinella_saxifraga",26.095,0.1896,50,4,1.07574,17.97,"tetraploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Pinguicula_alpina",0.87,0.00175,10,NA,14.8,50.65,"octoploid",NA,"bulbs","Herbaceous","pluriennial",NA
"Pinguicula_vulgaris",1.53,0.00437808098625,15,NA,1.864328,46.81,NA,"no","bulbs","Herbaceous","pluriennial",NA
"Pinus_mugo",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Pinus_nigra",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Pinus_sylvestris",0.6689575,0.01081,1500,NA,6.54358333333333,4.7969625,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Pisum_heterophyllum",57.91,0.27355,155,2,1.92,21.735,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Plantago_atrata",NA,NA,20,NA,NA,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Plantago_holosteum",NA,NA,25,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Plantago_lanceolata",24.9725,0.082787456325,50,2,1.43527017544737,15.16,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Plantago_major",309.68,1.01691327,40,2,0.20524333335,20.696,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Plantago_maritima",3.800428125,0.0249416666666667,35,NA,NA,15.4460718275,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Plantago_media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago_neumannii",0.4,NA,10,NA,0.563138888833333,11.9,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Plantago_sempervirens",NA,NA,40,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Suffrutescent",NA,NA
"Platanthera_chlorantha",16.12,0.07820370759,50,NA,0.003,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Pleisolirion_liliastrum",NA,NA,50,NA,4.1,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pleurospermum_austriacum",NA,NA,NA,NA,4.2095,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Poa_alpina",1.46,0.00705,40,NA,0.375203125,14.675,"decaploid","no","bulbils","Herbaceous","pluriennial","graminoids"
"Poa_annua",1.13,0.0032107676125,25,4,0.242466571428571,33.03,"tetraploid","no","basal lateral shoots","Herbaceous","annual",NA
"Poa_badensis",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Poa_bulbosa",0.16,8e-04,30,NA,0.693196923076923,21.09,"diploid","no","bulbils","Herbaceous","pluriennial",NA
"Poa_cenisia",NA,NA,35,NA,NA,NA,"octoploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Poa_chaixii",NA,NA,90,NA,0.782,20.73,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Poa_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Poa_laxa",NA,NA,20,NA,NA,25,NA,"no","tussocks, tufts","Herbaceous",NA,NA
"Poa_nemoralis",5.365,0.0088386436935,45,NA,0.202858823529412,NA,"decaploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Poa_perconcinna",NA,NA,20,NA,NA,NA,NA,NA,"bulbils","Herbaceous",NA,NA
"Poa_pratensis",7.97,0.03579994805,76.6666666666667,NA,0.298505555566667,21.8833333333333,"hexaploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Poa_supina",0.45,NA,20,2,0.237333333,33.6,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","graminoids"
"Poa_trivialis",2.38,0.00707466633866667,100,2,0.159311111083333,25.57,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Polichia_galeobdolon",NA,NA,45,NA,NA,NA,NA,NA,"above-ground runners","Herbaceous",NA,NA
"Polycnemum_majus",NA,NA,5,NA,NA,NA,"hexaploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Polygala_alpestris",NA,NA,12.5,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Polygala_alpina",NA,NA,8,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Polygala_amarella",0.626666666666667,0.0034925,10,NA,0.825,20.6833333333333,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Polygala_calcarea",NA,NA,12,NA,NA,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Polygala_chamaebuxus",0.815625,0.003421875,7,NA,8.8,23.8815647215385,"diploid",NA,"above-ground runners","Suffrutescent","pluriennial",NA
"Polygala_comosa",NA,NA,20,NA,1.185,20.29,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Polygala_vulgaris",0.545,0.00244147959175,25,NA,1.76583636363636,20.696,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Polygonatum_odoratum",23.44,0.086835,40,NA,185.505111111111,33.11,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Polygonatum_verticillatum",10.11,0.02428,60,NA,73.137083325,41.65,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Polygonum_alpinum",NA,NA,80,NA,1.02,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Polygonum_aviculare",3.615,0.0130084166415,20,4,1.39654545454545,25.1,"hexaploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Polygonum_viviparum",2.72844327410526,0.0129494736842105,35,NA,1.98394444441667,16.866895724,NA,"no","bulbils","Herbaceous",NA,"forbs"
"Polypodium_interjectum",55.27,0.3740725,30,NA,NA,15.185,"hexaploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Polypodium_vulgare",62.46,0.52533116625,30,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Polystichum_aculeatum",442.97,480515.778341493,80,NA,NA,14.73,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Polystichum_lonchitis",78.84,1.09298,50,NA,NA,7.8,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Populus_alba",NA,NA,2500,NA,0.12,11.295,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Populus_nigra",29.005,0.2404625,2500,NA,0.805,11.375,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Populus_tremula",22.9875,0.16502125,2000,NA,0.11075,13.79,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Porrum_sphaerocephaluon",NA,NA,NA,2.5,NA,NA,NA,NA,"bulbs",NA,NA,NA
"Potamogeton_alpinus",8.235,0.00792,NA,NA,2.32535,92.77,"tetraploid","no","bulbs","Herbaceous","pluriennial",NA
"Potentilla_argentea",5.27,0.03158222222,25,NA,0.0917272727272727,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Potentilla_aurea",6.6977133335,0.05805,25,NA,0.246383333333333,18.4366666666667,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Potentilla_caulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla_chrysantha",NA,NA,35,NA,0.145,NA,"hexaploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Potentilla_cinerea",3.28,0.0248,5,NA,NA,13.24,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Potentilla_crantzii",2.7853252896,0.0183,17.5,NA,0.560885964888889,15.358,"hexaploid","no","basal lateral shoots","Herbaceous","pluriennial","forbs"
"Potentilla_erecta",1.24666666666667,0.005734158679,40,NA,0.422270588235294,32.02,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Potentilla_frigida",NA,NA,10,NA,0.17,18.87,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Potentilla_grandiflora",4.17333,NA,32.5,NA,0.266470588,12.5,NA,NA,"basal lateral shoots","Herbaceous",NA,"forbs"
"Potentilla_hirta",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Potentilla_inclinata",NA,NA,30,NA,0.331333333333333,NA,"hexaploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Potentilla_NA",NA,NA,70,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Potentilla_neumanniana",NA,NA,8,NA,0.915,NA,NA,"yes","basal lateral shoots","Herbaceous",NA,NA
"Potentilla_nivalis",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Potentilla_reptans",15.285,0.053724764885,15,NA,0.280418181818182,24.8,"tetraploid","no","above-ground runners","Herbaceous","pluriennial",NA
"Potentilla_rupestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
