"","Valid_LIB.C.150","Alien_origin","ITS","trnTLF","rbcL","matK","atpB","Endemic","Ecrins.NP","Summits","Persistent","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"593","Helianthemum_italicum","",0,0,379035840,379041142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","Helianthemum_nummularium","",0,0,817992002,379041250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","Helictochloa_pratensis","",4185969,0,379036346,379038954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","Helictochloa_versicolor","",0,0,557836509,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"597","Helictotrichon_parlatorei","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Helictotrichon_sedenense","",85002198,85002218,0,223006505,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
"599","Helictotrichon_sempervirens","",209887629,86169360,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Heliosperma_pusillum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Helleborus_foetidus","",22266284,21748453,379035648,23095809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Heracleum_sphondylium","",163961859,376373218,379036890,379038860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Herniaria_alpina","",0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"604","Herniaria_hirsuta","",374350742,374351371,0,374350960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Herniaria_incana","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","Hieracium_alpinum","",0,260079932,0,54021519,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"607","Hieracium_amplexicaule","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","Hieracium_antarcticum","Tierra del Fuego",0,0,0,54021493,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"609","Hieracium_argillaceum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Hieracium_bifidum","",29243779,0,557836249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","Hieracium_diaphanoides","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","Hieracium_glaucinum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Hieracium_intybaceum","",313509720,0,0,54021513,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","Hieracium_inuloides","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","Hieracium_jurassicum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","Hieracium_lachenalii","",0,91771720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","Hieracium_lawsonii","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Hieracium_murorum","",29243778,29423258,557836410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Hieracium_piliferum","",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"620","Hieracium_pilosum","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"621","Hieracium_prenanthoides","",0,0,0,54021521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","Hieracium_sabaudum","",0,91771707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","Hieracium_schmidtii","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Hieracium_umbellatum","",571778817,574453795,574453707,910279362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Hieracium_umbrosum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","Hieracium_valdepilosum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Hieracium_villosum","",0,0,557836256,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"628","Himantoglossum_hircinum","",697348583,0,733452193,733451806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Hippocrepis_comosa","",109629714,0,379033174,379038096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","Hippocrepis_emerus","",336245359,0,1770154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Hippophae_rhamnoides","",27764493,386805177,817992014,336239194,336239148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","Holcus_lanatus","",444746429,119553730,557836254,390607348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","Holosteum_umbellatum","",374350741,239837495,0,240266091,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Homogyne_alpina","",156754079,308228750,308320537,308320286,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"635","Hordelymus_europaeus","",256274914,159146764,170672154,133917535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","Hordeum_marinum","",755573803,575501517,31087836,296937463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","Hornungia_alpina","",85679350,85679337,85679361,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"638","Humulus_lupulus","",7960173,387235276,17135956,30421067,14718075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Huperzia_selago","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"640","Hylotelephium_anacampseros","",26522800,33146159,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"641","Hylotelephium_maximum","",0,0,667668138,406034366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Hylotelephium_telephium","",26522796,251752922,379035850,379040612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643","Hyoscyamus_niger","",693584079,0,312370130,379039108,312369858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Hypericum_hirsutum","",479278526,479278217,379035586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Hypericum_maculatum","",479278611,815826885,379035155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","Hypericum_montanum","",479278613,479278314,379035159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Hypericum_perforatum","",479278592,815826891,17135960,327204715,408902440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Hypericum_richeri","",259130512,479278253,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"649","Hypochaeris_maculata","",29243740,29423232,379034749,29243699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Hypochaeris_radicata","",307149589,29423239,41056406,29243707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","Hyssopus_officinalis","",385720772,0,669135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","Iberis_pinnata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","Ilex_aquifolium","",229915097,229915170,379037324,124358487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Impatiens_glandulifera","",442539666,0,733452135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Imperatoria_ostruthium","",848131665,0,379034069,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"656","Inula_conyza","",148578021,254527599,379034745,379040360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Inula_montana","",17224306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","Isatis_tinctoria","",525672681,108756512,399573314,886848824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","Jacobaea_erucifolia","",21425774,23323476,379033959,379040616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Jacobaea_incana","",37723356,37993642,0,37723990,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"661","Jacobaea_leucophylla","",37723356,37993642,0,37723990,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
"662","Jasione_montana","",78172563,89702146,89887733,197257868,183206501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","Juglans_nigra","",5834227,34016792,17135970,6010453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","Juglans_regia","",296280761,34016805,661916328,6010455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","Juncus_alpinoarticulatus","",57547549,38565347,359388507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","Juncus_arcticus","",57547533,70927682,359387540,371533566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","Juncus_articulatus","",57547546,38565348,379036426,760244285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","Juncus_bufonius","",432332837,38565352,607344796,607345064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Juncus_compressus","",62526605,38565355,379036650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","Juncus_effusus","",62526607,38565363,379036674,374975343,374411721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Juncus_filiformis","",57547517,38565364,379036114,379040876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","Juncus_inflexus","",0,61380772,379037450,379041878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","Juncus_jacquinii","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Juncus_trifidus","",62526606,38565358,459993690,66275550,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
"675","Juncus_triglumis","",57547537,38565343,359388533,379039260,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"676","Juniperus_communis","",359389540,307602515,386802327,386802079,56236589,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"677","Juniperus_communis_subsp._nana","",0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"678","Juniperus_sabina","",570339051,289547083,307602172,669206199,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"679","Kernera_saxatilis","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"680","Knautia_arvensis","",594615228,225055688,379034777,379039250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Knautia_dipsacifolia","",223587169,225055686,557836316,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","Koeleria_cenisia","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Koeleria_pyramidata","",85002205,119553731,57283803,119553597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Koeleria_vallesiana","",107857684,108863233,733451900,471184575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","Laburnum_alpinum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","Laburnum_anagyroides","",33112941,90903842,817992054,406034374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Lactuca_alpina","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","Lactuca_muralis","",3901076,0,817992156,379041854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","Lactuca_perennis","",3901054,571054390,0,111379033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","Lactuca_serriola","",571053894,262475097,817992056,264667048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","Lamium_amplexicaule","",449076117,351862658,3355769,352005250,6688489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Lamium_galeobdolon","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Lamium_garganicum","",449076121,351862688,3355773,352005262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Lamium_maculatum","",550600349,351862702,3355775,32811727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Lamium_purpureum","",449076114,351862696,3355777,335059914,335060108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Lappula_squarrosa","",399606288,296144066,578897926,402173121,24940189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Lapsana_communis","",307149596,0,817992064,607345076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Larix_decidua","",0,27462494,6683221,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"699","Laserpitium_gallicum","",211907711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Laserpitium_halleri","",211907715,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","Laserpitium_latifolium","",211907716,667668297,557836311,667667948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","Laserpitium_siler","",674781504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Lathyrus_heterophyllus","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","Lathyrus_latifolius","",807268747,807268865,685847204,21929960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Lathyrus_linifolius","",59799666,59859829,379037282,379038106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Lathyrus_ochraceus","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Lathyrus_pratensis","",440234439,440233740,41056410,440233892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Lathyrus_sphaericus","",440234456,440233752,399659499,440233908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Lathyrus_sylvestris","",440234460,440233754,484849399,379039590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Lathyrus_vernus","",440234470,440233762,0,701462325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Lavandula_angustifolia","",258588981,294999931,671544,294335279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","Leontodon_crispus","",91983009,93278217,0,29243716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Leontodon_hirtus","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","Leontodon_hispidus","",337730110,29423251,379033074,379037922,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"715","Leontopodium_brachyactis","Himaya",0,166407464,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"716","Leucanthemopsis_alpina","",695133261,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"717","Leucanthemum_adustum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","Leucanthemum_atratum","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","Leucanthemum_pallens","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Leucanthemum_vulgare","",156616958,261863616,41056413,315140637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","Ligustrum_vulgare","",164460239,15637301,108773701,335058825,335059314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","Lilium_bulbiferum","",3851562,0,7768629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","Lilium_martagon","",300836789,0,733452237,677282112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","Limodorum_abortivum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","Linaria_alpina","",393193072,379061173,557836597,156712581,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"726","Linaria_angustissima","",476006019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","Linaria_repens","",476006030,562744936,379033506,379039482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","Linaria_simplex","",393193111,379061251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Linum_alpinum","",0,0,557836417,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"730","Linum_catharticum","",224472418,674277786,237636962,379040786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","Linum_suffruticosum","",224472417,219552022,237637001,315064759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","Linum_usitatissimum_subsp._angustifolium","",224472414,219552024,237637007,406034036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Lithospermum_officinale","",601105919,239836073,578898062,601101235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","Lolium_perenne","",240017971,74133838,57283865,119553598,110915663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","Lomelosia_graminifolia","",223587194,225055710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","Lonicera_caerulea","",149207759,28172943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","Lonicera_etrusca","",209902252,0,0,34863530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","Lonicera_nigra","",163644808,308051850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","Lonicera_webbiana","Himaya",0,0,343188002,351585101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Lonicera_xylosteum","",163644830,308051852,733452056,315259906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Lotus_corniculatus","",391225683,302584569,817992108,379038808,11120585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Lotus_corniculatus_subsp._alpinus","",76365351,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"743","Lotus_corniculatus_subsp._delortii","",77176604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","Lotus_maritimus","",7341121,0,817992396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","Lunaria_annua","",525672696,0,404243881,406034394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","Lunaria_rediviva","",255761665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","Luzula_alpinopilosa","",226358797,259585068,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
"748","Luzula_campestris","",226358826,38565330,379037548,379040486,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"749","Luzula_lutea","",226358791,259585064,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"750","Luzula_luzulina","",226358854,259585108,30421691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","Luzula_multiflora","",259585115,33637495,379037078,379040958,21684900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","Luzula_nivea","",0,38565317,30421727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753","Luzula_pediformis","",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"754","Luzula_spicata","",226358809,38565326,459993906,675272435,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
"755","Luzula_sudetica","",62526599,38565333,30421721,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"756","Luzula_sylvatica","",226358795,33637496,557836370,379042286,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"757","Lychnis_flos-cuculi","",703623993,312182247,379036868,379041908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Lychnis_flos-jovis","",62870744,0,0,62870826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","Lycopus_europaeus","",42556306,294999937,379036300,58045265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Lysimachia_arvensis","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Lysimachia_nemorum","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","Lysimachia_vulgaris","",33334275,33334321,379036296,607345092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Lythrum_salicaria","",21303299,0,817992120,315140657,14718116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Macrosyringion_glutinosum","",402536078,0,0,402536056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","Maianthemum_bifolium","",343405414,22796684,519671008,313756552,499069367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","Malus_domestica","",6630880,400530342,817992124,69608714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Malus_sylvestris","",380855488,255683077,379062250,384598856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","Malva_alcea","",148576533,0,240253204,169798620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","Malva_moschata","",148576534,726966081,379036290,169798624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","Matricaria_discoidea","",11558324,4154140,342196459,21629807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","Medicago_lupulina","",298570049,298570122,41056421,469476534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","Medicago_minima","",298570050,298570123,667668084,300390523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","Medicago_monspeliaca","",30230676,0,0,295694653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Medicago_sativa","",410934465,298570124,11737,300390541,5679308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","Melampyrum_sylvaticum","",194307487,260080019,379035786,6650054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","Melica_ciliata","",346642370,346642418,685212182,685212410,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","Melica_nutans","",341872788,0,379037422,379041096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","Melica_uniflora","",0,119553735,57283805,379041226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Melilotus_albus","",85724127,297306051,313664306,295694667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","Melittis_melissophyllum","",537368602,357241246,379037218,379038716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","Mentha_aquatica","",685979060,53654114,316994990,340512891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","Mentha_arvensis","",530692908,53654115,379037216,379042154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","Mentha_longifolia","",56068933,53654123,671554,371754324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Mercurialis_perennis","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","Meum_athamanticum","",5852232,0,379031291,379038856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Micranthes_stellaris","",495021299,14248872,495021307,379038782,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"787","Microthlaspi_perfoliatum","",525672662,37195442,0,12002398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","Milium_effusum","",544582160,119553736,440577120,133917539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","Minuartia_laricifolia","",598699173,0,0,240266101,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"790","Minuartia_oreina","Caucasus",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"791","Minuartia_rostrata","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","Minuartia_rupestris","",62870720,239837507,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Minuartia_sedoides","",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
