"","PHLAWD Input Name","TNRS iPlant Taxonomy","GenBank Taxonomy ID","GenBank Taxonomy","ITS","trnTLF","rbcL","matK","atpB","Alps Phylogeny","TaxRef v.9","Alien Origin","Endemic","Regional","All Summits","LGM","Aiguille du plat de la Selle","Barre des Ecrins","la Meije","le Sirac","les Rouies","Olan","Mont Pelvoux","Occidentale.Ailefroide","Point Brevoort","Pointes de Burlan","Rocher de la Selle","Tour Choisy","Tete de la Muraillette","le Rateau","Signal de Lauvitel"
"67","Allium_victorialis","Allium_victorialis",88845,"Allium_victorialis_var__platyphyllum","NA","NA","313756389","313756606","NA",1,"Allium_victorialis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Alnus_viridis","Alnus_alnobetula",38784,"Alnus_alnobetula_subsp__sinuata","17065872","37720897","33113300","33113276","37729409",1,"Alnus_alnobetula","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Alnus_glutinosa","Alnus_glutinosa",3517,"Alnus_glutinosa","269137205","199600239","817991630","661916495","NA",1,"Alnus_glutinosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Alnus_incana","Alnus_incana",3516,"Alnus_incana","38045344","199600241","297535","661916497","NA",1,"Alnus_incana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Alopecurus_magellanicus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Alopecurus_magellanicus","North Eurasia",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"72","Alopecurus_myosuroides","Alopecurus_myosuroides",81473,"Alopecurus_myosuroides","855196486","6899872","387912168","387912228","NA",1,"Alopecurus_myosuroides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Alyssoides_utriculata","Alyssoides_utriculata",457762,"Alyssoides_utriculata","525672207","525672725","NA","NA","NA",1,"Alyssoides_utriculata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Alyssum_alpestre","Alyssum_alpestre",226019,"Alyssum_alpestre","525672208","525672728","NA","NA","NA",1,"Alyssum_alpestre","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Alyssum_alyssoides","Alyssum_alyssoides",169068,"Alyssum_alyssoides","525672212","525672739","NA","NA","NA",1,"Alyssum_alyssoides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Amelanchier_ovalis","Amelanchier_ovalis",1000415,"Amelanchier_ovalis","555685584","555685537","379062034","384598718","NA",1,"Amelanchier_ovalis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Herorchis_morio",NA,NA,NA,NA,NA,NA,NA,NA,0,"Anacamptis_morio","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Androsace_carnea",NA,NA,NA,NA,NA,NA,NA,NA,0,"Androsace_adfinis_subsp._puberula","",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"82","Androsace_helvetica","Androsace_helvetica",199610,"Androsace_helvetica","30526248","30526151","557836391","702066119","NA",1,"Androsace_helvetica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Androsace_maxima","Androsace_maxima",229449,"Androsace_maxima","30526282","30526128","NA","702066199","NA",1,"Androsace_maxima","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Androsace_obtusifolia","Androsace_obtusifolia",229450,"Androsace_obtusifolia","186920053","30526142","NA","702066121","NA",1,"Androsace_obtusifolia","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"121","Aretia_pubescens",NA,NA,NA,NA,NA,NA,NA,NA,0,"Androsace_pubescens","",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
"85","Androsace_vandellii","Androsace_vandellii",229460,"Androsace_vandellii","30526242","30526140","NA","702066075","NA",1,"Androsace_vandellii","",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"86","Androsace_vitaliana",NA,NA,NA,NA,NA,NA,NA,NA,0,"Androsace_vitaliana","",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1140","Pulsatilla_alpina","Anemone_alpina",470566,"Anemone_alpina","NA","NA","557836449","NA","NA",1,"Anemone_alpina","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Anemonoides_baldensis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Anemone_baldensis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1141","Pulsatilla_halleri","Pulsatilla_halleri",445228,"Pulsatilla_halleri_subsp__styriaca","NA","148373572","NA","NA","NA",1,"Anemone_halleri","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","Pulsatilla_halleri","Pulsatilla_halleri",445228,"Pulsatilla_halleri","257221019","NA","NA","NA","NA",1,"Anemone_halleri","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Hepatica_nobilis","Hepatica_nobilis",168011,"Hepatica_nobilis_var__japonica","NA","NA","NA","31339238","NA",1,"Anemone_hepatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Hepatica_nobilis","Hepatica_nobilis",168011,"Hepatica_nobilis_var__asiatica","NA","148287118","NA","NA","NA",1,"Anemone_hepatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","Hepatica_nobilis","Hepatica_nobilis",168011,"Hepatica_nobilis","257221015","NA","NA","NA","NA",1,"Anemone_hepatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","Pulsatilla_montana",NA,NA,NA,NA,NA,NA,NA,NA,0,"Anemone_montana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Anemone_narcissiflora","Anemone_narcissiflora",168002,"Anemone_narcissiflora","37542434","NA","557836447","NA","NA",1,"Anemone_narcissiflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Anemone_narcissiflora","Anemone_narcissiflora",168002,"Anemone_narcissiflora_subsp__sibirica","NA","260079476","NA","NA","NA",1,"Anemone_narcissiflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Anemonoides_ranunculoides",NA,NA,NA,NA,NA,NA,NA,NA,0,"Anemone_ranunculoides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","Pulsatilla_vernalis","Pulsatilla_vernalis",445233,"Pulsatilla_vernalis","NA","148373565","NA","NA","NA",1,"Anemone_vernalis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"91","Angelica_sylvestris","Angelica_sylvestris",54703,"Angelica_sylvestris","345452853","79676049","379037308","75758024","305671690",1,"Angelica_sylvestris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Bromus_sterilis","Bromus_sterilis",55777,"Bromus_sterilis","695614306","158634006","61378596","315259946","NA",1,"Anisantha_sterilis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Bromus_tectorum","Bromus_tectorum",29667,"Bromus_tectorum","564586121","158634005","341872983","564585916","NA",1,"Anisantha_tectorum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Antennaria_carpatica","Antennaria_carpatica",49050,"Antennaria_carpatica","223414513","NA","NA","NA","NA",1,"Antennaria_carpatica","",0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"93","Antennaria_dioica","Antennaria_dioica",49054,"Antennaria_dioica","223414512","317438828","379032538","308196094","NA",1,"Antennaria_dioica","",0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"94","Anthericum_liliago","Anthericum_liliago",51434,"Anthericum_liliago","NA","24181948","1518182","313756619","499069522",1,"Anthericum_liliago","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Anthoxanthum_odoratum","Anthoxanthum_odoratum",29661,"Anthoxanthum_odoratum","209962734","119553714","57283791","133917425","110915581",1,"Anthoxanthum_odoratum","",0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1
"96","Anthriscus_sylvestris","Anthriscus_sylvestris",48027,"Anthriscus_sylvestris","165911381","312182175","379037312","379042214","NA",1,"Anthriscus_sylvestris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Anthyllis_montana","Anthyllis_montana",168124,"Anthyllis_montana_subsp__jacquinii","19572710","NA","NA","NA","NA",1,"Anthyllis_montana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Anthyllis_vulneraria","Anthyllis_vulneraria",118891,"Anthyllis_vulneraria","NA","667668277","817991654","NA","NA",1,"Anthyllis_vulneraria","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Anthyllis_vulneraria","Anthyllis_vulneraria",118891,"Anthyllis_vulneraria_subsp__reuteri","28467446","NA","NA","NA","NA",1,"Anthyllis_vulneraria","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Anthyllis_vulneraria","Anthyllis_vulneraria",118891,"Anthyllis_vulneraria_subsp__lapponica","NA","NA","NA","23477675","NA",1,"Anthyllis_vulneraria","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Antirrhinum_majus","Antirrhinum_majus",4151,"Antirrhinum_majus_subsp__tortuosum","222137869","NA","NA","NA","NA",1,"Antirrhinum_majus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Antirrhinum_majus","Antirrhinum_majus",4151,"Antirrhinum_majus","NA","22795974","290486933","290488913","290490141",1,"Antirrhinum_majus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Aquilegia_vulgaris","Aquilegia_vulgaris",3451,"Aquilegia_vulgaris","211908984","NA","158323639","340513409","158602254",1,"Aquilegia_vulgaris","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Arabidopsis_thaliana","Arabidopsis_thaliana",3702,"Arabidopsis_thaliana","98283744","27461487","1928871","12002416","73658411",1,"Arabidopsis_thaliana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Arabis_allionii",NA,NA,NA,NA,NA,NA,NA,NA,0,"Arabis_allionii","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Arabis_auriculata","Arabis_auriculata",571350,"Arabis_auriculata","327397784","677278320","NA","NA","NA",1,"Arabis_auriculata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Arabis_caerulea","Arabis_caerulea",586519,"Arabis_caerulea","442093672","442093722","NA","NA","NA",1,"Arabis_caerulea","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Arabis_alpina","Arabis_alpina",50452,"Arabis_alpina","69196379","127951014","459991406","12002330","NA",1,"Arabis_caucasica","",0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
"109","Arabis_ciliata","Arabis_ciliata",571353,"Arabis_ciliata","677278124","677278389","NA","NA","NA",1,"Arabis_ciliata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Arabis_hirsuta","Arabis_hirsuta",78191,"Arabis_hirsuta","677278130","677278350","424949792","12002350","NA",1,"Arabis_ciliata_var._hirsuta","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Arabis_collina","Arabis_collina",571354,"Arabis_collina","312142316","677278415","NA","NA","NA",1,"Arabis_collina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Arabis_nova","Arabis_nova",571360,"Arabis_nova","442093675","442093725","NA","NA","NA",1,"Arabis_nova","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Arabis_sagittata","Arabis_sagittata",571369,"Arabis_sagittata","677278088","677278369","NA","NA","NA",1,"Arabis_sagittata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Arabis_soyeri","Arabis_soyeri",208901,"Arabis_soyeri_subsp__subcoriacea","6686537","NA","NA","NA","NA",1,"Arabis_soyeri","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Arabis_soyeri","Arabis_soyeri",208901,"Arabis_soyeri","NA","37548255","NA","NA","NA",1,"Arabis_soyeri","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Arctium_minus","Arctium_minus",143172,"Arctium_minus","910278991","60202354","500049495","379037986","NA",1,"Arctium_minus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Arctium_nemorosum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Arctium_nemorosum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Arctostaphylos_uva_ursi","Arctostaphylos_uva_ursi",84009,"Arctostaphylos_uva-ursi","4378594","226876642","545699013","33312244","6686865",1,"Arctostaphylos_uva-ursi","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Alsinanthus_biflorus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Arenaria_biflora","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"119","Arenaria_gothica",NA,NA,NA,NA,NA,NA,NA,NA,0,"Arenaria_gothica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Arenaria_serpyllifolia","Arenaria_serpyllifolia",254029,"Arenaria_serpyllifolia","38305429","239837480","817991676","607344964","NA",1,"Arenaria_serpyllifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Armeria_alpina","Armeria_alpina",71836,"Armeria_alpina","27904417","NA","NA","NA","NA",1,"Armeria_alpina","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"123","Armeria_arenaria","Armeria_arenaria",218559,"Armeria_arenaria_subsp__bilbilitana","27904420","NA","NA","NA","NA",1,"Armeria_arenaria","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"124","Armeria_arenaria","Armeria_arenaria",218559,"Armeria_arenaria","NA","NA","733451914","NA","NA",1,"Armeria_arenaria","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"125","Arnica_montana","Arnica_montana",436207,"Arnica_montana","295413450","NA","557836623","NA","NA",1,"Arnica_montana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Arrhenatherum_elatius","Arrhenatherum_elatius",52139,"Arrhenatherum_elatius","240017949","119553715","71056575","119553578","NA",1,"Arrhenatherum_elatius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Artemisia_absinthium","Artemisia_absinthium",72332,"Artemisia_absinthium_var__calcigena","290767677","NA","NA","NA","NA",1,"Artemisia_absinthium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Artemisia_absinthium","Artemisia_absinthium",72332,"Artemisia_absinthium","NA","564742883","379034101","379039408","NA",1,"Artemisia_absinthium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Artemisia_alba","Artemisia_alba",1227615,"Artemisia_alba","444745784","444745887","NA","NA","NA",1,"Artemisia_alba","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Artemisia_atrata","Artemisia_atrata",669120,"Artemisia_atrata","444745850","444745934","NA","NA","NA",1,"Artemisia_atrata","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Artemisia_campestris","Artemisia_campestris",72337,"Artemisia_campestris","NA","568218873","379031513","379038002","NA",1,"Artemisia_campestris","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Artemisia_campestris","Artemisia_campestris",72337,"Artemisia_campestris_subsp__caudata","332105561","NA","NA","NA","NA",1,"Artemisia_campestris","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Artemisia_genipi","Artemisia_genipi",223866,"Artemisia_genipi","30266786","NA","NA","NA","NA",1,"Artemisia_genipi","",1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"135","Artemisia_umbelliformis","Artemisia_umbelliformis",72355,"Artemisia_umbelliformis","30266796","NA","NA","NA","NA",1,"Artemisia_umbelliformis","",0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
"136","Artemisia_vulgaris","Artemisia_vulgaris",4220,"Artemisia_vulgaris__type_2_","4226012","NA","NA","NA","NA",1,"Artemisia_vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Artemisia_vulgaris","Artemisia_vulgaris",4220,"Artemisia_vulgaris","NA","444745873","817991686","379039414","NA",1,"Artemisia_vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Arum_maculatum","Arum_maculatum",4458,"Arum_maculatum","296033248","296033373","296033289","296033341","NA",1,"Arum_maculatum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Aruncus_dioicus","Aruncus_dioicus",32220,"Aruncus_dioicus","380840971","19032428","533003","17154790","NA",1,"Aruncus_dioicus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Asarum_europaeum","Asarum_europaeum",49456,"Asarum_europaeum","238558097","NA","NA","238558120","NA",1,"Asarum_europaeum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Asparagus_tenuifolius",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asparagus_tenuifolius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Asperugo_procumbens","Asperugo_procumbens",581244,"Asperugo_procumbens","399606279","601105958","399139375","402173108","NA",1,"Asperugo_procumbens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Asperula_cynanchica","Asperula_cynanchica",35891,"Asperula_cynanchica","NA","288190058","379034759","607344968","NA",1,"Asperula_cynanchica","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Galium_rubrum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asperula_purpurea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Asphodelus_albus","Asphodelus_albus",207931,"Asphodelus_albus","NA","697652552","37722349","NA","37720978",1,"Asphodelus_albus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Asphodelus_macrocarpus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asphodelus_macrocarpus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Asplenium_adiantum_nigrum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_adiantum-nigrum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"147","Asplenium_ceterach",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_ceterach","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Asplenium_exiguum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_exiguum","China",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Asplenium_ruta_muraria",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_ruta-muraria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Asplenium_septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_septentrionale","",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"152","Asplenium_trichomanes",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_trichomanes","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"149","Asplenium_ramosum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_viride","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"153","Asplenium_viride",NA,NA,NA,NA,NA,NA,NA,NA,0,"Asplenium_viride","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Aster_alpinus","Aster_alpinus",669631,"Aster_alpinus","749635613","390431481","NA","NA","NA",1,"Aster_alpinus","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"155","Astragalus_alpinus","Astragalus_alpinus",20403,"Astragalus_alpinus","325492651","260079530","817991696","60256609","NA",1,"Astragalus_alpinus","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"156","Astragalus_australis","Astragalus_australis",90161,"Astragalus_australis_var__glabriusculus","4680518","NA","NA","NA","NA",1,"Astragalus_australis","",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"157","Astragalus_australis","Astragalus_australis",90161,"Astragalus_australis_var__aboriginorum","NA","4927054","NA","NA","NA",1,"Astragalus_australis","",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"158","Astragalus_austriacus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_austriacus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","Astragalus_cicer","Astragalus_cicer",20410,"Astragalus_cicer","429139010","667668263","667668060","700370121","NA",1,"Astragalus_cicer","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Astragalus_danicus","Astragalus_danicus",512688,"Astragalus_danicus","NA","667668264","667668064","667667880","NA",1,"Astragalus_danicus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","Astragalus_depressus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_depressus","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"162","Astragalus_glycyphyllos","Astragalus_glycyphyllos",83862,"Astragalus_glycyphyllos","NA","NA","379033869","379039736","NA",1,"Astragalus_glycyphyllos","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","Phaca_hypoglottis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_hypoglottis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Astragalus_monspessulanus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_monspessulanus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Astragalus_onobrychis","Astragalus_onobrychis",1091133,"Astragalus_onobrychis","NA","NA","NA","577860087","NA",1,"Astragalus_onobrychis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Astragalus_penduliflorus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_penduliflorus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Astragalus_sempervirens",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_sempervirens","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Astragalus_stella",NA,NA,NA,NA,NA,NA,NA,NA,0,"Astragalus_stella","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Astragalus_vesicarius","Astragalus_vesicarius",713681,"Astragalus_vesicarius_subsp__carniolicus","284813091","NA","NA","NA","NA",1,"Astragalus_vesicarius","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Astrantia_major","Astrantia_major",52448,"Astrantia_major_subsp__involucrata","NA","NA","NA","2281142","NA",1,"Astrantia_major_subsp._involucrata","",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"170","Astrantia_major","Astrantia_major",52448,"Astrantia_major","3075425","NA","557836359","NA","NA",1,"Astrantia_major_subsp._involucrata","",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"171","Athamanta_cretensis","Athamanta_cretensis",109084,"Athamanta_cretensis","6648830","NA","557836294","NA","NA",1,"Athamanta_cretensis","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"172","Athyrium_alpestre",NA,NA,NA,NA,NA,NA,NA,NA,0,"Athyrium_distentifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","Athyrium_filix_femina",NA,NA,NA,NA,NA,NA,NA,NA,0,"Athyrium_filix-femina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1338","Silene_armeria","Silene_armeria",39866,"Silene_armeria","1403630","NA","255755671","NA","NA",1,"Atocion_armeria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Atocion_rupestre","Atocion_rupestre",39910,"Atocion_rupestre","211954114","148608542","541049878","156125859","NA",1,"Atocion_rupestre","",0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"176","Atropa_belladonna","Atropa_belladonna",33113,"Atropa_belladonna","19743573","190614059","817991700","47057131","312369840",1,"Atropa_belladonna","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Deschampsia_flexuosa","Avenella_flexuosa",29672,"Avenella_flexuosa","37359492","37359559","379034233","110915937","110915587",1,"Avenella_flexuosa","",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"668","Helictotrichon_pubescens","Helictotrichon_pubescens",87471,"Helictotrichon_pubescens","4185971","108863223","379032806","119553594","NA",1,"Avenula_pubescens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Barbarea_intermedia","Barbarea_intermedia",264400,"Barbarea_intermedia","NA","NA","733452042","NA","NA",1,"Barbarea_intermedia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Barbarea_vulgaris","Barbarea_vulgaris",50459,"Barbarea_vulgaris","6687078","27461488","379036052","12002334","NA",1,"Barbarea_vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Bartsia_alpina","Bartsia_alpina",46052,"Bartsia_alpina","273464275","166204008","10441745","57229638","NA",1,"Bartsia_alpina","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"180","Bellardiochloa_variegata","Bellardiochloa_variegata",368336,"Bellardiochloa_variegata","209887665","NA","NA","110915943","110915593",1,"Bellardiochloa_variegata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Bellidiastrum_michelii","Aster_bellidiastrum",191233,"Aster_bellidiastrum","20136725","NA","557836626","NA","NA",1,"Bellidiastrum_michelii","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Berardia_subacaulis","Berardia_subacaulis",143176,"Berardia_subacaulis","60614748","60202358","500049508","17220838","NA",1,"Berardia_lanuginosa","",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"183","Berberis_vulgaris","Berberis_vulgaris",258209,"Berberis_vulgaris","145025207","555685567","667668216","408004196","NA",1,"Berberis_vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
