"","summit","ntaxa","obs","rand.mean","rand.sd","obs.rank","obs.z","obs.p","runs","slice","metric"
"48","Olan",3,191.417728,112.66026039306,76.8865083391123,832.5,1.02433403867914,0.8325,999,100,"mntd"
"49","Pelvoux",2,504.46936,158.728463167167,152.538108600216,930.5,2.26658701884771,0.9305,999,100,"mntd"
"50","Persistent",4,32.790858,98.60712988989,59.9942514520094,90,-1.09704297156766,0.09,999,100,"mntd"
"51","Plat de la Selle",3,31.320268,114.480465797131,81.5473567253509,109,-1.01977796873554,0.109,999,100,"mntd"
"52","Rateau",3,29.297908,116.370057632299,83.6330935341322,87,-1.04112075678228,0.087,999,100,"mntd"
"53","Rocher de la Selle",4,148.090771,97.5328996716717,59.4915956080494,751,0.849832162200197,0.751,999,100,"mntd"
"54","Rouies",2,34.891912,163.656912700701,153.843103347338,205.5,-0.836989100577244,0.2055,999,100,"mntd"
"55","Sirac",1,NA,NA,NA,NA,NA,NA,999,100,"mntd"
"56","Summits",6,109.850026333333,85.8841891264599,42.0026911939225,639,0.570578611171019,0.639,999,100,"mntd"
"57","Under Ice",3,29.297908,116.017177628295,81.5023085983143,73,-1.06400997860923,0.073,999,100,"mntd"
"58","Barre des Ecrins",1,NA,NA,NA,NA,NA,NA,999,90,"mntd"
"59","Brevoort",1,NA,NA,NA,NA,NA,NA,999,90,"mntd"
"60","Burlan",1,NA,NA,NA,NA,NA,NA,999,90,"mntd"
"61","Choisy",2,54.891912,157.902581405405,134.639594574271,267.5,-0.765084518644937,0.2675,999,90,"mntd"
"62","Ecrins NP",52,40.3715412692308,40.3715412692308,0,500.5,NA,0.5005,999,90,"mntd"
"63","La Meije",2,54.891912,167.44881750951,144.454484033614,255.5,-0.779185957864194,0.2555,999,90,"mntd"
"64","Lauvitel",2,57.202628,162.477345913914,142.759444350408,305.5,-0.737427344249907,0.3055,999,90,"mntd"
"65","Muraillette",2,54.8919120000001,160.89963202002,140.06072714635,275.5,-0.756869696308606,0.2755,999,90,"mntd"
"66","Occidentale Ailefroide",1,NA,NA,NA,NA,NA,NA,999,90,"mntd"
"67","Olan",3,211.417728,117.324378980981,73.7158112258627,885,1.27643374541074,0.885,999,90,"mntd"
"68","Pelvoux",2,524.46936,169.655893087087,147.323437365318,940,2.40839796612321,0.94,999,90,"mntd"
"69","Persistent",4,52.790858,105.44790555005,54.6202183411258,130.5,-0.964057800376869,0.1305,999,90,"mntd"
"70","Plat de la Selle",3,51.320268,118.993812774108,70.0936478093577,168.5,-0.965473290221213,0.1685,999,90,"mntd"
"71","Rateau",3,49.297908,117.264465532199,72.6128605727433,127,-0.936012670429231,0.127,999,90,"mntd"
"72","Rocher de la Selle",4,168.090771,105.496363662663,54.4543071662157,827,1.14948496445423,0.827,999,90,"mntd"
"73","Rouies",2,54.891912,165.600988636637,140.332627575398,254.5,-0.788904751157421,0.2545,999,90,"mntd"
"74","Sirac",1,NA,NA,NA,NA,NA,NA,999,90,"mntd"
"75","Summits",6,129.850026333333,93.4448773933935,40.590370525097,737,0.896891269258816,0.737,999,90,"mntd"
"76","Under Ice",3,49.297908,115.547078908242,68.9835317048506,121.5,-0.960362122248132,0.1215,999,90,"mntd"
"77","Barre des Ecrins",1,NA,NA,NA,NA,NA,NA,999,80,"mntd"
"78","Brevoort",1,NA,NA,NA,NA,NA,NA,999,80,"mntd"
"79","Burlan",1,NA,NA,NA,NA,NA,NA,999,80,"mntd"
"80","Choisy",2,74.891912,175.181347625626,137.984883434697,287.5,-0.726814656281451,0.2875,999,80,"mntd"
"81","Ecrins NP",63,44.4893935873017,44.4893935873017,0,500.5,NA,0.5005,999,80,"mntd"
"82","La Meije",2,74.891912,179.758428324324,135.978890624862,262.5,-0.771197028027166,0.2625,999,80,"mntd"
"83","Lauvitel",3,32.7336226666667,130.614968460461,69.6790918512739,8,-1.40474485521017,0.008,999,80,"mntd"
"84","Muraillette",3,31.9633840000001,130.415402925592,67.1314613567326,1.5,-1.46655557522313,0.0015,999,80,"mntd"
"85","Occidentale Ailefroide",1,NA,NA,NA,NA,NA,NA,999,80,"mntd"
"86","Olan",4,160.089878,119.127147262763,52.9917710865355,833,0.77300173021855,0.833,999,80,"mntd"
"87","Pelvoux",2,544.46936,175.789517091091,136.0025937084,953.5,2.71082949858578,0.9535,999,80,"mntd"
"88","Persistent",5,47.4539520000001,113.710795767367,45.7449181344151,15,-1.44839790887112,0.015,999,80,"mntd"
"89","Plat de la Selle",3,71.3202680000001,136.24758055322,75.1007810262099,171,-0.864535783330409,0.171,999,80,"mntd"
"90","Rateau",3,69.297908,129.753038335002,71.1758483143942,152,-0.849377025588266,0.152,999,80,"mntd"
"91","Rocher de la Selle",5,139.6938824,112.230358073674,45.8292367225412,772,0.599257729134693,0.772,999,80,"mntd"
"92","Rouies",2,74.891912,165.427407213213,122.574407068479,296.5,-0.73861662787921,0.2965,999,80,"mntd"
"93","Sirac",1,NA,NA,NA,NA,NA,NA,999,80,"mntd"
"94","Summits",7,120.743783714286,103.487673210353,35.4749352193267,714,0.486431064559953,0.714,999,80,"mntd"
"95","Under Ice",3,69.297908,131.9464583003,69.0556715467112,151,-0.907218029990819,0.151,999,80,"mntd"
"96","Barre des Ecrins",1,NA,NA,NA,NA,NA,NA,999,70,"mntd"
"97","Brevoort",1,NA,NA,NA,NA,NA,NA,999,70,"mntd"
"98","Burlan",2,94.8919120000001,179.511911425425,125.894899907406,329.5,-0.672147954267109,0.3295,999,70,"mntd"
"99","Choisy",2,94.891912,181.245857717718,126.996417223554,327,-0.679971511052219,0.327,999,70,"mntd"
"100","Ecrins NP",81,44.8711033086421,44.8711033086421,0,500.5,NA,0.5005,999,70,"mntd"
"101","La Meije",2,94.891912,180.850535977978,131.009848332361,326,-0.656123376006879,0.326,999,70,"mntd"
"102","Lauvitel",4,63.2731950000001,132.024006335836,51.667014050434,26,-1.33065191785083,0.026,999,70,"mntd"
"103","Muraillette",4,16.1858770000001,129.749053058559,50.6423253088734,1,-2.24245579889793,0.001,999,70,"mntd"
"104","Occidentale Ailefroide",1,NA,NA,NA,NA,NA,NA,999,70,"mntd"
"105","Olan",5,162.6215,123.354314203403,42.6077423031909,838,0.921597429809272,0.838,999,70,"mntd"
"106","Pelvoux",3,251.417728,143.235703336003,64.5404356091495,932.5,1.67618987450188,0.9325,999,70,"mntd"
"107","Persistent",8,47.9818380000001,111.196619177928,32.9267199212598,5,-1.91986269294659,0.005,999,70,"mntd"
"108","Plat de la Selle",3,91.320268,140.784234351685,64.0568400905808,214,-0.772188673086895,0.214,999,70,"mntd"
"109","Rateau",5,90.249624,122.583749581181,42.0321447283184,203,-0.769271370523158,0.203,999,70,"mntd"
"110","Rocher de la Selle",6,148.714893666667,116.333372444445,36.7076385157253,831,0.882146673868716,0.831,999,70,"mntd"
"111","Rouies",2,94.891912,192.533510482483,135.022746053389,292.5,-0.723149256969445,0.2925,999,70,"mntd"
"112","Sirac",2,94.8919120000001,188.768839661662,128.556920515897,316,-0.73023628199038,0.316,999,70,"mntd"
"113","Summits",10,103.179143,105.791470757758,28.2012257268182,574,-0.0926317098080444,0.574,999,70,"mntd"
"114","Under Ice",6,73.137003,119.792008307307,39.3855374255409,72,-1.18457201188405,0.072,999,70,"mntd"
"115","Barre des Ecrins",1,NA,NA,NA,NA,NA,NA,999,60,"mntd"
"116","Brevoort",1,NA,NA,NA,NA,NA,NA,999,60,"mntd"
"117","Burlan",2,114.891912,195.359320550551,114.107926686047,313,-0.705186842733071,0.313,999,60,"mntd"
"118","Choisy",2,114.891912,204.731329265265,123.804642913996,290,-0.725654669733788,0.29,999,60,"mntd"
"119","Ecrins NP",94,51.3456284468086,51.3456284468086,0,500.5,NA,0.5005,999,60,"mntd"
"120","La Meije",2,114.891912,208.38874998999,127.37362566955,282.5,-0.73403608869981,0.2825,999,60,"mntd"
"121","Lauvitel",4,83.2731950000001,148.862057936437,50.8118852986513,49,-1.29081734619631,0.049,999,60,"mntd"
"122","Muraillette",4,36.1858770000001,148.90990220971,52.2033991750482,1,-2.15932347301225,0.001,999,60,"mntd"
"123","Occidentale Ailefroide",1,NA,NA,NA,NA,NA,NA,999,60,"mntd"
"124","Olan",6,143.164284333333,134.766992681014,38.3737105127444,748,0.218829285469544,0.748,999,60,"mntd"
"125","Pelvoux",3,271.417728,164.865953115783,65.3705852525612,930,1.62996513604019,0.93,999,60,"mntd"
"126","Persistent",9,54.4147677777778,123.266871788678,29.4684356028971,1,-2.33646960221162,0.001,999,60,"mntd"
"127","Plat de la Selle",4,111.9451885,147.205042760761,48.8945263330893,204,-0.721141135933221,0.204,999,60,"mntd"
"128","Rateau",5,110.249624,140.653560615015,42.3377719714845,214,-0.71812793161371,0.214,999,60,"mntd"
"129","Rocher de la Selle",8,131.36469125,128.18292008959,31.5134452317854,646,0.100965512878965,0.646,999,60,"mntd"
"130","Rouies",2,114.891912,202.890765647648,119.117063367957,282.5,-0.73875942841049,0.2825,999,60,"mntd"
"131","Sirac",3,58.1966893333334,163.306134638639,62.1535393906901,14,-1.6911256597086,0.014,999,60,"mntd"
"132","Summits",12,105.868299833333,115.463656222055,24.4396418740538,396,-0.39261444329546,0.396,999,60,"mntd"
"133","Under Ice",6,93.137003,135.074030115449,37.8871175868766,94,-1.10689410508164,0.094,999,60,"mntd"
"134","Barre des Ecrins",2,282.84336,222.770007067067,119.278523245411,728,0.503639308220929,0.728,999,50,"mntd"
"135","Brevoort",1,NA,NA,NA,NA,NA,NA,999,50,"mntd"
"136","Burlan",3,184.209061333333,179.927097015682,60.0486056479728,599.5,0.0713083055209213,0.5995,999,50,"mntd"
"137","Choisy",2,134.891912,216.868136254254,109.575294113478,289,-0.748126892266047,0.289,999,50,"mntd"
"138","Ecrins NP",123,49.3724690569107,49.3724690569107,0,500.5,NA,0.5005,999,50,"mntd"
"139","La Meije",2,134.891912,219.300955683684,118.444941356156,292,-0.71264372051037,0.292,999,50,"mntd"
"140","Lauvitel",9,67.4499635555556,134.977394296519,29.6684534332371,5,-2.27606844734661,0.005,999,50,"mntd"
"141","Muraillette",7,100.53394,142.810967656514,33.1963842303357,61,-1.27354314744555,0.061,999,50,"mntd"
"142","Occidentale Ailefroide",2,282.84336,217.698897657658,115.019896205133,745.5,0.566375596672074,0.7455,999,50,"mntd"
"143","Olan",8,125.85692525,138.798124370621,31.6775873422342,370,-0.40852855935044,0.37,999,50,"mntd"
"144","Pelvoux",4,289.274136,164.93699698999,47.5105016367022,966,2.61704538421372,0.966,999,50,"mntd"
"145","Persistent",15,67.4507538666667,117.751640359693,22.7960201349709,3,-2.20656440006652,0.003,999,50,"mntd"
"146","Plat de la Selle",4,131.9451885,164.836005998499,48.4750056625083,213,-0.678510854181026,0.213,999,50,"mntd"
"147","Rateau",8,71.5139585000001,139.769134262262,31.6242550808205,3,-2.15831726590321,0.003,999,50,"mntd"
"148","Rocher de la Selle",12,118.479862,124.978847372372,25.8530142093771,444,-0.251382114276453,0.444,999,50,"mntd"
"149","Rouies",2,134.891912,218.725514106106,118.023692263861,294,-0.710311637418383,0.294,999,50,"mntd"
"150","Sirac",5,82.0854560000001,152.258785113113,40.3986159590473,18,-1.73702309960938,0.018,999,50,"mntd"
"151","Summits",18,102.913777555556,112.419978256479,19.9616963295984,354,-0.476222087740497,0.354,999,50,"mntd"
"152","Under Ice",9,66.6317295555556,132.667997346903,29.942970674501,5,-2.20540134474976,0.005,999,50,"mntd"
"153","Barre des Ecrins",2,302.84336,233.340347695696,117.961467926443,768.5,0.589200978302883,0.7685,999,40,"mntd"
"154","Brevoort",1,NA,NA,NA,NA,NA,NA,999,40,"mntd"
"155","Burlan",3,204.209061333333,196.223459767101,62.1070908802708,602,0.128577936159132,0.602,999,40,"mntd"
"156","Choisy",2,154.891912,241.842723913914,124.349566164976,285,-0.699244996147035,0.285,999,40,"mntd"
"157","Ecrins NP",155,46.7458258580646,46.7458258580646,0,500.5,NA,0.5005,999,40,"mntd"
"158","La Meije",3,155.662150666667,200.766506968302,67.2097358480373,285.5,-0.671098550418602,0.2855,999,40,"mntd"
"159","Lauvitel",11,98.2763194545455,146.861662251888,29.6152472597638,30,-1.64055165135671,0.03,999,40,"mntd"
"160","Muraillette",8,117.83243275,157.227934894895,34.1833404847227,109,-1.1524766622063,0.109,999,40,"mntd"
"161","Occidentale Ailefroide",3,166.895708,196.701607138472,64.2038977658257,339.5,-0.464238156492997,0.3395,999,40,"mntd"
"162","Olan",10,146.0845244,149.293954264264,31.5357511763055,507,-0.101771156371746,0.507,999,40,"mntd"
"163","Pelvoux",4,309.274136,185.509077904905,54.0725083402248,952.5,2.28887214398052,0.9525,999,40,"mntd"
"164","Persistent",18,85.5388522222223,128.054433842732,21.5396708003889,19,-1.97382689895808,0.019,999,40,"mntd"
"165","Plat de la Selle",4,151.9451885,181.151649066066,50.6024578095061,254,-0.577174742697566,0.254,999,40,"mntd"
"166","Rateau",10,98.8236178000001,149.304608760561,31.6666542058571,30,-1.59413718394106,0.03,999,40,"mntd"
"167","Rocher de la Selle",14,139.696299,138.038925713428,26.260410737162,556,0.0631129993799702,0.556,999,40,"mntd"
"168","Rouies",2,154.891912,239.616747115115,122.715094804016,268.5,-0.690419016914149,0.2685,999,40,"mntd"
"169","Sirac",6,101.558193666667,169.298640161161,42.1117310625275,32,-1.60858850456452,0.032,999,40,"mntd"
"170","Summits",22,107.578633090909,120.79907741942,19.4915363524586,267,-0.67826589394749,0.267,999,40,"mntd"
"171","Under Ice",11,94.1645523636364,144.798595502958,29.0100907399993,28,-1.74539416622736,0.028,999,40,"mntd"
"172","Barre des Ecrins",4,118.0230925,196.257545221221,55.627614093284,73,-1.40639597790455,0.073,999,30,"mntd"
"173","Brevoort",1,NA,NA,NA,NA,NA,NA,999,30,"mntd"
"174","Burlan",4,211.343793,198.209311298298,55.6577271153243,665,0.235986670359115,0.665,999,30,"mntd"
"175","Choisy",2,174.891912,248.304653269269,124.747549290726,321.5,-0.588490448803765,0.3215,999,30,"mntd"
"176","Ecrins NP",213,44.7343323661973,44.7343323661973,0,500.5,NA,0.5005,999,30,"mntd"
"177","La Meije",4,147.484576,196.206797390891,53.3328683710897,139,-0.913549615443183,0.139,999,30,"mntd"
"178","Lauvitel",15,79.8340988000001,144.2745307661,26.2343522462313,5,-2.45633783374074,0.005,999,30,"mntd"
"179","Muraillette",8,137.83243275,168.270347314064,37.7625979197567,205,-0.806033383316024,0.205,999,30,"mntd"
"180","Occidentale Ailefroide",6,136.689206333333,179.212049488489,42.0240106706243,132,-1.01187017794281,0.132,999,30,"mntd"
"181","Olan",12,141.242955666667,153.249767621455,31.2306069350225,383,-0.384456567871676,0.383,999,30,"mntd"
"182","Pelvoux",5,329.3425408,185.657762149349,47.2342162054692,1000,3.04196385996161,1,999,30,"mntd"
"183","Persistent",25,80.3234656000001,120.600657115436,17.9945207490798,10,-2.23830309665208,0.01,999,30,"mntd"
"184","Plat de la Selle",6,181.099281333333,181.271009113781,43.8920781540879,524,-0.00391250056204419,0.524,999,30,"mntd"
"185","Rateau",15,95.3492368000001,142.245125924858,26.2966907793312,28,-1.78333804501811,0.028,999,30,"mntd"
"186","Rocher de la Selle",22,120.023270818182,125.48678946219,20.695102309395,406,-0.264000562177814,0.406,999,30,"mntd"
"187","Rouies",3,137.578558666667,207.096129181849,63.9511314690036,75,-1.08704207288148,0.075,999,30,"mntd"
"188","Sirac",11,72.5810107272728,154.205578722723,31.4533880075976,4,-2.59509620953181,0.004,999,30,"mntd"
"189","Summits",34,93.3370169411765,106.281449659719,15.0560162295611,211,-0.859751512031908,0.211,999,30,"mntd"
"190","Under Ice",17,98.8089256470589,137.352961844668,25.2892508158324,65,-1.52412724593165,0.065,999,30,"mntd"
"191","Barre des Ecrins",5,149.3968564,194.556431669269,46.0636084177515,147,-0.980374243800366,0.147,999,20,"mntd"
"192","Brevoort",1,NA,NA,NA,NA,NA,NA,999,20,"mntd"
"193","Burlan",6,158.732673666667,188.651674095095,43.4323489262322,246,-0.688864433264811,0.246,999,20,"mntd"
"194","Choisy",2,194.891912,259.0673563003,117.559927742798,361,-0.545895574559264,0.361,999,20,"mntd"
"195","Ecrins NP",319,38.4320563009405,38.4320563009405,0,500.5,NA,0.5005,999,20,"mntd"
"196","La Meije",5,119.0841908,194.773853726527,44.9917556923608,42,-1.68230071847092,0.042,999,20,"mntd"
"197","Lauvitel",19,90.8217795789474,134.306970911122,23.7656146912762,27,-1.82975243422324,0.027,999,20,"mntd"
"198","Muraillette",14,114.506920285714,148.41216557529,28.37950704232,100,-1.19470874666763,0.1,999,20,"mntd"
"199","Occidentale Ailefroide",8,125.9108345,175.500408311311,38.0916020019483,90,-1.3018505708627,0.09,999,20,"mntd"
"200","Olan",17,135.889338705882,140.792881872696,24.7298975675683,419,-0.198284006369866,0.419,999,20,"mntd"
"201","Pelvoux",7,298.734380857143,179.753449531246,40.7156135887326,998,2.92224335675549,0.998,999,20,"mntd"
"202","Persistent",41,61.508240195122,100.140869375961,13.6218852035042,2,-2.83607067624539,0.002,999,20,"mntd"
"203","Plat de la Selle",7,197.049378571429,181.289953731446,38.7666616516202,695,0.406520039863276,0.695,999,20,"mntd"
"204","Rateau",22,93.7865863636364,129.49284737492,21.143494730308,42,-1.68875871594212,0.042,999,20,"mntd"
"205","Rocher de la Selle",37,92.5284146486487,104.859906332873,15.528027526066,212,-0.794144115440585,0.212,999,20,"mntd"
"206","Rouies",3,157.578558666667,221.418444750083,64.2597606561804,97,-0.993465979821957,0.097,999,20,"mntd"
"207","Sirac",19,88.8687673684211,135.493891536589,24.2571442907587,22,-1.9221192572916,0.022,999,20,"mntd"
"208","Summits",54,75.7292384074075,88.9320331367665,11.4003910197397,131,-1.15810016573102,0.131,999,20,"mntd"
"209","Under Ice",27,81.5861248148149,118.45639654232,19.021759693809,28,-1.93832076111788,0.028,999,20,"mntd"
"210","Barre des Ecrins",14,117.053224142857,151.12279449521,28.5578753959651,107,-1.19300087558915,0.107,999,10,"mntd"
"211","Brevoort",6,160.574657,195.973842293627,43.4072431472423,201,-0.815513327431298,0.201,999,10,"mntd"
"212","Burlan",12,148.484652,160.675764118285,30.4531639627548,367,-0.400323333667238,0.367,999,10,"mntd"
"213","Choisy",8,103.58384825,178.243495697448,38.3126701261637,16,-1.94869340094525,0.016,999,10,"mntd"
"214","Ecrins NP",557,29.70680810772,29.70680810772,0,500.5,NA,0.5005,999,10,"mntd"
"215","La Meije",14,84.9564021428571,151.350397949235,28.2086752676416,6,-2.35367294551896,0.006,999,10,"mntd"
"216","Lauvitel",41,66.6686057073171,102.724030044923,13.8869882697039,5,-2.59634584816817,0.005,999,10,"mntd"
"217","Muraillette",27,77.3194220000001,120.547451657584,18.6563646525167,9,-2.31706607705871,0.009,999,10,"mntd"
"218","Occidentale Ailefroide",12,129.003918166667,159.862965288956,29.8642234124083,150,-1.03331155463655,0.15,999,10,"mntd"
"219","Olan",30,122.973832933333,115.452113971438,18.0212360206821,666,0.417380858519521,0.666,999,10,"mntd"
"220","Pelvoux",10,261.912366,169.517586473073,33.8377152768347,997,2.73052653735698,0.997,999,10,"mntd"
"221","Persistent",73,57.4403120000001,80.3854595771114,8.38568871221698,1,-2.73622696531567,0.001,999,10,"mntd"
"222","Plat de la Selle",12,102.193224166667,158.44401755639,30.6933488919705,28,-1.83267044556479,0.028,999,10,"mntd"
"223","Rateau",40,76.1232121000001,102.685407244545,13.7388668539365,29,-1.93336142106464,0.029,999,10,"mntd"
"224","Rocher de la Selle",67,79.3969361194031,83.3836129690886,8.82126220201775,334,-0.451939502350764,0.334,999,10,"mntd"
"225","Rouies",14,88.284242,150.794983152295,27.6368323386823,10,-2.26186345765832,0.01,999,10,"mntd"
"226","Sirac",34,76.4438292941177,109.419107567273,15.4624296318309,11,-2.1326065216344,0.011,999,10,"mntd"
"227","Summits",93,65.1107184086022,72.4792780402123,7.06068399542533,152,-1.04360422253485,0.152,999,10,"mntd"
"228","Under Ice",45,74.8290085333334,98.7575159989323,13.2179116533054,36,-1.81030922987106,0.036,999,10,"mntd"
"229","Barre des Ecrins",19,97.3583416842106,138.512809860914,23.2887667313931,32,-1.76713815082476,0.032,999,5,"mntd"
"230","Brevoort",8,136.964797,184.728225277027,36.8771435675616,95,-1.29520411985058,0.095,999,5,"mntd"
"231","Burlan",17,97.0994980000001,145.364606716835,24.9236383202636,24,-1.93651938359231,0.024,999,5,"mntd"
"232","Choisy",11,123.071325454545,166.611664693967,30.8319263231063,71,-1.41218355230665,0.071,999,5,"mntd"
"233","Ecrins NP",752,25.8479078776597,25.8479078776597,0,500.5,NA,0.5005,999,5,"mntd"
"234","La Meije",19,82.236588,138.569542997313,22.8705561227451,2,-2.46312134672096,0.002,999,5,"mntd"
"235","Lauvitel",57,51.7974980000001,92.1751505902043,10.893351006956,1,-3.70663284093395,0.001,999,5,"mntd"
"236","Muraillette",35,68.5446606285715,111.01475469521,15.3832421831593,5,-2.76080253830574,0.005,999,5,"mntd"
"237","Occidentale Ailefroide",16,132.5810275,146.783362239114,26.0188921546318,307,-0.545847019723545,0.307,999,5,"mntd"
"238","Olan",38,104.988054894737,106.995054729677,14.3963524693046,453,-0.139410301270372,0.453,999,5,"mntd"
"239","Pelvoux",13,210.318113076923,157.488917071533,28.7267647905161,959,1.83902351659283,0.959,999,5,"mntd"
"240","Persistent",97,54.6954500206186,73.694910888373,6.74571032876056,1,-2.81652486421623,0.001,999,5,"mntd"
"241","Plat de la Selle",17,98.9463900000001,145.164749059177,25.0441148725456,30,-1.8454778415764,0.03,999,5,"mntd"
"242","Rateau",55,63.727740909091,93.2970986207299,11.20321370422,1,-2.63936389078259,0.001,999,5,"mntd"
"243","Rocher de la Selle",89,64.7295597303372,76.2657512362701,7.4908193759677,58,-1.5400440094636,0.058,999,5,"mntd"
"244","Rouies",21,84.793716952381,133.940485973211,21.9082739992568,6,-2.24329716811546,0.006,999,5,"mntd"
"245","Sirac",44,67.5090965454546,101.834331596096,13.2988916401123,5,-2.58105983412251,0.005,999,5,"mntd"
"246","Summits",124,59.0287060483872,66.487127895347,5.68952019610064,106,-1.31090524154771,0.106,999,5,"mntd"
"247","Under Ice",58,64.2866218620691,91.1002827914812,10.6143778588168,4,-2.5261641601669,0.004,999,5,"mntd"
"248","Barre des Ecrins",23,79.4872889565218,128.272347841494,20.2292248770239,3,-2.41161286117202,0.003,999,4,"mntd"
"249","Brevoort",8,138.964797,183.75127966016,37.1209953772786,105,-1.20650004680568,0.105,999,4,"mntd"
"250","Burlan",21,97.0444028571429,132.554299799133,21.8341379347476,45,-1.62634755940961,0.045,999,4,"mntd"
"251","Choisy",12,120.8433225,162.300457968302,30.6311281013171,75,-1.35343155926794,0.075,999,4,"mntd"
"252","Ecrins NP",807,25.1661017819084,25.1661017819084,0,500.5,NA,0.5005,999,4,"mntd"
"253","La Meije",21,74.8791176190476,134.286482763621,22.9095003613143,3,-2.59313229043137,0.003,999,4,"mntd"
"254","Lauvitel",63,52.4179287619048,88.0211505914804,10.1702670811118,1,-3.5007165048495,0.001,999,4,"mntd"
"255","Muraillette",42,61.7174030000001,103.539006066447,13.7274165962156,1,-3.04657491621379,0.001,999,4,"mntd"
"256","Occidentale Ailefroide",18,116.514314555556,141.071671165165,24.1097342958206,146,-1.01856604093171,0.146,999,4,"mntd"
"257","Olan",40,107.2274507,105.63952029985,13.9358977326944,567,0.113945325274937,0.567,999,4,"mntd"
"258","Pelvoux",14,202.776870857143,153.508308094523,28.8622024025693,941,1.70702713796484,0.941,999,4,"mntd"
"259","Persistent",108,51.1051507222223,70.2780945930746,6.56604861292832,4,-2.92001247646895,0.004,999,4,"mntd"
"260","Plat de la Selle",19,100.837296526316,137.901291913809,22.4449894922837,42,-1.65132602981324,0.042,999,4,"mntd"
