input_name,accepted_name,name_class,ncbi_id
Crepis conyzifolia,Crepis conyzifolia,scientific name,268015
Crepis foetida,Crepis foetida,scientific name,268017
Crepis nicaeensis,Crepis nicaeensis,scientific name,268024
Crepis paludosa,Crepis paludosa,scientific name,310247
Crepis pontana,,,
Crepis pyrenaica,Crepis pyrenaica,scientific name,122533
Crepis vesicaria,Crepis vesicaria,scientific name,268032
Crocus vernus,Crocus vernus,scientific name,87752
Cruciata glabra,Cruciata glabra,scientific name,29785
Cruciata laevipes,Cruciata laevipes,scientific name,29786
Crupina vulgaris,Crupina vulgaris,scientific name,145813
Cucubalus baccifer,Silene baccifera,synonym,54818
Cuscuta epilinum,Cuscuta epilinum,scientific name,186060
Cuscuta epithymum,Cuscuta epithymum,scientific name,186058
Cuscuta europaea,Cuscuta europaea,scientific name,41803
Cuscuta planiflora,Cuscuta planiflora,scientific name,192822
Cyanus montanus,Centaurea montana,synonym,41537
Cyanus segetum,Centaurea cyanus,synonym,41522
Cynoglossum officinale,Cynoglossum officinale,scientific name,181189
Cynosurus cristatus,Cynosurus cristatus,scientific name,211939
Cypripedium calceolus,Cypripedium calceolus,scientific name,53038
Cystopteris dickieana,,,
Cytisophyllum sessilifolium,Cytisophyllum sessilifolium,scientific name,3834
Dactylis glomerata,Dactylis glomerata,scientific name,4509
Dactylorhiza fuchsii,Dactylorhiza fuchsii,scientific name,230571
Dactylorhiza incarnata,Dactylorhiza incarnata,scientific name,230574
Dactylorhiza lapponica,,,
Dactylorhiza maculata,Dactylorhiza maculata,scientific name,230572
Dactylorhiza majalis,Dactylorhiza majalis,scientific name,231484
Dactylorhiza sambucina,Dactylorhiza sambucina,scientific name,65785
Dactylorhiza viridis,Dactylorhiza viridis,scientific name,230577
Danthonia decumbens,Danthonia decumbens,scientific name,500232
Daphne cneorum,Daphne cneorum,scientific name,224033
Daphne laureola,Daphne laureola,scientific name,223749
Daphne mezereum,Daphne mezereum,scientific name,66680
Dasistepha asclepiadea,,,
Daucus carota,Daucus carota,scientific name,4039
Deschampsia cespitosa,Deschampsia cespitosa,scientific name,37723
Descurainia sophia,Descurainia sophia,scientific name,89411
Descurainia tanacetifolia,Descurainia tanacetifolia,scientific name,376441
Dianthus carthusianorum,Dianthus carthusianorum,scientific name,288951
Dianthus caryophyllus,Dianthus caryophyllus,scientific name,3570
Dianthus deltoides,Dianthus deltoides,scientific name,202448
Dianthus hyssopifolius,Dianthus hyssopifolius,scientific name,746774
Dianthus pavonius,Dianthus pavonius,scientific name,746795
Diaphyllum longifolium,,,
Digitalis grandiflora,Digitalis grandiflora,scientific name,38791
Digitalis lutea,Digitalis lutea,scientific name,285825
Dioscorea communis,Dioscorea communis,scientific name,55634
Dittrichia graveolens,,,
Doronicum pardalianches,Doronicum pardalianches,scientific name,118770
Dorycnium pentaphyllum,Dorycnium pentaphyllum,scientific name,181254
Draba verna,Erophila verna,synonym,161951
Dracocephalum ruyschiana,Dracocephalum ruyschiana,scientific name,39297
Drosera rotundifolia,Drosera rotundifolia,scientific name,173423
Dryopteris dilatata,Dryopteris dilatata,scientific name,239561
Dryopteris expansa,Dryopteris expansa,scientific name,239563
Dryopteris mindshelkensis,,,
Echinops ritro,Echinops ritro,scientific name,41571
Echinops sphaerocephalus,Echinops sphaerocephalus,scientific name,92910
Echium vulgare,Echium vulgare,scientific name,34253
Ecologie verticale,,,
Edritria ferruginea,,,
Eleocharis macrostachya,Eleocharis macrostachya,scientific name,753700
Eleocharis mamillata,Eleocharis mamillata,scientific name,280064
Eleocharis quinqueflora,Eleocharis quinqueflora,scientific name,46325
Eleocharis uniglumis,Eleocharis uniglumis,scientific name,669671
Elymus caninus,Elymus caninus,scientific name,129741
Elymus repens,Elymus repens,scientific name,52152
Elytrigia intermedia,Thinopyrum intermedium,synonym,85679
Epilobium alpestre,,,
Epilobium angustifolium,Chamerion angustifolium,synonym,13055
Epilobium collinum,,,
Epilobium hirsutum,Epilobium hirsutum,scientific name,210355
Epilobium palustre,Epilobium palustre,scientific name,669682
Epilobium parviflorum,Epilobium parviflorum,scientific name,644182
Epipactis atrorubens,Epipactis atrorubens,scientific name,492483
Epipactis helleborine,Epipactis helleborine,scientific name,28472
Epipactis palustris,Epipactis palustris,scientific name,210730
Epipogium aphyllum,Epipogium aphyllum,scientific name,449980
Equisetum arvense,Equisetum arvense,scientific name,3258
Equisetum fluviatile,Equisetum fluviatile,scientific name,231680
Equisetum hyemale,Equisetum hyemale,scientific name,3262
Equisetum palustre,Equisetum palustre,scientific name,113538
Equisetum variegatum,Equisetum variegatum,scientific name,231678
Erigeron acris,Erigeron acris,scientific name,91246
Erigeron annuus,Erigeron annuus,scientific name,91248
Erigeron neglectus,,,
Erinus alpinus,Erinus alpinus,scientific name,165304
Eriophorum angustifolium,Eriophorum angustifolium,scientific name,100292
Eriophorum latifolium,Eriophorum latifolium,scientific name,1155236
Eriophorum scheuchzeri,Eriophorum scheuchzeri,scientific name,395292
Erodium cicutarium,Erodium cicutarium,scientific name,301481
Erucastrum nasturtiifolium,Erucastrum nasturtiifolium,scientific name,308294
Eryngium alpinum,Eryngium alpinum,scientific name,90454
Eryngium campestre,Eryngium campestre,scientific name,82086
Erysimum jugicola,,,
Erysimum nevadense,,,
Erysimum ochroleucum,,,
Erysimum rhaeticum,Erysimum rhaeticum,scientific name,761866
Erysimum virgatum,,,
Euonymus europaeus,Euonymus europaeus,scientific name,123417
Euonymus latifolius,Euonymus latifolius,scientific name,1089399
Eupatorium cannabinum,Eupatorium cannabinum,scientific name,102770
Euphorbia brittingeri,,,
Euphorbia exigua,Euphorbia exigua,scientific name,756618
Euphorbia helioscopia,Euphorbia helioscopia,scientific name,154990
Euphrasia hirtella,Euphrasia hirtella,scientific name,290218
Euphrasia kerneri,Euphrasia kerneri,scientific name,475012
Euphrasia pectinata,Euphrasia pectinata,scientific name,290215
Fagus sylvatica,Fagus sylvatica,scientific name,28930
Fallopia convolvulus,Fallopia convolvulus,scientific name,76029
Fallopia japonica,Fallopia japonica,scientific name,488216
Festuca altissima,Festuca altissima,scientific name,145835
Festuca arundinacea,Festuca arundinacea,scientific name,4606
Festuca flavescens,,,
Festuca gigantea,Festuca gigantea,scientific name,29677
Festuca heterophylla,Festuca heterophylla,scientific name,89682
Festuca ovina,Festuca ovina,scientific name,98750
Festuca pratensis,Festuca pratensis,scientific name,4608
Festuca valesiaca,Festuca valesiaca,scientific name,98753
Filago arvensis,Filago arvensis,scientific name,702219
Filipendula ulmaria,Filipendula ulmaria,scientific name,57917
Filipendula vulgaris,Filipendula vulgaris,scientific name,32228
Fourraea alpina,Fourraea alpina,scientific name,81980
Fragaria vesca,Fragaria vesca,scientific name,57918
Fraxinus excelsior,Fraxinus excelsior,scientific name,38873
Fumana procumbens,Fumana procumbens,scientific name,1033236
Gagea liotardii,Gagea liotardii,scientific name,319175
Gagea nakaiana,Gagea nakaiana,scientific name,349367
Galeopsis ladanum,Galeopsis ladanum,scientific name,1030043
Galeopsis tetrahit,Galeopsis tetrahit,scientific name,1000418
Galium aparine,Galium aparine,scientific name,29788
Galium boreale,Galium boreale,scientific name,35896
Galium commune,,,
Galium corrudifolium,Galium corrudifolium,scientific name,715671
Galium glaucum,,,
Galium lucidum,Galium lucidum,scientific name,29792
Galium megalospermum,,,
Galium mollugo,Galium mollugo,scientific name,254777
Galium odoratum,Galium odoratum,scientific name,35899
Galium palustre,Galium palustre,scientific name,29793
Galium rotundifolium,Galium rotundifolium,scientific name,715713
Galium rubrum,,,
Galium sylvaticum,Galium sylvaticum,scientific name,581248
Galium verum,Galium verum,scientific name,462873
Gamochaeta sylvatica,,,
Genista cinerea,Genista cinerea,scientific name,49820
Genista pilosa,Genista pilosa,scientific name,238501
Genistella sagittalis,,,
Gentiana cruciata,Gentiana cruciata,scientific name,49943
Gentiana pneumonanthe,Gentiana pneumonanthe,scientific name,49950
Gentianella tenella,Gentianella tenella,scientific name,49963
Gentianopsis ciliata,Gentianopsis ciliata,scientific name,148622
Gentianusa lutea,,,
Gentianusa punctata,,,
Geranium argenteum,Geranium argenteum,scientific name,387081
Geranium columbinum,Geranium columbinum,scientific name,379943
Geranium lucidum,Geranium lucidum,scientific name,379949
Geranium molle,Geranium molle,scientific name,581251
Geranium nodosum,Geranium nodosum,scientific name,379951
Geranium phaeum,Geranium phaeum,scientific name,379952
Geranium pyrenaicum,Geranium pyrenaicum,scientific name,379953
Geranium robertianum,Geranium robertianum,scientific name,122183
Geranium rotundifolium,Geranium rotundifolium,scientific name,379955
Geranium sanguineum,Geranium sanguineum,scientific name,70270
Geum rivale,Geum rivale,scientific name,148897
Glechoma hederacea,Glechoma hederacea,scientific name,28509
Glechoma nepetella,,,
Globularia bisnagarica,,,
Glyceria fluitans,Glyceria fluitans,scientific name,254778
Glyceria notata,Glyceria notata,scientific name,388682
Gnaphalium hoppeanum,Gnaphalium hoppeanum,scientific name,595331
Goodyera repens,Goodyera repens,scientific name,164261
Gymnadenia conopsea,Gymnadenia conopsea,scientific name,59324
Gymnadenia nigra,Gymnadenia nigra,scientific name,254896
Gymnocarpium dryopteris,Gymnocarpium dryopteris,scientific name,32116
Hedera helix,Hedera helix,scientific name,4052
Hedysarum hedysaroides,Hedysarum hedysaroides,scientific name,669703
Helianthemum apenninum,Helianthemum apenninum,scientific name,482940
Helianthemum grandiflorum,Helianthemum grandiflorum,scientific name,69454
Helianthemum nummularium,Helianthemum nummularium,scientific name,478958
Helianthemum oelandicum,Helianthemum oelandicum,scientific name,632760
Helictotrichon pratense,Helictochloa pratensis,synonym,49770
Helictotrichon pubescens,Helictotrichon pubescens,scientific name,87471
Helictotrichon sempervirens,Helictotrichon sempervirens,scientific name,87473
Helleborus foetidus,Helleborus foetidus,scientific name,46996
Hepatica nobilis,Hepatica nobilis,scientific name,168011
Heracleum sphondylium,Heracleum sphondylium,scientific name,40919
Herniaria hirsuta,Herniaria hirsuta,scientific name,1137871
Herniaria incana,,,
Herorchis morio,,,
Hieracium amplexicaule,Hieracium amplexicaule,scientific name,269348
Hieracium argillaceum,,,
Hieracium aurantiacum,Hieracium aurantiacum,scientific name,221188
Hieracium bifidum,Hieracium bifidum,scientific name,212670
Hieracium cymosum,Hieracium cymosum,scientific name,221193
Hieracium diaphanoides,,,
Hieracium glaucinum,,,
Hieracium intybaceum,Hieracium intybaceum,scientific name,268054
Hieracium inuloides,,,
Hieracium juranum,,,
Hieracium lachenalii,Hieracium lachenalii,scientific name,269350
Hieracium lactucella,Pilosella lactucella,synonym,221202
Hieracium lawsonii,Hieracium lawsonii,scientific name,546195
Hieracium murorum,Hieracium murorum,scientific name,212671
Hieracium niphobium,,,
Hieracium piloselloides,Hieracium piloselloides,scientific name,102746
Hieracium pilosum,Hieracium pilosum,scientific name,546200
Hieracium praealtum,Hieracium piloselloides subsp. praealtum,synonym,221207
Hieracium prenanthoides,Hieracium prenanthoides,scientific name,268058
Hieracium sabaudum,Hieracium sabaudum,scientific name,269349
Hieracium schmidtii,Hieracium schmidtii,scientific name,269344
Hieracium umbellatum,Hieracium umbellatum,scientific name,268065
Hieracium umbrosum,,,
Hieracium valdepilosum,,,
Himantoglossum hircinum,Himantoglossum hircinum,scientific name,59326
Hippocrepis comosa,Hippocrepis comosa,scientific name,390710
Hippocrepis emerus,Hippocrepis emerus,scientific name,72429
Hippophae rhamnoides,Hippophae rhamnoides,scientific name,193516
Holcus lanatus,Holcus lanatus,scientific name,29679
Holosteum umbellatum,Holosteum umbellatum,scientific name,325497
Hordelymus europaeus,Hordelymus europaeus,scientific name,376113
Hordeum marinum,Hordeum marinum,scientific name,4519
Humulus lupulus,Humulus lupulus,scientific name,3486
Hylotelephium telephium,Hylotelephium telephium,scientific name,91097
Hyoscyamus niger,Hyoscyamus niger,scientific name,4079
Hypericum hirsutum,Hypericum hirsutum,scientific name,673928
Hypericum maculatum,Hypericum maculatum,scientific name,269006
Hypericum montanum,Hypericum montanum,scientific name,673929
Hypericum perforatum,Hypericum perforatum,scientific name,65561
Hypochaeris maculata,Hypochaeris maculata,scientific name,58650
Hypochaeris radicata,Hypochaeris radicata,scientific name,58656
Hyssopus officinalis,Hyssopus officinalis,scientific name,39324
Iberis pinnata,,,
Ilex aquifolium,Ilex aquifolium,scientific name,4298
Impatiens glandulifera,Impatiens glandulifera,scientific name,253017
Inula conyza,Inula conyza,scientific name,119177
Inula montana,Inula montana,scientific name,119178
Isatis tinctoria,Isatis tinctoria,scientific name,161756
Ixoca pusilla,,,
Jacobaea incana,Jacobaea incana,scientific name,189239
Jasione montana,Jasione montana,scientific name,239452
Jonorchis abortiva,,,
Juglans nigra,Juglans nigra,scientific name,16719
Juglans regia,Juglans regia,scientific name,51240
Juncus alpinoarticulatus,Juncus alpinoarticulatus,scientific name,253143
Juncus arcticus,Juncus arcticus,scientific name,253145
Juncus articulatus,Juncus articulatus,scientific name,223654
Juncus bufonius,Juncus bufonius,scientific name,223656
Juncus compressus,Juncus compressus,scientific name,223661
Juncus effusus,Juncus effusus,scientific name,13579
Juncus filiformis,Juncus filiformis,scientific name,253148
Juncus inflexus,Juncus inflexus,scientific name,318445
Juncus jacquini,,,
Juniperus communis,Juniperus communis,scientific name,58039
Kernera saxatilis,Kernera saxatilis,scientific name,169074
Knautia arvensis,Knautia arvensis,scientific name,105271
Knautia dipsacifolia,Knautia dipsacifolia,scientific name,596799
Koeleria cenisia,,,
Koeleria pyramidata,Koeleria pyramidata,scientific name,49772
Koeleria vallesiana,Koeleria vallesiana,scientific name,366483
Laburnum alpinum,Laburnum alpinum,scientific name,3852
Laburnum anagyroides,Laburnum anagyroides,scientific name,49828
Lactuca alpina,,,
Lactuca muralis,Lactuca muralis,scientific name,75960
Lactuca perennis,Lactuca perennis,scientific name,43195
Lactuca serriola,Lactuca serriola,scientific name,75943
Lamium amplexicaule,Lamium amplexicaule,scientific name,53160
Lamium garganicum,Lamium garganicum,scientific name,53162
Lamium maculatum,Lamium maculatum,scientific name,53163
Lamium purpureum,Lamium purpureum,scientific name,53164
Lappula squarrosa,Lappula squarrosa,scientific name,203740
Lapsana communis,Lapsana communis,scientific name,268080
Larix decidua,Larix decidua,scientific name,71402
Laserpitium gallicum,Laserpitium gallicum,scientific name,571622
Laserpitium halleri,Laserpitium halleri,scientific name,571627
Laserpitium latifolium,Laserpitium latifolium,scientific name,48039
Laserpitium siler,Laserpitium siler,scientific name,40869
Lathyrus latifolius,Lathyrus latifolius,scientific name,154494
Lathyrus linifolius,Lathyrus linifolius,scientific name,313096
Lathyrus ochraceus,,,
Lathyrus pratensis,Lathyrus pratensis,scientific name,254779
Lathyrus sphaericus,Lathyrus sphaericus,scientific name,3861
Lathyrus sylvestris,Lathyrus sylvestris,scientific name,313117
Lathyrus vernus,Lathyrus vernus,scientific name,313120
Lavandula angustifolia,Lavandula angustifolia,scientific name,39329
Leontodon crispus,Leontodon crispus,scientific name,212687
Leontodon hirtus,,,
Leontodon hispidus,Leontodon hispidus,scientific name,58660
Lerouxia nemorum,,,
Leucanthemum adustum,Leucanthemum adustum,scientific name,1000419
Leucanthemum atratum,Leucanthemum atratum,scientific name,1155825
Leucanthemum pallens,Leucanthemum pallens,scientific name,1155854
Leucanthemum vulgare,Leucanthemum vulgare,scientific name,99072
Ligustrum vulgare,Ligustrum vulgare,scientific name,13597
Lilium bulbiferum,Lilium bulbiferum,scientific name,84044
Lilium martagon,Lilium martagon,scientific name,82322
Limodorum rubrum,,,
Linaria angustissima,Linaria angustissima,scientific name,1315780
Linaria repens,Linaria repens,scientific name,299782
Linaria simplex,Linaria simplex,scientific name,1138105
Linum alpinum,Linum alpinum,scientific name,1000420
Linum catharticum,Linum catharticum,scientific name,524254
Linum suffruticosum,Linum suffruticosum,scientific name,586395
Linum tenuifolium,Linum tenuifolium,scientific name,586397
Listera nidus-avis,,,
Listera ovata,Listera ovata,scientific name,29712
Lithospermum officinale,Lithospermum officinale,scientific name,475907
Lolium perenne,Lolium perenne,scientific name,4522
Lomelosia graminifolia,Lomelosia graminifolia,scientific name,596804
Lonicera caerulea,Lonicera caerulea,scientific name,134520
Lonicera etrusca,Lonicera etrusca,scientific name,245821
Lonicera nigra,Lonicera nigra,scientific name,486680
Lonicera webbiana,Lonicera webbiana,scientific name,1043444
Lonicera xylosteum,Lonicera xylosteum,scientific name,439142
Loroglossum anthropophorum,,,
Lotus corniculatus,Lotus corniculatus,scientific name,47247
Lotus delortii,Lotus delortii,scientific name,347998
Lunaria annua,Lunaria annua,scientific name,153659
Lunaria rediviva,Lunaria rediviva,scientific name,283746
Luzula campestris,Luzula campestris,scientific name,218141
Luzula luzulina,Luzula luzulina,scientific name,223695
Luzula multiflora,Luzula multiflora,scientific name,178423
Luzula nivea,Luzula nivea,scientific name,223697
Luzula sudetica,Luzula sudetica,scientific name,223705
Luzula sylvatica,Luzula sylvatica,scientific name,59018
Lycopus europaeus,Lycopus europaeus,scientific name,260603
Lysimachia arvensis,,,
Lysimachia vulgaris,Lysimachia vulgaris,scientific name,191068
Lythrum salicaria,Lythrum salicaria,scientific name,13129
Macrosyringion glutinosum,Macrosyringion glutinosum,scientific name,1005690
Maianthemum bifolium,Maianthemum bifolium,scientific name,191662
Malus domestica,Malus x domestica,synonym,3750
Malus sylvestris,Malus sylvestris,scientific name,3752
Malva alcea,Malva alcea,scientific name,446150
Malva moschata,Malva moschata,scientific name,446345
Matricaria matricarioides,Matricaria matricarioides,scientific name,56017
Medicago lupulina,Medicago lupulina,scientific name,47085
Medicago minima,Medicago minima,scientific name,70957
Medicago sativa,Medicago sativa,scientific name,3879
Melampyrum sylvaticum,Melampyrum sylvaticum,scientific name,86092
Melica ciliata,Melica ciliata,scientific name,52156
Melica nutans,Melica nutans,scientific name,860324
Melica uniflora,Melica uniflora,scientific name,29686
Melilotus albus,Melilotus albus,scientific name,47082
Melilotus officinalis,Melilotus officinalis,scientific name,47083
Melittis melissophyllum,Melittis melissophyllum,scientific name,457147
Mentha aquatica,Mentha aquatica,scientific name,190902
Mentha arvensis,Mentha arvensis,scientific name,292239
Mentha longifolia,Mentha longifolia,scientific name,38859
Merendera verna,,,
Meum athamanticum,Meum athamanticum,scientific name,82093
Microthlaspi perfoliatum,Thlaspi perfoliatum,synonym,126278
Milium effusum,Milium effusum,scientific name,376129
Minuartia rostrata,,,
Minuartia rupestris,Minuartia rupestris,scientific name,325503
Minuartia villarii,,,
Moehringia muscosa,Moehringia muscosa,scientific name,325507
Moehringia trinervia,Moehringia trinervia,scientific name,169227
Molinia caerulea,Molinia caerulea,scientific name,38689
Moneses uniflora,Moneses uniflora,scientific name,93817
Monotropa hypopitys,Monotropa hypopitys,scientific name,176248
Muscari comosum,Leopoldia comosa,synonym,81770
Muscari neglectum,Muscari neglectum,scientific name,59072
Mutellina adonidifolia,,,
Myosotis arvensis,Myosotis arvensis,scientific name,192338
Myosotis corsicana,,,
Myosotis ramosissima,Myosotis ramosissima,scientific name,1060937
Myosotis stricta,Myosotis stricta,scientific name,192842
Myricaria germanica,Myricaria germanica,scientific name,269175
Narcissus poeticus,Narcissus poeticus,scientific name,54855
Nasturtium officinale,Nasturtium officinale,scientific name,65948
Neotinea ustulata,Neotinea ustulata,scientific name,59351
Nepeta nuda,,,
Noccaea caerulescens,Noccaea caerulescens,scientific name,107243
Onobrychis saxatilis,,,
Onobrychis viciifolia,Onobrychis viciifolia,scientific name,3882
Ononis arvensis,Ononis arvensis,scientific name,200952
Ononis cristata,Ononis cristata,scientific name,797998
Ononis fruticosa,Ononis fruticosa,scientific name,798002
Ononis natrix,Ononis natrix,scientific name,200954
Ononis pusilla,Ononis pusilla,scientific name,798026
Ononis rotundifolia,Ononis rotundifolia,scientific name,798033
Ophioglossum vulgatum,Ophioglossum vulgatum,scientific name,49227
Ophrys fuciflora,Ophrys fuciflora,scientific name,145941
Ophrys insectifera,Ophrys insectifera,scientific name,145946
Ophrys sphegodes,Ophrys sphegodes,scientific name,145953
Orchis mascula,Orchis mascula,scientific name,59338
Orchis militaris,Orchis militaris,scientific name,59339
Orchis purpurea,Orchis purpurea,scientific name,59346
Orchites globosa,,,
Oreoselinum nigrum,Oreoselinum nigrum,scientific name,203708
Origanum vulgare,Origanum vulgare,scientific name,39352
Orlaya grandiflora,Orlaya grandiflora,scientific name,40863
Ornithogalum umbellatum,Ornithogalum umbellatum,scientific name,81785
Orobanche caryophyllacea,Orobanche caryophyllacea,scientific name,86094
Orobanche laserpitii,,,
Orobanche major,,,
Orobanche purpurea,Orobanche purpurea,scientific name,223125
Orobanche teucrii,Orobanche teucrii,scientific name,223133
Orthantha lutea,,,
Orthilia secunda,Orthilia secunda,scientific name,93819
Oxalis acetosella,Oxalis acetosella,scientific name,341461
Oxalis fontana,Oxalis fontana,scientific name,469458
Oxytropis fetida,,,
Oxytropis jacquini,,,
Oxytropis lapponica,,,
Oxytropis pilosa,Oxytropis pilosa,scientific name,83865
Padus avium,,,
Paeonia officinalis,Paeonia officinalis,scientific name,69717
Papaver alpinum,Papaver alpinum,scientific name,152832
Papaver dubium,Papaver dubium,scientific name,357469
Paris quadrifolia,Paris quadrifolia,scientific name,231488
Parnassia palustris,Parnassia palustris,scientific name,38862
Paronychia kapela,Paronychia kapela,scientific name,157632
Pastinaca sativa,Pastinaca sativa,scientific name,4041
Patzkea paniculata,,,
Pedicularis comosa,,,
Pedicularis foliosa,Pedicularis foliosa,scientific name,46033
Pedicularis gyroflexa,,,
Persicaria amphibia,Persicaria amphibia,scientific name,254780
Persicaria lapathifolia,Persicaria lapathifolia,scientific name,430754
Persicaria maculosa,Persicaria maculosa,scientific name,457184
Persicaria mitis,Persicaria mitis,scientific name,1155347
Petasites albus,Petasites albus,scientific name,904458
Petasites hybridus,Petasites hybridus,scientific name,278673
Petasites paradoxus,,,
Petrorhagia prolifera,Petrorhagia prolifera,scientific name,746822
Petrorhagia saxifraga,Petrorhagia saxifraga,scientific name,46121
Phaca hypoglottis,,,
Phegopteris connectilis,Phegopteris connectilis,scientific name,173899
Phleum phleoides,Phleum phleoides,scientific name,204233
Phleum pratense,Phleum pratense,scientific name,15957
Phragmites australis,Phragmites australis,scientific name,29695
Phyteuma ovatum,Phyteuma ovatum,scientific name,1241227
Phyteuma scheuchzeri,Phyteuma scheuchzeri,scientific name,649685
Phyteuma scorzonerifolium,,,
Phyteuma spicatum,Phyteuma spicatum,scientific name,239469
Picea abies,Picea abies,scientific name,3329
Picris hieracioides,Picris hieracioides,scientific name,212690
Pimpinella major,Pimpinella major,scientific name,1000425
Pimpinella saxifraga,Pimpinella saxifraga,scientific name,40959
Pinguicula alpina,Pinguicula alpina,scientific name,192263
Pinus mugo,Pinus mugo,scientific name,28528
Pinus nigra,Pinus nigra,scientific name,58042
Pinus sylvestris,Pinus sylvestris,scientific name,3349
Pisum heterophyllum,,,
Plantago atrata,Plantago atrata,scientific name,101997
Plantago holosteum,Plantago holosteum,scientific name,1211594
Plantago lanceolata,Plantago lanceolata,scientific name,39414
Plantago major,Plantago major,scientific name,29818
Plantago maritima,Plantago maritima,scientific name,197809
Plantago media,Plantago media,scientific name,101992
Plantago sempervirens,Plantago sempervirens,scientific name,197819
Platanthera chlorantha,Platanthera chlorantha,scientific name,59353
Pleisolirion liliastrum,,,
Pleurospermum austriacum,Pleurospermum austriacum,scientific name,584760
Poa badensis,Poa badensis,scientific name,269364
Poa bulbosa,Poa bulbosa,scientific name,202404
Poa chaixii,Poa chaixii,scientific name,269367
Poa glauca,Poa glauca,scientific name,227214
Poa nemoralis,Poa nemoralis,scientific name,269376
Poa perconcinna,,,
Poa pratensis,Poa pratensis,scientific name,4545
Poa trivialis,Poa trivialis,scientific name,89684
Polichia galeobdolon,,,
Polycnemum majus,Polycnemum majus,scientific name,240102
Polygala alpestris,,,
Polygala amarella,Polygala amarella,scientific name,690759
Polygala calcarea,Polygala calcarea,scientific name,375120
Polygala chamaebuxus,Polygala chamaebuxus,scientific name,58882
Polygala comosa,Polygala comosa,scientific name,162884
Polygala vulgaris,Polygala vulgaris,scientific name,174553
Polygonatum odoratum,Polygonatum odoratum,scientific name,82207
Polygonatum verticillatum,Polygonatum verticillatum,scientific name,261426
Polygonum alpinum,Aconogonon alpinum,synonym,125586
Polygonum viviparum,Bistorta vivipara,synonym,371026
Polypodium interjectum,Polypodium interjectum,scientific name,983336
Polypodium vulgare,Polypodium vulgare,scientific name,58048
Polystichum aculeatum,Polystichum aculeatum,scientific name,983335
Populus alba,Populus alba,scientific name,43335
Populus nigra,Populus nigra,scientific name,3691
Populus tremula,Populus tremula,scientific name,113636
Porrum sphaerocephaluon,,,
Potamogeton alpinus,Potamogeton alpinus,scientific name,246694
Potentilla argentea,Potentilla argentea,scientific name,654633
Potentilla caulescens,Potentilla caulescens,scientific name,637897
Potentilla chrysantha,Potentilla chrysantha,scientific name,654631
Potentilla cinerea,,,
Potentilla erecta,Potentilla erecta,scientific name,57940
Potentilla hirta,Potentilla hirta,scientific name,667256
Potentilla inclinata,Potentilla inclinata,scientific name,516013
Potentilla neumanniana,Potentilla neumaniana,synonym,654621
Potentilla nivalis,,,
Potentilla reptans,Potentilla reptans,scientific name,57933
Potentilla rupestris,Drymocallis rupestris,synonym,637895
Prenanthes purpurea,Prenanthes purpurea,scientific name,43204
Primula elatior,Primula elatior,scientific name,175059
Primula farinosa,Primula farinosa,scientific name,133892
Primula latifolia,Primula latifolia,scientific name,152139
Primula veris,Primula veris,scientific name,170927
Primula vulgaris,Primula vulgaris,scientific name,175104
Prunella grandiflora,Prunella grandiflora,scientific name,39356
Prunella laciniata,,,
Prunella vulgaris,Prunella vulgaris,scientific name,39358
Prunus domestica,Prunus domestica,scientific name,3758
Prunus mahaleb,Prunus mahaleb,scientific name,129217
Prunus spinosa,Prunus spinosa,scientific name,114937
Pseudorchis albida,Pseudorchis albida,scientific name,367781
Pseudoturritis turrita,Pseudoturritis turrita,scientific name,81982
Ptarmica macrophylla,,,
Pteridium aquilinum,Pteridium aquilinum,scientific name,32101
Pteroselinum austriacum,Pteroselinum austriacum,scientific name,203897
Ptychotis saxifraga,,,
Pulmonaria angustifolia,Pulmonaria angustifolia,scientific name,256499
Pulmonaria longifolia,,,
Pulmonaria montana,,,
Pulmonaria saccharata,,,
Pulsatilla alpina,Anemone alpina,synonym,470566
Pulsatilla halleri,Pulsatilla halleri,scientific name,445228
Pulsatilla montana,Anemone montana,synonym,387932
Pyrola chlorantha,Pyrola chlorantha,scientific name,93824
Pyrola media,Pyrola media,scientific name,642534
Pyrola minor,Pyrola minor,scientific name,93826
Pyrola rotundifolia,Pyrola rotundifolia,scientific name,13651
Pyrus pyraster,Pyrus pyraster,scientific name,356590
Pythius dulcis,,,
Quercus petraea,Quercus petraea,scientific name,38865
Quercus pubescens,Quercus pubescens,scientific name,39471
Quercus robur,Quercus robur,scientific name,38942
Ranunculus aconitifolius,Ranunculus aconitifolius,scientific name,286847
Ranunculus acris,Ranunculus acris,scientific name,3447
Ranunculus aduncus,Ranunculus aduncus,scientific name,286849
Ranunculus arvensis,Ranunculus arvensis,scientific name,286858
Ranunculus auricomus,Ranunculus auricomus,scientific name,568533
Ranunculus bulbosus,Ranunculus bulbosus,scientific name,74828
Ranunculus gramineus,Ranunculus gramineus,scientific name,286907
Ranunculus kuepferi,Ranunculus kuepferi,scientific name,286921
Ranunculus lanuginosus,Ranunculus lanuginosus,scientific name,286924
Ranunculus parnassifolius,Ranunculus parnassiifolius,synonym,286960
Ranunculus platanifolius,Ranunculus platanifolius,scientific name,286971
Ranunculus polyanthemos,Ranunculus polyanthemos,scientific name,286974
Ranunculus pyrenaeus,Ranunculus pyrenaeus,scientific name,286985
Ranunculus repens,Ranunculus repens,scientific name,137665
Ranunculus seguieri,Ranunculus seguieri,scientific name,286992
